index,dataset,doc_id,seg_id,source_text,reference_english,translated_text,input_tokens,output_tokens,cost
111,newstest2020.zh-en.xml,xinhua-zh-01.6608,2,庆祝中华人民共和国成立70周年外国专家招待会27日晚在人民大会堂举行，中共中央政治局常委、国务院副总理韩正出席并致辞。,"A foreign expert reception to celebrate the 70th anniversary of the founding of the People's Republic of China was held in the Great Hall of the People on the evening of the 27th, and Han Zheng, Member of the Political Bureau of the CPC Central Committee and Vice Premier of the State Council, attended and addressed the reception.","A reception for foreign experts in celebration of the 70th anniversary of the founding of the People's Republic of China was held at the Great Hall of the People on the evening of the 27th. Han Zheng, member of the Standing Committee of the Political Bureau of the CPC Central Committee and Vice Premier of the State Council, attended and delivered a speech.",54,75,0.000000
112,newstest2020.zh-en.xml,jingji_guancha_bao-zh-01.230,6,去年9月18日，塞力斯公告称，公司刘文豪等七位计划增持的高管人员已累计增持公司股份39.43万股（占公司总股本的0.1922 % ） ，增持金额合计702.29万元，本次增持计划已实施完成。,"On September 18 last year, Thalys announced that the company's seven senior management personnel, including Liu Wenhao, planned to increase their holding to 390300 shares (accounting for 0.1922% of the company's total share capital), so the total increase added up to 7022900 yuan, and the current shareholding plan has been fully implemented.","On September 18 last year, Seres announced that seven company executives, including Liu Wenhao, had collectively increased their shareholdings by 394,300 shares (accounting for 0.1922% of the company's total share capital), with a total investment of 7.0229 million yuan. The share increase plan has been fully implemented.",92,82,0.000000
113,newstest2018.zh-en.xml,cctv_news_1117,107,学习贯彻党的十九大精神中央宣讲团动员会一号在京召开，中共中央政治局常委、中央书记处书记王沪宁出席会议并讲话。,"A mobilization meeting of the Publicity Department, CCCPC intended for studying and implementing the essence of the 19th CPC National Congress was convened on November 1th. Wang Hu’ning, member of the Standing Committee of the Political Bureau of the CPC Central Committee and Secretary of the Secretariat of the CPC Central Committee attended the meeting and delivered a keynote speech.","The mobilization meeting of the central delegation for declaring and studying the spirit of the 19th National Congress of the Communist Party of China was held in Beijing. Wang Huning, member of the Standing Committee of the Political Bureau of the CPC Central Committee and member of the Secretariat of the CPC Central Committee, attended the meeting and delivered a speech.",55,69,0.000000
114,newstest2018.zh-en.xml,055_197067,3,当地网友发布的视频显示，爆炸现场浓烟滚滚，并伴有响声。,"The videos released by local netizens showed that thick smoke was billowing at the scene of the explosion, accompanied by noise.","Videos posted by local netizens show thick smoke billowing from the explosion site, accompanied by loud noises.",36,19,0.000000
115,newstest2019.zh-en.xml,chinanews.com.1509,17,数据方面，库里出场20分钟得到21分4个助攻，汤普森三分球4中3得到17分，杜兰特16分，德里克森替补登场拿下10分。,"On the data front, Curry played 20 minutes with 21 points and 4 assists, Thompson had 17 points with 3 of 4 from 3-point range, Durant had 16 points, and Derrickson had 10 points as a substitute.","In terms of stats, Curry played 20 minutes, recording 21 points and 4 assists; Thompson made 3 of 4 three-pointers for 17 points; Durant added 16 points; and Derrickson came off the bench to score 10 points.",67,59,0.000000
116,newstest2018.zh-en.xml,cctv_news_1217,198,努力把我们生于斯、长于斯的这个星球建成一个和睦的大家庭，把世界各国人民对美好生活的向往变成现实。,We should strive to build this planet where we were born and grow into a harmonious family where our shared yearning for a good life for all the people of the world can be turned into a reality.,"Strive to build the planet where we were born and raised into a harmonious big family, and turn the longing of people across the world for a better life into reality.",48,34,0.000000
117,newstest2019.zh-en.xml,chinanews.com.1537,21,“按时间顺序慢慢看下来，感到中国一步一步走来，越来越强大，令身在异乡的我们特别振奋 ” ， 刘元吉说。,"""After browsing the pictures slowly in a chronological order, I feel that China is becoming stronger and stronger step by step. This makes us particularly excited in a foreign land"", Liu Yuanji said.","""Looking through it chronologically, I feel that China has been progressing step by step and growing increasingly powerful, which is especially heartening for those of us living abroad,"" said Liu Yuanji.",51,39,0.000000
118,newstest2017.zh-en.xml,ifeng0812.news.49767888_0,2,但它们的生长速度极其缓慢，有时1年只长约1厘米，这提示格陵兰鲨可能有着格外长的寿命。,"But their growth rate is extremely slow, sometimes only about 1 cm a year, suggesting that Greenland shark may have an extra-long life.","However, their growth rate is extremely slow, sometimes only about 1 centimeter per year, which suggests that Greenland sharks may have an exceptionally long lifespan.",45,30,0.000000
119,newstest2021.zh-en.xml,hunan_ribao-zh.6029,5,吴桂英说，本次节会的举办，对于贯彻落实习近平总书记“要把红色资源利用好、把红色传统发扬好、把红色基因传承好”的重要指示，进一步抓好我省红色旅游发展，促进文旅市场复苏，让“红色力量”凝聚成建设富饶美丽幸福新湖南的广泛合力，具有重要意义。,"Wu Guiying said that holding this festival will play an important role in carrying out the important instructions of General Secretary Xi Jinping to ""make good use of red resources, carry forward the red tradition, and do a good job of passing on red genes"", thereby further accelerating the development of red tourism in the province, promoting the recovery of the cultural and tourism market, and making ""Red Power"" a cohesive force to build a revitalized, rich, beautiful, and happy new Hunan.","Wu Guiying stated that the holding of this festival is of great significance for implementing General Secretary Xi Jinping's important instructions to ""make good use of red resources, carry forward red traditions, and pass on red genes,"" further promoting the development of red tourism in our province, accelerating the recovery of the cultural and tourism market, and mobilizing ""red power"" into a broad, coalescing force for building a prosperous, beautiful, and happy new Hunan.",95,90,0.000000
120,newstest2017.zh-en.xml,peopledaily0812.pic.c1016-28631699,1,8月11日，武警山东总队烟台支队组织特战狙击手冒着34摄氏度的高温来到昆嵛山开展丛林训练。,"On August 11, the Armed Police Shandong Corps Yantai detachment organized special war snipers to have jungle training at Kunyu Mountain under the high temperature of 34 degrees Celsius.","On August 11, special operations snipers from the Yantai Detachment of the Shandong Corps of the People's Armed Police Force braved 34-degree Celsius heat to conduct jungle training in Kunyu Mountain.",57,46,0.000000
121,newstest2021.zh-en.xml,rfi-chinese.16516,12,受中美关系紧张情势进一步升高影响，离岸、在岸人民币对美元汇率22日盘中一度大贬，双双跌破1美元兑人民币7.0元关口。,"The offshore and onshore RMB exchange rates fell sharply against the US dollar on the 22nd, both falling below the mark of USD $1 to RMB 7.0 as tensions between China and the US escalated.","Affected by the further escalation of tensions in China-U.S. relations, both the offshore and onshore yuan exchange rates against the U.S. dollar plunged during intraday trading on the 22nd, with both breaking through the 7.0 yuan per dollar mark.",61,57,0.000000
122,newstest2019.zh-en.xml,chinanews.com.1394,10,回应“裁员”传闻：明确不裁员。,"Respond to the rumor of ""layoff"" : it is clear that there will be no layoff.","Responding to rumors of ""layoffs"": Explicitly no layoffs.",29,13,0.000000
123,newsdev2017.zh-en.xml,ifeng0812.news.49767194_0,3,哈尔滨市警方依法对该俄籍男子拘留5天的处罚，同时作出限制其五年内不准入境中国的决定。,"The Harbin police meted out the penalty of 5-day detention to the Russian man in accordance with the law. At the same time, a decision of forbidding him from entering China within five years has been made.",The Harbin police legally detained the Russian man for five days and simultaneously issued a decision to ban him from entering China for five years.,46,27,0.000000
124,newstest2020.zh-en.xml,xinhua-zh-01.6565,2,9月26日至27日，为深化拓展“不忘初心、牢记使命”主题教育成果，中央军民融合办、国家国防科工局、全国工商联联合组织“国有企业和优势民营企业走进赣南革命老区”调研活动，重温革命历史，追寻红色足迹，传承红色基因，开展相关企业与赣州市的需求对接，促进革命老区加快发展。,"From September 26 to 27, in order to deepen and expand the educational achievements of the theme of “Remain true to our original aspiration and keep our mission firmly in mind”, the Central Military-Civilian Integration Office, the State Administration of Science and Industry for National Defense, and the All-China Federation of Industry and Commerce jointly organized the research event of “state-owned enterprises and advantageous private enterprises entering the revolutionary base areas in southern Jiangxi"" to review the history of the revolution, follow the red footprints, and pass on the red genes, thus the purpose of this activity is to interface with the needs of related enterprises and Ganzhou City and to accelerate the development of revolutionary areas.","From September 26 to 27, to deepen and expand the achievements of the ""Stay True to Our Founding Mission"" thematic education, the Office of the Central Commission for Integrated Military and Civilian Development, the State Administration of Science, Technology and Industry for National Defense, and the All-China Federation of Industry and Commerce jointly organized a research tour titled ""State-owned Enterprises and Leading Private Enterprises Visit the Gannan Revolutionary Base Area."" The purpose of the tour was to revisit revolutionary history, follow in the footsteps of the revolution, pass on the revolutionary spirit, and facilitate the alignment of needs between relevant enterprises and Ganzhou City, thereby promoting the accelerated development of the revolutionary base area.",108,138,0.000000
125,newstest2020.zh-en.xml,xinhua-zh-01.6390,13,“十一”期间门店将推出不少活动，例如抽奖、到店立减等。,"During National Day, the shop holds many activities, such as prize drawings and discounts for visiting the shop.","During the ""October 1st"" holiday, the store will launch a number of promotions, such as lucky draws and instant discounts for in-store purchases.",36,32,0.000000
126,newstest2021.zh-en.xml,chinanews.com.229484,4,巴研究人员将全国55家医院的667名患者分成三组，进行了临床试验；主要对比单独使用羟氯喹或结合其它抗生素阿奇霉素的治疗效果，分析是否有助于改善新冠肺炎轻度和中度患者的病情。,Brazilian researchers put 667 patients from 55 hospitals across the country into 3 groups for clinical trials to compare the effectiveness of treatment using hydroxychloroquine only and through hydroxychloroquine combined with other antibiotics (azithromycin) to see if it was helpful in improving COVID-19 patients’ mild and moderate conditions.,"Brazilian researchers conducted a clinical trial by dividing 667 patients from 55 hospitals nationwide into three groups, primarily to compare the therapeutic effects of hydroxychloroquine used alone or in combination with the antibiotic azithromycin, and to analyze whether these treatments help improve the condition of patients with mild to moderate COVID-19.",74,66,0.000000
127,newstest2021.zh-en.xml,xinhua-zh-01.120197,6,“在家闷久了，一看到有团队游，马上把消息分享给朋友一起报名，以前从来没有来过兰溪，非常期待这次旅行。”，孙阿姨说。,"“I’ve been bored sitting at home for a long time, so when I saw a group tour, I shared the news with my friends right away, and we all signed up, and I’ve never visited Lanxi, so I’ve been looking forward to this trip, “ said Mrs. Sun.","""I've been cooped up at home for so long that as soon as I saw the group tour, I immediately shared the news with my friends so we could sign up together. I've never been to Lanxi before, so I'm really looking forward to this trip,"" said Auntie Sun.",57,64,0.000000
128,wmttest2023.zh-en.xml,gb-1,8,GB 18030 一 2022,GB 18030-2022,GB 18030-2022,29,12,0.000000
129,newstest2017.zh-en.xml,nytimes.69931,22,科先生解释了为何他和他的妻子要写这本书：“当时，食物已成为令美国人感到不快的主要话题。”,"""This was a time when food became a central, fraught subject for the American people,"" Mr. Coe said, explaining why he and his wife wanted to write about it.","Mr. Ke explained why he and his wife wrote the book: ""At that time, food had become a major topic that made Americans feel uneasy.""",43,30,0.000000
130,newstest2017.zh-en.xml,ifeng0812.news.49767662_0,8,在赛事保障方面，目前大会招募了580名志愿者，在比赛期间，这些志愿者们将在各个赛场为运动员和观众提供热情服务。,"In terms of event security, the current conference recruited 580 volunteers, during which the volunteers will provide services in the various venues for athletes and visitors.","Regarding event support, the organizing committee has currently recruited 580 volunteers who will provide dedicated service to athletes and spectators at various competition venues during the event.",52,32,0.000000
131,wmttest2023.zh-en.xml,wdr-2,28,注射吸毒者中常见的未经治疗的丙型肝炎导致的肝癌的相关残疾调整寿命年数增幅特别高——达到40%。,"Untreated hepatitis C, which is predominant among infusing medicate clients, essentially expanded the number of DALYs (disease-associated mortality occasions) connected to liver cancer (up to 40%).","The increase in disability-adjusted life years (DALYs) associated with liver cancer caused by untreated hepatitis C, which is common among people who inject drugs, is particularly high—reaching 40%.",48,40,0.000000
132,newstest2021.zh-en.xml,chinanews.com.229527,2,与此同时，坐落在北京城市副中心的国家大剧院台湖剧场也迎来了抗疫以来首场线下演出，指挥家郑健携手国家大剧院合唱团激情唱响“台湖星期音乐会”之军歌嘹亮—军旅合唱歌曲音乐会。,"At the same time, the Taihu Theatre of National Centre for the Performing Arts (NCPA), located in the sub-center of Beijing, also staged the first offline performance since the outbreak of the COVID-19; conductor Zheng Jian and the passionate National Grand Theatre Chorus presented the ""Taiko Music Week"", a concert of military choral songs.","At the same time, the NCPA Taihu Theater, located in Beijing's sub-center, hosted its first offline performance since the start of the pandemic. Conductor Zheng Jian and the NCPA Chorus passionately performed the ""Taihu Sunday Concert,"" titled ""Resounding Military Songs: A Concert of Military Choral Music.""",81,66,0.000000
133,newstest2017.zh-en.xml,ifeng0812.news.49765603_0,14,大量迹象还表明，火星以前很可能与目前的地球一样，只是经过几十亿年的演化才变成大气层稀薄、温度较低、水源枯竭等样子。,"A large number of signs also show that the Mars is likely to be the same as the current Earth, only after billions of years of evolution into the atmosphere thin, low temperature, water depletion and so on.","A large body of evidence also suggests that Mars was likely once similar to the Earth of today, only evolving over billions of years into its current state of a thin atmosphere, low temperatures, and depleted water sources.",56,42,0.000000
134,newstest2020.zh-en.xml,hunan_ribao-zh.186,7,福康社工服务中心相关负责人表示，70年来，在党和政府的支持下，长沙市残疾人事业不断发展进步，越来越多的残疾人真正成为社会经济发展的参与者、贡献者和享有者，关爱帮助残疾人、关心支持残疾人事业也逐渐成为全社会共识。,"The relevant manager of the Fukang Social Work Service Center said that in the past 70 years, with the support of the party and the government, the cause of disabled people in Changsha has continued to develop and make progress, and more and more disabled people have truly become participants and contributors in the economy and society, while caring and helping the disabled and supporting the disabled cause have gradually become widespread social consensus.","A person in charge of the Fukang Social Work Service Center stated that over the past 70 years, with the support of the Party and the government, the cause for people with disabilities in Changsha has continuously developed and progressed. More and more people with disabilities have genuinely become participants in, contributors to, and beneficiaries of social and economic development, and caring for and supporting people with disabilities and the cause for people with disabilities have gradually become a consensus of the entire society.",86,95,0.000000
135,newstest2018.zh-en.xml,cctv_news_1117,478,基层群众性自治组织特别法人统一社会信用代码证书。,"Unified Social Credit Code certificate for the special legal person, a grassroots autonomous organization in Beijing.",Unified Social Credit Code Certificate for Grassroots Mass Autonomous Organizations.,30,12,0.000000
136,newsdev2017.zh-en.xml,ifeng0812.news.49765695_0,2,"拉莫斯在离开香港前发表声明，形容早前在香港与老朋友的会面气氛友好愉快,双方以私人身份探讨了如何推进中菲之间的和平与合作。","Ramos made a statement before leaving Hong Kong, saying that he had a friendly and happy meeting with his old friends in Hong Kong, and they discussed how to advance peace and cooperation between the two countries as individuals.","Before leaving Hong Kong, Ramos issued a statement describing his earlier meeting with old friends in Hong Kong as friendly and pleasant, noting that both sides discussed, in a private capacity, how to promote peace and cooperation between China and the Philippines.",57,47,0.000000
137,wmttest2022.zh-en.xml,xinhua-zh-01.103967,12,此次参与申诉的除美国华裔团体外，还包括美国印度裔、韩裔、日裔、巴基斯坦裔教育团体。,"In addition to Asian groups in the U.S., the groups involving in the complaint also include Indian, Korean, Japanese and Pakistani education groups in the U.S.","In addition to Chinese-American groups, the organizations participating in this appeal also include Indian-American, Korean-American, Japanese-American, and Pakistani-American educational groups.",48,35,0.000000
138,wmttest2022.zh-en.xml,ecommerce_zh_xiaohongshu.com_25328504,6,其实很多深色系的衣服是微胖女孩子们的标配（这一点作者深有体会），深颜色也是掩盖你身体胖的好方法，高贵典雅的黑色短裙也是微胖女孩的首选。,"In fact, lots of dark color clothes are standard configuration of slightly fat girls (which the author deeply agrees on), and dark colors are good methods to cover fatness; in addition, noble and elegant black short shirts are best choices for slightly fat girls.","In fact, many dark-colored clothes are a staple for plus-size girls (something the author knows from personal experience); dark colors are also a great way to conceal body fat, and a noble and elegant black skirt is a top choice for plus-size girls.",63,54,0.000000
139,newstest2021.zh-en.xml,chinanews.com.229527,15,央视《新闻联播》主播刚强来到国家大剧院的后台化妆间，为大家揭秘了捷杰耶夫、郎朗等音乐大师登台前的“据点”，随后他来到国家大剧院一层的公共空间，在三台有故事的九尺钢琴前与杨洋、张昊辰以及国家大剧院调琴师于快展开对话，刚强以一位资深钢琴爱好者的视角与他们探讨了钢琴的维护与保养、拉赫玛尼诺夫的音乐、音乐家们平时的生活和演前的准备等话题，在导赏的最后，刚强还与张昊辰“接力”合作了舒曼《梦幻曲》，让网友观众们大饱眼福。,"During this, the CCTV presenter Gang Qiang of Xinwen Lianbo (News Broadcast) came to the NPCA backstage dressing room to reveal the ""stronghold"" of musicians such as Valery Gergiev and Lang Lang before they took to the stage, and then came to the public space on the ground floor of the NCPA to converse about their stories with Yang Yang, Zhang Haochen and NCPA tuner Yu Kuai in front of three nine-foot pianos with stories, where Gang Qiang also spoke with them about the piano maintenance, Rachmaninoff’s music, the daily life of a musician, pre-stage preparations, and other topics from the angle of a well-known piano lover; finally, at the end of the guided tour, Gang Qiang and Zhang Haochen collaborated on Robert Alexander Schumann's Traumerei, to the delight of the audience.","CCTV ""News Broadcast"" anchor Gang Qiang visited the backstage dressing rooms of the National Centre for the Performing Arts (NCPA), revealing the ""bases"" where musical masters like Valery Gergiev and Lang Lang prepare before taking the stage. He then went to the NCPA's first-floor public space, where he engaged in a conversation with Yang Yang, Zhang Haochen, and NCPA piano tuner Yu Kuai in front of three storied nine-foot grand pianos. From the perspective of a seasoned piano enthusiast, Gang Qiang discussed topics with them such as piano maintenance, the music of Rachmaninoff, the everyday lives of musicians, and pre-performance preparations. At the conclusion of the guided tour, Gang Qiang and Zhang Haochen performed a ""relay"" collaboration of Schumann's *Träumerei*, treating online viewers to a visual and auditory feast.",176,178,0.000000
140,newstest2021.zh-en.xml,chinanews.com.229819,4,每年填报高考志愿，都有学生或者家长因为对于志愿填报中涉及的名词不了解，进而影响志愿填报。,"Each year, when we fill out our preferred majors on the NCEE (National College Entrance Examination), there are always students and parents who don’t understand the terminology involved, which can directly affect how you select your preferred majors.","Every year when filling out college application forms, some students or parents are affected because they do not understand the terminology involved, which in turn impacts their choices.",44,31,0.000000
141,newstest2018.zh-en.xml,cctv_news_1217,286,在深圳市龙岗区妇幼保健院，一大早就有数十位怀孕十二周左右的准妈妈在等待接受一项重要的检查。,"In a Maternal and Child Health Hospital in Longgang District, Shenzhen City, in the early morning, there were dozens of pregnant women who have been pregnant for about twelve weeks waiting for an important test.","At the Longgang District Maternal and Child Health Hospital in Shenzhen, dozens of expectant mothers at around twelve weeks of pregnancy have been waiting since early morning to undergo an important examination.",46,35,0.000000
142,newstest2018.zh-en.xml,sogou_web_data_20180206,166,不久前，中国国家能源局宣布，2020年前，将向可替代能源领域投资2.5万亿元人民币。,"Not long ago, the National Energy Administration of China announced that by 2020, it will invest 2.5 trillion yuan in the field of alternative energy.","Not long ago, China's National Energy Administration announced that it would invest 2.5 trillion yuan in the renewable energy sector before 2020.",46,33,0.000000
143,wmttest2022.zh-en.xml,social_zh_tieba.baidu.com_73936515,16,那么随着社会的发展，市场的推广费用，比如说：商场的促销人员、商场的陈列费用、产品的赠品费用、广告费用等也在不断的增加。,"With the development of the society, there are increasingly grown expenses in market promoting, such as the expenses for promoters in shopping malls, the expenses for display in shopping malls, the expenses for gifts of products and the expenses for advertisement.","As society develops, marketing expenses—such as those for mall promotional staff, in-store product displays, product giveaways, and advertising—are also continuously increasing.",51,32,0.000000
144,wmttest2022.zh-en.xml,chinese.macao.5817,22,澳大科技学院院长须成忠宣读江朝晖赞辞时表示，江朝晖女士参与研发的重大发明和专利，至今累积超过15项与存储虚拟化、导航、文件系统和电源管理相关，无不实用性高，使用广泛，提升人类生活便利度。,"When reading out the praise of Jiang Zhaohui, Xu Chengzhong, dean of the Institute of Technology of University of Macau, expressed that 15 significant inventions and patients invented with the participation of Ms. Jiang Zhaohui are related to storage virtualization, navigation, document system and power management, which are all widely applied with favorable practice, improving the convenience of life.","In his citation for Jiang Zhaohui, Dean Xu Chengzhong of the Faculty of Science and Technology at the University of Macau stated that the significant inventions and patents co-developed by Ms. Jiang exceed 15 to date, covering areas such as storage virtualization, navigation, file systems, and power management. All of these inventions are highly practical, widely used, and have enhanced human convenience.",82,80,0.000000
145,newstest2021.zh-en.xml,chinanews.com.229794,6,以色列曾多次以打击该组织为由，对叙境内目标实施空袭。,"On the grounds of attacking Hezbollah, Israel has conducted several air raids on targets in Syria.","Israel has repeatedly carried out airstrikes against targets in Syria, citing the need to strike the organization as the reason.",34,23,0.000000
146,newstest2020.zh-en.xml,xinhua-zh-01.6202,13,我们要共同用好《联合国宪章》第六章，发挥好联合国在斡旋、调解等方面的作用。,"We should jointly make good use of Chapter VI of the Charter of the United Nations and give full play to the role of the United Nations in mediation, conciliation, etc.",We need to jointly make good use of Chapter VI of the UN Charter and leverage the role of the United Nations in mediation and conciliation.,42,28,0.000000
147,newstest2017.zh-en.xml,ifeng0812.news.49766540_0,6,截至２０１６年６月的１２个月时间里，新西兰劳动年龄人口增长３.６％，达到１５８万人。,"As of June 2016, New Zealand's working-age population rose by 3.6 percent to 1.58 million.","In the 12 months leading up to June 2016, New Zealand’s working-age population grew by 3.6% to reach 1.58 million.",47,40,0.000000
148,newstest2019.zh-en.xml,chinanews.com.1743,4,玉城1日向媒体表示，选举结果表明县民们不想让翁长知事生前的努力白费，他将继承翁长知事遗志，继续就反对美军基地搬迁计划和普天间基地的关闭等向日本政府和美国政府作出努力。,"Tamaki told the media on October 1 that the result of election showed that the Okinawa people didn't want to waste the former governor Onaga Takeshi's efforts during his lifetime, and he would carry out Takeshi's behests to make continued efforts in opposing the plan of relocating the US military base and the closure of the Futenma base to the Japanese government and the American government.",Tamaki stated to the media on the 1st that the election results indicate the citizens of the prefecture do not want the efforts made by the late Governor Onaga during his lifetime to go to waste. He will carry on the late Governor Onaga's legacy and continue to make efforts toward the Japanese and U.S. governments regarding the opposition to the U.S. military base relocation plan and the closure of the Futenma base.,79,90,0.000000
149,newstest2018.zh-en.xml,cctv_news_1117,116,讲清楚中国特色社会主义进入新时代的重大意义，讲清楚我国社会主要矛盾变化的深远影响，讲清楚两个一百年奋斗目标。,"We should make clear the significance of socialism with Chinese characteristics as it enters a new era, the far-reaching influence of the change of the society’s principal contradiction, and the Two Centenary Goals.","Clearly explain the great significance of socialism with Chinese characteristics entering a new era, the profound influence of the changes in the principal contradiction in our society, and the Two Centenary Goals.",47,36,0.000000
150,newstest2018.zh-en.xml,cctv_news_1217,253,全国政协副主席、台盟中央主席林文漪代表各民主党派中央和全国工商联致贺词。,"Lin Wenyi, Vice President of the CPPCC National Committee and President of the Central Committee of the Taiwan Democratic Self-Government League, delivered a congratulatory message on behalf of all democratic parties and the All-China Federation of Industry and Commerce.","Lin Wenyi, Vice Chairperson of the CPPCC National Committee and Chairperson of the Central Committee of the Taiwan Democratic Self-Government League, delivered a congratulatory speech on behalf of the central committees of all other political parties and the All-China Federation of Industry and Commerce.",43,54,0.000000
151,wmttest2023.zh-en.xml,watch-4-zh_0890690-69,3,不足：镜面容易划伤、进灰尘。,Shortcomings: The mirror surface is vulnerable to dust buildup and scratches.,Disadvantages: The mirror surface is prone to scratches and dust accumulation.,28,14,0.000000
152,newstest2018.zh-en.xml,012_c_1122236278,2,预计12月固定资产投资累计增速为7.2%，与上月持平，低于去年。,"Cumulative growth rate of fixed asset investment in December is forecast to be at 7.2%, unchanged from the previous month, but lower than that a year ago.","The cumulative growth rate of fixed asset investment for December is expected to be 7.2%, remaining flat from the previous month and lower than last year.",40,31,0.000000
153,wmttest2023.zh-en.xml,chinanews.com.280864,2,2022年回国求职应届留学生留学国前10 图源：《2022中国海归就业调查报告》,"The best 10 universal understudies seeking out for work in China in 2022, concurring to the ""2022 Chinese Returnee Business Study Report""","Top 10 countries of study for overseas students returning to China for job hunting in 2022. Source: ""2022 Report on Employment of Chinese Returnees""",49,38,0.000000
154,newstest2020.zh-en.xml,international_times-zh.167,7,埃及内政部昨天立场坚定表示，对于任何破坏国家稳定的企图都会果断迎击，绝不手软。,The Ministry of the Interior of Egypt stated firmly yesterday that it would resolutely respond to any attempt to destabilize the country and would not show mercy.,"The Egyptian Ministry of Interior took a firm stand yesterday, stating that any attempts to undermine national stability would be met with decisive action and zero tolerance.",44,29,0.000000
155,wmttest2022.zh-en.xml,social_zh_facebook.com_62145771,16,想要为你的爱车拍摄视频的朋友，欢迎联系我们！,Please contact us if you want to shoot a video for your car!,"If you would like to film a video of your car, feel free to contact us!",29,18,0.000000
156,newstest2019.zh-en.xml,chinanews.com.1334,7,同时，中国呼吁构建以联合国为核心、南北合作为主渠道、南南合作为补充的全球发展合作格局，呼吁各方同心协力构建人类命运共同体。,"At the same time, China calls for the establishment of a global development cooperation of making the United Nations as the core, North-South cooperation as the main channel and South-South cooperation as the complement, and calls on all parties to work together to build a community with shared future for mankind.","At the same time, China calls for the construction of a global development cooperation framework with the United Nations at its core, North-South cooperation as the main channel, and South-South cooperation as a supplement, and urges all parties to work together to build a community with a shared future for mankind.",58,60,0.000000
157,wmttest2023.zh-en.xml,voa-voachinese.30674,13,美国官方对这个物体的描述大致可以归纳为：大小相当于一辆小汽车，没有操纵杆，没有悬挂装置，飞行高度为一万米左右。,"This object's official US description can be summed up roughly as follows: The flying height is around 10,000 meters, the size is comparable to a compact automobile, there is no joystick, and there is no suspension system.","The official U.S. description of this object can be summarized as follows: it was the size of a small car, had no steering mechanism, no visible propulsion system, and was flying at an altitude of approximately 10,000 meters.",55,52,0.000000
158,newstest2018.zh-en.xml,washpost.116866,105,海滩度假城市马萨特兰附近的帮派敌对势力和安全部队发生一系列枪战，已确认 19 人死亡。,A series of shootouts involving gang rivals and security forces near the beach resort city of Mazatlan had left 19 confirmed dead.,A series of gunfights between rival gang factions and security forces near the beach resort city of Mazatlán has left 19 people confirmed dead.,47,31,0.000000
159,newstest2018.zh-en.xml,timemagazine.75207,6,戴杰坐在泥地上——她没有家具，这里也是她做日常家庭杂务的地方，比如洗衣服，洗衣服的水十分浑浊，都是从附近的沼泽地里弄来的。,"Degei sits on the mud floor - she has no furniture - which is where she also performs her daily chores, such as washing clothes with murky water from the nearby swamp.","Dai Jie sat on the dirt floor—she had no furniture, and this was also where she did her daily household chores, such as washing clothes, using incredibly murky water fetched from the nearby marsh.",58,40,0.000000
160,newstest2017.zh-en.xml,independent.142390,35,格拉芙下个月将与电视探险员史蒂夫·巴克沙尔结婚。,"Glover has a wedding to attend next month, her own to television adventurer Steve Backshall.",Graeme will marry television explorer Steve Backshall next month.,38,12,0.000000
161,newsdev2017.zh-en.xml,ifeng0812.news.49766350_0,3,杜特尔特对戈德堡干预选举表示强烈不满，甚至威胁要在当选总统后断绝与美国的关系。,Duterte expressed his strong dissatisfaction with Goldberg's interference in the presidential election and even threatened to sever the relationship with the US after he is elected as president.,"Duterte expressed strong dissatisfaction with Goldberg's interference in the election, even threatening to sever ties with the United States after being elected president.",44,28,0.000000
162,newstest2018.zh-en.xml,smh.com.au.242750,25,但是从边缘渗透而来的东西能让我们看清我们所处的这个时代的进程。,But what seeps in from the fringes can be highly instructive as to the tenor of the era we're living in.,But what permeates from the fringes allows us to see clearly the progression of the era we live in.,35,20,0.000000
163,newstest2018.zh-en.xml,cctv_news_1117,524,今天节目的主要内容有,"In tonight's program, we cover",The main highlights of today's program are:,23,10,0.000000
164,newstest2017.zh-en.xml,peopledaily0812.world.c1002-28632659,2,文章称，与之形成对比的是，美国大使官邸从外观来看，完全可以在下一部改编自约翰勒卡雷冷战间谍小说的电影中作为安全屋。,"According to the article, in contrast, the appearance of the American ambassador's residence, from the appearance of view, can be used as safety house in the cold war spy novels of John le Carré.","The article states that, in contrast, the American ambassador's residence looks like it could serve as a safe house in the next film adaptation of a John le Carré Cold War spy novel.",55,39,0.000000
165,newstest2021.zh-en.xml,chinanews.com.229660,10,白宫官员私下称，对中国采取的强硬策略是为了挽救特朗普的支持率，同时也是为了转移白宫疫情应对失败的责任。,White House officials’ private statements indicate that the tough position against China is to save Trump’s support rate as well as to shift the focus away from the White House’s failure in response to the pandemic.,"White House officials have privately stated that the tough strategy adopted against China is intended to salvage Trump's approval ratings and, at the same time, to shift the blame for the White House's failure in responding to the pandemic.",50,46,0.000000
166,wmttest2022.zh-en.xml,en_zh-TW_CLIENT-05_2020-12-20-205_doc08,1,没有，我没有收到 call,"No, I didn’t receive the call.","No, I didn't receive the call.",22,10,0.000000
