index,dataset,doc_id,seg_id,source_text,reference_text,translated_text,input_tokens,output_tokens,cost
113,newstest2018.zh-en.xml,cctv_news_1117,107,xue xi guan che dang de shi jiu da jing shen zhong yang xuan jiang tuan dong yuan hui yi hao zai jing zhao kai ， zhong gong zhong yang zheng zhi ju chang wei 、 zhong yang shu ji chu shu ji wang hu ning chu xi hui yi bing jiang hua 。,学习贯彻党的十九大精神中央宣讲团动员会一号在京召开，中共中央政治局常委、中央书记处书记王沪宁出席会议并讲话。,学习贯彻党的十九大精神中央宣讲团动员会议号在京召开，中共中央政治局常委、中央书记处书记王沪宁出席会议并讲话。,111,65,0.000000
114,newstest2018.zh-en.xml,055_197067,3,dang di wang you fa bu de shi pin xian shi ， bao zha xian chang nong yan gun gun ， bing ban you xiang sheng 。,当地网友发布的视频显示，爆炸现场浓烟滚滚，并伴有响声。,当地网友发布的视频显示，爆炸现场浓烟滚滚，并伴有响声。,68,38,0.000000
115,newstest2019.zh-en.xml,chinanews.com.1509,17,shu ju fang mian ， ku li chu chang 20 fen zhong de dao 21 fen 4 ge zhu gong ， tang pu sen san fen qiu 4 zhong 3 de dao 17 fen ， du lan te 16 fen ， de li ke sen ti bu deng chang na xia 10 fen 。,数据方面，库里出场20分钟得到21分4个助攻，汤普森三分球4中3得到17分，杜兰特16分，德里克森替补登场拿下10分。,数据方面，库里出场20分钟的到21分4个助功，汤普森三分球4中3的到17分，杜兰特16分，德里克森替补等场纳下10分。,121,63,0.000000
116,newstest2018.zh-en.xml,cctv_news_1217,198,nu li ba wo men sheng yu si 、 chang yu si de zhe ge xing qiu jian cheng yi ge he mu de da jia ting ， ba shi jie ge guo ren min dui mei hao sheng huo de xiang wang bian cheng xian shi 。,努力把我们生于斯、长于斯的这个星球建成一个和睦的大家庭，把世界各国人民对美好生活的向往变成现实。,努力把我们生于斯、长于斯的这个行星建成一个和睦的大家庭，把世界各国人民对美好生活的向往变成现实。,100,56,0.000000
117,newstest2019.zh-en.xml,chinanews.com.1537,21,“ an shi jian shun xu man man kan xia lai ， gan dao zhong guo yi bu yi bu zou lai ， yue lai yue qiang da ， ling shen zai yi xiang de wo men te bie zhen fen  ” ，  liu yuan ji shuo 。,“按时间顺序慢慢看下来，感到中国一步一步走来，越来越强大，令身在异乡的我们特别振奋 ” ， 刘元吉说。,按时间顺序慢慢看下来，感到中国一步一步走来，越来越强大，令身在异乡的我们特别振奋，刘远基说。,100,56,0.000000
118,newstest2017.zh-en.xml,ifeng0812.news.49767888_0,2,dan ta men de sheng zhang su du ji qi huan man ， you shi 1 nian zhi zhang yue 1 li mi ， zhe ti shi ge ling lan sha ke neng you zhe ge wai zhang de shou ming 。,但它们的生长速度极其缓慢，有时1年只长约1厘米，这提示格陵兰鲨可能有着格外长的寿命。,但他们的生长速度极其缓慢，有时1年只长约1厘米，这提示个令兰鲨可能有着个外张的寿命。,89,53,0.000000
119,newstest2021.zh-en.xml,hunan_ribao-zh.6029,5,wu gui ying shuo ， ben ci jie hui de ju ban ， dui yu guan che luo shi xi jin ping zong shu ji “ yao ba hong se zi yuan li yong hao 、 ba hong se chuan tong fa yang hao 、 ba hong se ji yin chuan cheng hao ” de zhong yao zhi shi ， jin yi bu zhua hao wo sheng hong se lv you fa zhan ， cu jin wen lv shi chang fu su ， rang “ hong se li liang ” ning ju cheng jian she fu rao mei li xing fu xin hu nan de guang fan he li ， ju you zhong yao yi yi 。,吴桂英说，本次节会的举办，对于贯彻落实习近平总书记“要把红色资源利用好、把红色传统发扬好、把红色基因传承好”的重要指示，进一步抓好我省红色旅游发展，促进文旅市场复苏，让“红色力量”凝聚成建设富饶美丽幸福新湖南的广泛合力，具有重要意义。,"吴桂英说，本次届会的举办，对于贯彻落实习近平总书记""要把红色资源利用好、把红色传统发扬好、把红色基因传承好""的重要指示，进一步抓好我省红色旅游发展，促进文旅市场复苏，让""红色力量""凝聚成建设富饶美丽幸福新湖南的广泛合力，具有重要意义。",194,137,0.000000
120,newstest2017.zh-en.xml,peopledaily0812.pic.c1016-28631699,1,8 yue 11 ri ， wu jing shan dong zong dui yan tai zhi dui zu zhi te zhan ju ji shou mao zhe 34 she shi du de gao wen lai dao kun yu shan kai zhan cong lin xun lian 。,8月11日，武警山东总队烟台支队组织特战狙击手冒着34摄氏度的高温来到昆嵛山开展丛林训练。,8月11日，武警山东总队烟台支队组织特战队员冒着34摄氏度的高温来到昆于山开展丛林训练。,98,52,0.000000
121,newstest2021.zh-en.xml,rfi-chinese.16516,12,shou zhong mei guan xi jin zhang qing shi jin yi bu sheng gao ying xiang ， li an 、 zai an ren min bi dui mei yuan hui lv 22 ri pan zhong yi du da bian ， shuang shuang die po 1 mei yuan dui ren min bi 7.0 yuan guan kou 。,受中美关系紧张情势进一步升高影响，离岸、在岸人民币对美元汇率22日盘中一度大贬，双双跌破1美元兑人民币7.0元关口。,手中美观系紧张情势进一步升高影响，离岸、在岸人民币对美元汇率22日盘中一度大幅，双双跌破1美元对人民币7.0元关口。,119,68,0.000000
122,newstest2019.zh-en.xml,chinanews.com.1394,10,hui ying “ cai yuan ” chuan wen ： ming que bu cai yuan 。,回应“裁员”传闻：明确不裁员。,"回应""裁员""传闻：明确不裁员。",51,22,0.000000
123,newsdev2017.zh-en.xml,ifeng0812.news.49767194_0,3,ha er bin shi jing fang yi fa dui gai e ji nan zi ju liu 5 tian de chu fa ， tong shi zuo chu xian zhi qi wu nian nei bu zhun ru jing zhong guo de jue ding 。,哈尔滨市警方依法对该俄籍男子拘留5天的处罚，同时作出限制其五年内不准入境中国的决定。,哈尔滨市警方依法对该恶极南子居留5天的处罚，同时做出限制其五年内不准入境中国的决定。,91,51,0.000000
124,newstest2020.zh-en.xml,xinhua-zh-01.6565,2,9 yue 26 ri zhi 27 ri ， wei shen hua tuo zhan “ bu wang chu xin 、 lao ji shi ming ” zhu ti jiao yu cheng guo ， zhong yang jun min rong he ban 、 guo jia guo fang ke gong ju 、 quan guo gong shang lian lian he zu zhi “ guo you qi ye he you shi min ying qi ye zou jin gan nan ge ming lao qu ” diao yan huo dong ， chong wen ge ming li shi ， zhui xun hong se zu ji ， chuan cheng hong se ji yin ， kai zhan xiang guan qi ye yu gan zhou shi de xu qiu dui jie ， cu jin ge ming lao qu jia kuai fa zhan 。,9月26日至27日，为深化拓展“不忘初心、牢记使命”主题教育成果，中央军民融合办、国家国防科工局、全国工商联联合组织“国有企业和优势民营企业走进赣南革命老区”调研活动，重温革命历史，追寻红色足迹，传承红色基因，开展相关企业与赣州市的需求对接，促进革命老区加快发展。,"9月26日至27日，为深化拓展""不忘初心、牢记使命""主题教育成果，中央军民融合办、国家国防科工局、全国工商联联合组织""国有企业和优势民营企业走进赣南革命老区""调研活动，重温革命历史，追寻红色足迹，传承红色基因，开展相关企业与赣州市的需求对接，促进革命老区加快发展。",225,141,0.000000
125,newstest2020.zh-en.xml,xinhua-zh-01.6390,13,“ shi yi ” qi jian men dian jiang tui chu bu shao huo dong ， li ru chou jiang 、 dao dian li jian deng 。,“十一”期间门店将推出不少活动，例如抽奖、到店立减等。,"""十一""期间门店将推出不少活动，例如抽奖、到店礼券等。",71,33,0.000000
126,newstest2021.zh-en.xml,chinanews.com.229484,4,ba yan jiu ren yuan jiang quan guo 55 jia yi yuan de 667 ming huan zhe fen cheng san zu ， jin xing le lin chuang shi yan ； zhu yao dui bi dan du shi yong qiang lv kui huo jie he qi ta kang sheng su a qi mei su de zhi liao xiao guo ， fen xi shi fou you zhu yu gai shan xin guan fei yan qing du he zhong du huan zhe de bing qing 。,巴研究人员将全国55家医院的667名患者分成三组，进行了临床试验；主要对比单独使用羟氯喹或结合其它抗生素阿奇霉素的治疗效果，分析是否有助于改善新冠肺炎轻度和中度患者的病情。,八眼究人员将全国55家医院的667名患者分成三组，进行了临床试验；主要对比单独使用强力霉或结合其他抗生素阿奇霉素的治疗效果，分析是否有助于改善新冠肺炎轻度和中度患者的病情。,159,98,0.000000
127,newstest2021.zh-en.xml,xinhua-zh-01.120197,6,“ zai jia men jiu le ， yi kan dao you tuan dui you ， ma shang ba xiao xi fen xiang gei peng you yi qi bao ming ， yi qian cong lai mei you lai guo lan xi ， fei chang qi dai zhe ci lv xing 。”， sun a yi shuo 。,“在家闷久了，一看到有团队游，马上把消息分享给朋友一起报名，以前从来没有来过兰溪，非常期待这次旅行。”，孙阿姨说。,在家闷极了，一看到有团队游，马上把消息分享给朋友一起报名，一千从来没有来过蓝溪，非常期待这次旅行。，孙阿姨说。,112,68,0.000000
128,wmttest2023.zh-en.xml,gb-1,8,GB 18030  yi  2022,GB 18030 一 2022,GB 18030  乙  2022,38,13,0.000000
129,newstest2017.zh-en.xml,nytimes.69931,22,ke xian sheng jie shi le wei he ta he ta de qi zi yao xie zhe ben shu ：“ dang shi ， shi wu yi cheng wei ling mei guo ren gan dao bu kuai de zhu yao hua ti 。”,科先生解释了为何他和他的妻子要写这本书：“当时，食物已成为令美国人感到不快的主要话题。”,"柯先生解释了为何他和他的妻子要写这本书：""当时，失业已成为令美国人感到不快的主要话题。""",92,49,0.000000
130,newstest2017.zh-en.xml,ifeng0812.news.49767662_0,8,zai sai shi bao zhang fang mian ， mu qian da hui zhao mu le 580 ming zhi yuan zhe ， zai bi sai qi jian ， zhe xie zhi yuan zhe men jiang zai ge ge sai chang wei yun dong yuan he guan zhong ti gong re qing fu wu 。,在赛事保障方面，目前大会招募了580名志愿者，在比赛期间，这些志愿者们将在各个赛场为运动员和观众提供热情服务。,在赛事保障方面，目前大会招募了580名志愿者，在比赛期间，这些志愿者们将在各个赛场为运动员和观众提供热情服务。,111,62,0.000000
131,wmttest2023.zh-en.xml,wdr-2,28,zhu she xi du zhe zhong chang jian de wei jing zhi liao de bing xing gan yan dao zhi de gan ai de xiang guan can ji tiao zheng shou ming nian shu zeng fu te bie gao —— da dao 40%。,注射吸毒者中常见的未经治疗的丙型肝炎导致的肝癌的相关残疾调整寿命年数增幅特别高——达到40%。,诸如西毒者中常见的未经治疗的病行干炎导致的肝哀的相关残疾调整寿命年数增幅特别高——达到40%。,96,58,0.000000
132,newstest2021.zh-en.xml,chinanews.com.229527,2,yu ci tong shi ， zuo luo zai bei jing cheng shi fu zhong xin de guo jia da ju yuan tai hu ju chang ye ying lai le kang yi yi lai shou chang xian xia yan chu ， zhi hui jia zheng jian xie shou guo jia da ju yuan he chang tuan ji qing chang xiang “ tai hu xing qi yin yue hui ” zhi jun ge liao liang — jun lv he chang ge qu yin yue hui 。,与此同时，坐落在北京城市副中心的国家大剧院台湖剧场也迎来了抗疫以来首场线下演出，指挥家郑健携手国家大剧院合唱团激情唱响“台湖星期音乐会”之军歌嘹亮—军旅合唱歌曲音乐会。,"与此同时，坐落在北京城市副中心的国家大剧院台湖局场也迎来了康熙以来首场线下演出，直辉甲正坚携手国家大剧院合唱团及清唱乡""台湖行气音乐会""之君歌了两——君律合唱歌曲音乐会。",151,107,0.000000
133,newstest2017.zh-en.xml,ifeng0812.news.49765603_0,14,da liang ji xiang hai biao ming ， huo xing yi qian hen ke neng yu mu qian de di qiu yi yang ， zhi shi jing guo ji shi yi nian de yan hua cai bian cheng da qi ceng xi bo 、 wen du jiao di 、 shui yuan ku jie deng yang zi 。,大量迹象还表明，火星以前很可能与目前的地球一样，只是经过几十亿年的演化才变成大气层稀薄、温度较低、水源枯竭等样子。,大量迹象海表明，火星以前很可能与目前的地球一样，只是经过几十亿年的演化才变成大气层稀薄、温度较低、水源枯竭等样子。,116,67,0.000000
134,newstest2020.zh-en.xml,hunan_ribao-zh.186,7,fu kang she gong fu wu zhong xin xiang guan fu ze ren biao shi ，70 nian lai ， zai dang he zheng fu de zhi chi xia ， chang sha shi can ji ren shi ye bu duan fa zhan jin bu ， yue lai yue duo de can ji ren zhen zheng cheng wei she hui jing ji fa zhan de can yu zhe 、 gong xian zhe he xiang you zhe ， guan ai bang zhu can ji ren 、 guan xin zhi chi can ji ren shi ye ye zhu jian cheng wei quan she hui gong shi 。,福康社工服务中心相关负责人表示，70年来，在党和政府的支持下，长沙市残疾人事业不断发展进步，越来越多的残疾人真正成为社会经济发展的参与者、贡献者和享有者，关爱帮助残疾人、关心支持残疾人事业也逐渐成为全社会共识。,浮康社工服务中心相关负责人表示，70年来，在党和政府的支持下，长沙市残机人事业不断发展进步，越来越多的残机人真正成为社会经济发展的参与者、贡献者和享有者，关爱帮助残机人、关心支持残机人事业也逐渐成为全社会共识。,186,115,0.000000
135,newstest2018.zh-en.xml,cctv_news_1117,478,ji ceng qun zhong xing zi zhi zu zhi te bie fa ren tong yi she hui xin yong dai ma zheng shu 。,基层群众性自治组织特别法人统一社会信用代码证书。,基层群众性自治组织特别法人统一社会信用代码证书。,67,28,0.000000
136,newsdev2017.zh-en.xml,ifeng0812.news.49765695_0,2,"la mo si zai li kai xiang gang qian fa biao sheng ming ， xing rong zao qian zai xiang gang yu lao peng you de hui mian qi fen you hao yu kuai , shuang fang yi si ren shen fen tan tao le ru he tui jin zhong fei zhi jian de he ping yu he zuo 。","拉莫斯在离开香港前发表声明，形容早前在香港与老朋友的会面气氛友好愉快,双方以私人身份探讨了如何推进中菲之间的和平与合作。",拉莫斯在离开香港前发表声明，形容造访香港与老朋友的会面气分友好与快，双方以私人身份谈讨了如何推进中非之间的和平与合作。,121,69,0.000000
137,wmttest2022.zh-en.xml,xinhua-zh-01.103967,12,ci ci can yu shen su de chu mei guo hua yi tuan ti wai ， hai bao kuo mei guo yin du yi 、 han yi 、 ri yi 、 ba ji si tan yi jiao yu tuan ti 。,此次参与申诉的除美国华裔团体外，还包括美国印度裔、韩裔、日裔、巴基斯坦裔教育团体。,此次参与深诉的出美国华艺团体外，还包括美国印度艺、韩艺、日艺、巴基斯坦艺教育团体。,89,55,0.000000
138,wmttest2022.zh-en.xml,ecommerce_zh_xiaohongshu.com_25328504,6,qi shi hen duo shen se xi de yi fu shi wei pang nv hai zi men de biao pei （ zhe yi dian zuo zhe shen you ti hui ）， shen yan se ye shi yan gai ni shen ti pang de hao fang fa ， gao gui dian ya de hei se duan qun ye shi wei pang nv hai de shou xuan 。,其实很多深色系的衣服是微胖女孩子们的标配（这一点作者深有体会），深颜色也是掩盖你身体胖的好方法，高贵典雅的黑色短裙也是微胖女孩的首选。,其实很多深色系的衣服是为胖女孩子们的搭配（这一点做者深有体会），深颜色也是掩盖你身体胖的好方法，高贵典雅的黑色短裙也是为胖女孩的首选。,125,84,0.000000
139,newstest2021.zh-en.xml,chinanews.com.229527,15,yang shi 《 xin wen lian bo 》 zhu bo gang qiang lai dao guo jia da ju yuan de hou tai hua zhuang jian ， wei da jia jie mi le jie jie ye fu 、 lang lang deng yin yue da shi deng tai qian de “ ju dian ”， sui hou ta lai dao guo jia da ju yuan yi ceng de gong gong kong jian ， zai san tai you gu shi de jiu chi gang qin qian yu yang yang 、 zhang hao chen yi ji guo jia da ju yuan diao qin shi yu kuai zhan kai dui hua ， gang qiang yi yi wei zi shen gang qin ai hao zhe de shi jiao yu ta men tan tao le gang qin de wei hu yu bao yang 、 la he ma ni nuo fu de yin yue 、 yin yue jia men ping shi de sheng huo he yan qian de zhun bei deng hua ti ， zai dao shang de zui hou ， gang qiang hai yu zhang hao chen “ jie li ” he zuo le shu man 《 meng huan qu 》， rang wang you guan zhong men da bao yan fu 。,央视《新闻联播》主播刚强来到国家大剧院的后台化妆间，为大家揭秘了捷杰耶夫、郎朗等音乐大师登台前的“据点”，随后他来到国家大剧院一层的公共空间，在三台有故事的九尺钢琴前与杨洋、张昊辰以及国家大剧院调琴师于快展开对话，刚强以一位资深钢琴爱好者的视角与他们探讨了钢琴的维护与保养、拉赫玛尼诺夫的音乐、音乐家们平时的生活和演前的准备等话题，在导赏的最后，刚强还与张昊辰“接力”合作了舒曼《梦幻曲》，让网友观众们大饱眼福。,"央视《新闻联播》主播康辉来到国家大剧院的后台化妆间，为大家揭秘了谢娜叶父、郎朗等音乐大师等台前的""幕后""，随后他来到国家大剧院一层的公共空间，在三台有故事的旧钢琴前与阳阳、张浩晨以及国家大剧院调琴师于快展开对话，康辉以艺为自身钢琴爱好者的视角与他们谈讨了钢琴的维护与保养、拉赫玛尼诺夫的音乐、音乐家们平时的生活和演前的准备等话题，在道上的最后，康辉还与张浩晨""借力""合作了舒曼《梦幻曲》，让往游关众门大饱眼福。",334,259,0.000000
140,newstest2021.zh-en.xml,chinanews.com.229819,4,mei nian tian bao gao kao zhi yuan ， dou you xue sheng huo zhe jia zhang yin wei dui yu zhi yuan tian bao zhong she ji de ming ci bu liao jie ， jin er ying xiang zhi yuan tian bao 。,每年填报高考志愿，都有学生或者家长因为对于志愿填报中涉及的名词不了解，进而影响志愿填报。,每年填报高考志愿，都有学生或者家长因为对于志愿填报中涉及的名词不了解，进而影响志愿填报。,100,52,0.000000
141,newstest2018.zh-en.xml,cctv_news_1217,286,zai shen zhen shi long gang qu fu you bao jian yuan ， yi da zao jiu you shu shi wei huai yun shi er zhou zuo you de zhun ma ma zai deng dai jie shou yi xiang zhong yao de jian cha 。,在深圳市龙岗区妇幼保健院，一大早就有数十位怀孕十二周左右的准妈妈在等待接受一项重要的检查。,在深圳市龙岗区福友保健院，一大早就有数十位怀孕十二周左右的准妈妈在等待接受一项重要的检查。,97,56,0.000000
142,newstest2018.zh-en.xml,sogou_web_data_20180206,166,bu jiu qian ， zhong guo guo jia neng yuan ju xuan bu ，2020 nian qian ， jiang xiang ke ti dai neng yuan ling yu tou zi 2.5 wan yi yuan ren min bi 。,不久前，中国国家能源局宣布，2020年前，将向可替代能源领域投资2.5万亿元人民币。,不久前，中国国家能源局宣布，2020年前，将向可替代能源领域投资2.5万亿元人民币。,92,46,0.000000
143,wmttest2022.zh-en.xml,social_zh_tieba.baidu.com_73936515,16,na me sui zhe she hui de fa zhan ， shi chang de tui guang fei yong ， bi ru shuo ： shang chang de cu xiao ren yuan 、 shang chang de chen lie fei yong 、 chan pin de zeng pin fei yong 、 guang gao fei yong deng ye zai bu duan de zeng jia 。,那么随着社会的发展，市场的推广费用，比如说：商场的促销人员、商场的陈列费用、产品的赠品费用、广告费用等也在不断的增加。,那么随着社会的发展，市场的推广费用，比如说：商场的促销人员、商场的陈列费用、产品的赠品费用、广告费用等也在不断的增加。,123,65,0.000000
144,wmttest2022.zh-en.xml,chinese.macao.5817,22,ao da ke ji xue yuan yuan zhang xu cheng zhong xuan du jiang zhao hui zan ci shi biao shi ， jiang zhao hui nv shi can yu yan fa de zhong da fa ming he zhuan li ， zhi jin lei ji chao guo 15 xiang yu cun chu xu ni hua 、 dao hang 、 wen jian xi tong he dian yuan guan li xiang guan ， wu bu shi yong xing gao ， shi yong guang fan ， ti sheng ren lei sheng huo bian li du 。,澳大科技学院院长须成忠宣读江朝晖赞辞时表示，江朝晖女士参与研发的重大发明和专利，至今累积超过15项与存储虚拟化、导航、文件系统和电源管理相关，无不实用性高，使用广泛，提升人类生活便利度。,奥达克技学院院长许成中宣读奖照会赞词时表示，奖照会女士参与研发的重大发明和专利，至今累积超过15项与存储虚拟化、导航、文件系统和电源管理相关，五部是应用行高，使用广泛，提升人类生活便利度。,167,105,0.000000
145,newstest2021.zh-en.xml,chinanews.com.229794,6,yi se lie ceng duo ci yi da ji gai zu zhi wei you ， dui xu jing nei mu biao shi shi kong xi 。,以色列曾多次以打击该组织为由，对叙境内目标实施空袭。,一色裂层多次以大几盖组织围油，对徐晶内目标时时空西。,63,34,0.000000
146,newstest2020.zh-en.xml,xinhua-zh-01.6202,13,wo men yao gong tong yong hao 《 lian he guo xian zhang 》 di liu zhang ， fa hui hao lian he guo zai wo xuan 、 tiao jie deng fang mian de zuo yong 。,我们要共同用好《联合国宪章》第六章，发挥好联合国在斡旋、调解等方面的作用。,我们要共同用好《联合国宪章》第六章，发挥好联合国在我宣、调节等方面的作用。,94,44,0.000000
147,newstest2017.zh-en.xml,ifeng0812.news.49766540_0,6,jie zhi ２０１６ nian ６ yue de １２ ge yue shi jian li ， xin xi lan lao dong nian ling ren kou zeng zhang ３.６％， da dao １５８ wan ren 。,截至２０１６年６月的１２个月时间里，新西兰劳动年龄人口增长３.６％，达到１５８万人。,截至2016年6月的12个月时间里，新西兰劳动年龄人口增长3.6％，达到158万人。,94,44,0.000000
148,newstest2019.zh-en.xml,chinanews.com.1743,4,yu cheng 1 ri xiang mei ti biao shi ， xuan ju jie guo biao ming xian min men bu xiang rang weng zhang zhi shi sheng qian de nu li bai fei ， ta jiang ji cheng weng zhang zhi shi yi zhi ， ji xu jiu fan dui mei jun ji di ban qian ji hua he pu tian jian ji di de guan bi deng xiang ri ben zheng fu he mei guo zheng fu zuo chu nu li 。,玉城1日向媒体表示，选举结果表明县民们不想让翁长知事生前的努力白费，他将继承翁长知事遗志，继续就反对美军基地搬迁计划和普天间基地的关闭等向日本政府和美国政府作出努力。,于城1日向媒体表示，选举结果表明县民们不想让翁长志石省前的努力白费，他将继承翁长志石一志，继续就反对美军基地搬迁计划和普天间基地的关闭等向日本政府和美国政府作出努力。,152,93,0.000000
149,newstest2018.zh-en.xml,cctv_news_1117,116,jiang qing chu zhong guo te se she hui zhu yi jin ru xin shi dai de zhong da yi yi ， jiang qing chu wo guo she hui zhu yao mao dun bian hua de shen yuan ying xiang ， jiang qing chu liang ge yi bai nian fen dou mu biao 。,讲清楚中国特色社会主义进入新时代的重大意义，讲清楚我国社会主要矛盾变化的深远影响，讲清楚两个一百年奋斗目标。,讲清楚中国特色社会主义进入新时代的重大意义，讲清楚我国社会主要矛盾变化的深远影响，讲清楚两个一百年奋斗目标。,113,68,0.000000
150,newstest2018.zh-en.xml,cctv_news_1217,253,quan guo zheng xie fu zhu xi 、 tai meng zhong yang zhu xi lin wen yi dai biao ge min zhu dang pai zhong yang he quan guo gong shang lian zhi he ci 。,全国政协副主席、台盟中央主席林文漪代表各民主党派中央和全国工商联致贺词。,全国政协副主席、台盟中央主席林文漪代表各民主党派中央和全国工商联致辞。,85,42,0.000000
151,wmttest2023.zh-en.xml,watch-4-zh_0890690-69,3,bu zu ： jing mian rong yi hua shang 、 jin hui chen 。,不足：镜面容易划伤、进灰尘。,不足：径面容易化伤、尽快沉。,52,21,0.000000
152,newstest2018.zh-en.xml,012_c_1122236278,2,yu ji 12 yue gu ding zi chan tou zi lei ji zeng su wei 7.2%， yu shang yue chi ping ， di yu qu nian 。,预计12月固定资产投资累计增速为7.2%，与上月持平，低于去年。,预计12月固定资产投资累积增速为7.2%，与上月持平，低于去年。,73,35,0.000000
153,wmttest2023.zh-en.xml,chinanews.com.280864,2,2022 nian hui guo qiu zhi ying jie liu xue sheng liu xue guo qian 10  tu yuan ：《2022 zhong guo hai gui jiu ye diao cha bao gao 》,2022年回国求职应届留学生留学国前10 图源：《2022中国海归就业调查报告》,2022年回国求职应届留学生留学国前10图元：《2022中国海归就业调查报告》,87,38,0.000000
154,newstest2020.zh-en.xml,international_times-zh.167,7,ai ji nei zheng bu zuo tian li chang jian ding biao shi ， dui yu ren he po huai guo jia wen ding de qi tu du hui guo duan ying ji ， jue bu shou ruan 。,埃及内政部昨天立场坚定表示，对于任何破坏国家稳定的企图都会果断迎击，绝不手软。,埃及内政部昨天里长建定表示，对于任何破坏国家文定的其他都会国断英机，绝不手软。,90,47,0.000000
155,wmttest2022.zh-en.xml,social_zh_facebook.com_62145771,16,xiang yao wei ni de ai che pai she shi pin de peng you ， huan ying lian xi wo men ！,想要为你的爱车拍摄视频的朋友，欢迎联系我们！,想要为你的爱车拍摄视频的朋友，欢迎联系我们！,59,32,0.000000
156,newstest2019.zh-en.xml,chinanews.com.1334,7,tong shi ， zhong guo hu yu gou jian yi lian he guo wei he xin 、 nan bei he zuo wei zhu qu dao 、 nan nan he zuo wei bu chong de quan qiu fa zhan he zuo ge ju ， hu yu ge fang tong xin xie li gou jian ren lei ming yun gong tong ti 。,同时，中国呼吁构建以联合国为核心、南北合作为主渠道、南南合作为补充的全球发展合作格局，呼吁各方同心协力构建人类命运共同体。,同时，中国呼吁构建以联合国为核心、南北合作为主渠道、南南合作为补充的全球发展合作格局，呼吁各方同心协力构建人类命运共同体。,122,70,0.000000
157,wmttest2023.zh-en.xml,voa-voachinese.30674,13,mei guo guan fang dui zhe ge wu ti de miao shu da zhi ke yi gui na wei ： da xiao xiang dang yu yi liang xiao qi che ， mei you cao zong gan ， mei you xuan gua zhuang zhi ， fei xing gao du wei yi wan mi zuo you 。,美国官方对这个物体的描述大致可以归纳为：大小相当于一辆小汽车，没有操纵杆，没有悬挂装置，飞行高度为一万米左右。,美国官方对这个物体的描述大致可以归纳为：大小相当于一辆小汽车，没有操纵杆，没有悬挂装置，飞行高度为一万米左右。,112,67,0.000000
158,newstest2018.zh-en.xml,washpost.116866,105,hai tan du jia cheng shi ma sa te lan fu jin de bang pai di dui shi li he an quan bu dui fa sheng yi xi lie qiang zhan ， yi que ren  19  ren si wang 。,海滩度假城市马萨特兰附近的帮派敌对势力和安全部队发生一系列枪战，已确认 19 人死亡。,海滩度假城市马萨特兰附近的帮派地队是利和安全部队发生一系列枪战，已确认19人死亡。,82,50,0.000000
159,newstest2018.zh-en.xml,timemagazine.75207,6,dai jie zuo zai ni di shang —— ta mei you jia ju ， zhe li ye shi ta zuo ri chang jia ting za wu de di fang ， bi ru xi yi fu ， xi yi fu de shui shi fen hun zhuo ， dou shi cong fu jin de zhao ze di li long lai de 。,戴杰坐在泥地上——她没有家具，这里也是她做日常家庭杂务的地方，比如洗衣服，洗衣服的水十分浑浊，都是从附近的沼泽地里弄来的。,待街坐在你地上——他没有家具，这里也是他做日常家庭杂务的地方，比如洗衣服，洗衣服的水是分混浊的，都是从附近的赵泽地里陇来的。,110,76,0.000000
160,newstest2017.zh-en.xml,independent.142390,35,ge la fu xia ge yue jiang yu dian shi tan xian yuan shi di fu · ba ke sha er jie hun 。,格拉芙下个月将与电视探险员史蒂夫·巴克沙尔结婚。,格拉夫下个月将与电视谈线员士迪夫·巴克沙尔结婚。,60,37,0.000000
161,newsdev2017.zh-en.xml,ifeng0812.news.49766350_0,3,du te er te dui ge de bao gan yu xuan ju biao shi qiang lie bu man ， shen zhi wei xie yao zai dang xuan zong tong hou duan jue yu mei guo de guan xi 。,杜特尔特对戈德堡干预选举表示强烈不满，甚至威胁要在当选总统后断绝与美国的关系。,杜特尔特对个德包感于选举表示强烈不满，甚至威胁要在当选总统后断绝与美国的关系。,89,49,0.000000
162,newstest2018.zh-en.xml,smh.com.au.242750,25,dan shi cong bian yuan shen tou er lai de dong xi neng rang wo men kan qing wo men suo chu de zhe ge shi dai de jin cheng 。,但是从边缘渗透而来的东西能让我们看清我们所处的这个时代的进程。,但是从边缘深透而来的东西能让我们看清我们所处的这个时代的进程。,69,36,0.000000
163,newstest2018.zh-en.xml,cctv_news_1117,524,jin tian jie mu de zhu yao nei rong you,今天节目的主要内容有,今天节目的主要内容有,44,14,0.000000
164,newstest2017.zh-en.xml,peopledaily0812.world.c1002-28632659,2,wen zhang cheng ， yu zhi xing cheng dui bi de shi ， mei guo da shi guan di cong wai guan lai kan ， wan quan ke yi zai xia yi bu gai bian zi yue han lei ka lei leng zhan jian die xiao shuo de dian ying zhong zuo wei an quan wu 。,文章称，与之形成对比的是，美国大使官邸从外观来看，完全可以在下一部改编自约翰勒卡雷冷战间谍小说的电影中作为安全屋。,文章城，与之形成对比的是，美国大使馆地从外观来看，完全可以在下一步改变自约翰·雷卡雷冷战间谍小说的电影中作为安全屋。,115,70,0.000000
