index,dataset,doc_id,seg_id,source_text,reference_english,translated_text,input_tokens,output_tokens,cost
76,newstest2019.zh-en.xml,chinanews.com.1292,6,ta shuo ， lang man ji chang yuan wei fu tai de zhong guo you ke ti gong bian li ， bing lian he tai guo yi min ju zai man gu su wan na pu 、 lang man 、 qing mai 、 pu ji 、 he ai deng tai guo 5 da guo ji ji chang wei zhong guo you ke she li ru jing te bie tong dao 。,"He said that Don Mueang International Airport is willing to facilitate Chinese tourists to Thailand and get together with the Thailand Immigration Bureau to set up special entry passage for Chinese tourists at five major international airports in Bangkok such as Suvarnabhumi, Don Muang, Chiengmai, Phuket and Hat Yai.","He said that Romantic Ji Chang has always provided convenience for Fu Tai Chinese tourists, and has cooperated with Thai immigration bureaus in Mang Gu Su Wan Na Pu, Romantic, Qingmai, Pu Ji, and Ai to set up special entry channels for Chinese tourists at Thailand's 5 major international airports.",129,80,0.000000
77,newstest2019.zh-en.xml,chinanews.com.1602,2,zong he bao dao ， yin du ni xi ya su la wei xi dao 9 yue 28 ri fa sheng 7.5 ji qian ceng di zhen ， chu fa 6 mi gao hai xiao 。,"According to the comprehensive reports, Sulawesi, an Indonesian island, had a shallow earthquake with the magnitude of 7.5, which triggered a tsunami as high as 6 meters.","Comprehensive reports indicate that on September 28th, a 7.5 magnitude earthquake struck off the coast of Nias Island in Indonesia, triggering a 6-meter tsunami.",83,43,0.000000
78,newstest2019.zh-en.xml,chinanews.com.1410,20,“ jia qiang shuang bian he zuo ， dui yu wo men lai shuo zhu yao shi ke ji fang mian de he zuo  。 ”,"""Strengthening bilateral cooperation is mainly for cooperation in science and technology for us. ""","""Strengthening bilateral cooperation is mainly about cooperation in the field of science and technology for us.""",66,23,0.000000
79,newstest2017.zh-en.xml,ifeng0812.news.49766058_0,2,mu qian quan guo zhi shao yi you 28 ge sheng fen ming que le jin tie fa fang biao zhun ， bu guo ge sheng shi fa fang de biao zhun bing bu yi yang ， er chong qing ze shi an gao wen gong zuo ri jin tie de fang shi ling qu gao wen jin tie 。,"At present, at least 28 provinces in the country have clearly defined the standard of the allowance, but the standards issued by provinces and municipalities are not the same, and people in Chongqing receive the allowance based on the count of high-temperature working days.","Currently, at least 28 provinces across the country have clearly established high-temperature allowance standards. However, the standards for high-temperature allowances vary from province to province. Chongqing, for example, receives high-temperature allowances based on high-temperature work days in the form of a daily high-temperature allowance.",114,74,0.000000
80,newstest2018.zh-en.xml,independent.181088,5,“ wo dang shi zheng zai zhao yu bao jia he shi de fang zi 。,"""I was looking for something that was comparable for my price.","""I was looking for a house to rent at that time.""",47,16,0.000000
81,newstest2017.zh-en.xml,sina0812.baby.doc-ifxtwiht3660934,1,zai xiao sheng ming lai dao zhe ge shi shang zhi hou ， ba ba ma ma men jiu yao dui zhe ge sheng ming fu ze ， zhe ge fu ze bu jin jin zai yu hai zi de shen ti jian kang shang ， hai zai yu jing shen de fa zhan shang ， ye jiu shi jiao yu 。,"After the little baby came to this world, Mom and Dad shall be responsible for his life, not only for his health, but also for the development of his spirit, that is, education.","Since this young life came into this world, parents must take responsibility for this life. This responsibility is not only about the child's physical health, but also about spiritual development, which is education.",116,42,0.000000
82,newstest2021.zh-en.xml,xinhua-zh-01.120235,3,bei jing yan yi ji tuan tou lu ， yi wei ju chang kai fang zuo hao chong fen zhun bei ， jiang you wu shi yu bu ju mu zhun bei lu xu deng chang 。,"According to the Beijing Performance & Arts Group, it has made full preparation for the re-opening of the theaters, with more than 50 works of art that will be on display.","Beijing Yanyi Group disclosed that in order for the theater to be well prepared for opening, it will have more than fifty new plays ready and waiting to be staged in succession.",76,39,0.000000
83,newstest2018.zh-en.xml,007_20180118c010ck,10,bei jing zui jin hai xuan bu ji hua chi zi 138 yi yuan ren min bi xiu jian yi ge ren gong zhi neng ke ji yuan ， jian cheng hou jiang you yu 400 jia qi ye zai na li luo hu ， ta men jiang zhuan zhu yu kai fa cong sheng wu ce ding dao zi dong jia shi qi che de ge zhong ren gong zhi neng ji shu 。,"Beijing recently announced plans to invest 13.8 billion yuan in the construction of an artificial intelligence technology park. When it is completed, more than 400 companies will settle there. They will focus on the development of artificial intelligence technologies ranging from biometrics to self-driving cars.","Beijing recently announced plans to spend 13.8 billion yuan to build an artificial intelligence technology park. After completion, it will have more than 400 companies settling there. They will focus on developing various artificial intelligence technologies ranging from biological detection to autonomous driving vehicles.",137,57,0.000000
84,newstest2020.zh-en.xml,xinhua-zh-01.6314,9,yu hui fei zhou cheng yuan guo wai zhang gan xie zhong fang chang yi zhao kai ci ci hui yi ， zhu he xin zhong guo cheng li 70 zhou nian 。,The foreign ministers of the African countries who attended the meeting extended their congratulations on the 70th anniversary of the founding of the People's Republic of China.,"Yu Hui, a member of the Federation Council, expressed gratitude to the Chinese side for taking the initiative to convene this meeting, and congratulated the 70th anniversary of the founding of New China.",74,46,0.000000
85,wmttest2023.zh-en.xml,book-1-zh_0753489-203,5,ru guo pei song shi jian shi ni men kuai di yuan sui xin suo yu de xiang ji dian jiu ji dian song ， he bi jia xing xing nong ge shi jian rang ke hu xuan ze ？,Why bother making a time for the consumer to choose if the delivery time is that your courier may deliver it whenever he wants?,"According to national delivery time regulations, we quickly deliver within the time you desire and pick up from any point. Why should we insist on fixed time slots for customers to choose from?",81,40,0.000000
86,newstest2018.zh-en.xml,cctv_news_1117,390,xi jin ping wen de hen zi xi 。,Xi Jinping asked many details.,Xi Jinping is very cultured and refined.,35,14,0.000000
87,newstest2018.zh-en.xml,cctv_news_1117,537,meng gu 、 cang 、 wei wu er 、 ha sa ke 、 chao xian 、 yi 、 zhuang deng qi zhong shao shu min zu wen zi ban ， yi you zhong guo min zu yu wen fan yi ju fan yi,"This report has been translated into seven ethic minority languages including the Mongolian, Tibetan, Uygur, Kazak, Korean, and Zhuang by the China Ethnic Languages Translation Bureau.","Mongolian, Zhuang, Uyghur, Kazakh, Korean, Yi, Zhuang and other ethnic minority scripts, translated by the China Ethnic Languages and Characters Translation Bureau.",95,48,0.000000
88,newstest2018.zh-en.xml,039_content_94289496,4,ju mu ji zhe cheng ， shi fa shi yi sheng ju xiang ， shun shi jian yi duo mo gu yun teng kong er qi 。,"Eye witnesses said that there was a loud bang when the explosion occurred, and a mushroom cloud rose instantly.","At this moment, the law is like a lifetime of form, following time and space with much solitary clouds and mist soaring through emptiness.",63,34,0.000000
89,wmttest2022.zh-en.xml,ecommerce_zh_xiaohongshu.com_76725405,16,shuo bu ding hai neng wan jiu yi ge ren de sheng ming ！,We may bring back somebody to life with this skill.,You might be able to save someone's life!,45,13,0.000000
90,newstest2020.zh-en.xml,chinanews.com.102532,8,xiao qian shuo ， jin nian lai ， zhong yin ni guan xi qu de chang zu fa zhan ， liang guo zheng zhi hu xin bu duan zeng qiang 、 wu shi he zuo chi xu tui jin 、 ge ling yu jiao liu quan mian tuo zhan ， zhong yin ni quan mian zhan lve huo ban guan xi xing wen zhi yuan 。,"In recent years, considerable achievements have been made in Sino-Indonesian relations, the mutual political trust between the two countries has been strengthened, pragmatic cooperation has been promoted, and exchanges in various fields have been implemented, indicating that the comprehensive strategic partnership between China and Indonesia has been stable and promising, Xiao Qian said.","Xiao Qian said that in recent years, with the long-term development of China-India relations, the political mutual trust between the two countries has been continuously strengthened, pragmatic cooperation has been steadily advanced, and cultural and educational exchanges have developed comprehensively, demonstrating the vitality of China-India comprehensive strategic partnership.",132,74,0.000000
91,newstest2018.zh-en.xml,dailymail.co.uk.232928,10,zuo wan lai le bu shao ， jin tian ke neng hui geng duo 。”,"More arrived last night, probably even more today.'","""There were quite a few last night, and there may be even more today.""",47,20,0.000000
92,newstest2021.zh-en.xml,chinanews.com.229737,24,wei you jian chi ba mi qie dang qun gan qun guan xi 、 zeng jia ren min fu zhi zuo wei zhuo yan dian ， ba dang jian yin ling zuo wei tui dong ji ceng zhi li chuang xin fa zhan de gen ben tu jing ， cai neng zhu lao gen ji ， rang ji ceng dang zu zhi la de chu qu 、 ding de shang lai ， ji ceng dang yuan gan bu gan de shang lai 、 chong de shang qu ， tui dong ji ceng zhi li you “ hun ”、 you xu 、 you li 、 you xiao 。,"Only by persisting in focusing on the close relationship between the Party and the masses, increasing the well-being of the people, and taking the leadership of Party building as the fundamental way to promote the innovation and development of grassroots social governance can we build a firm foundation and make grassroots Party organizations stable, make grassroots Party members and cadres responsible, and make grassroots governance spiritual, orderly, powerful, and effective.","Only by firmly grasping the relationship between the Party and the masses, taking the increase of people's happiness as the main focal point, taking Party building leadership as the fundamental path to promote grassroots governance innovation and development, can we establish firm roots, enable grassroots Party organizations to stand out, take a firm stand, enable grassroots Party members and cadres to stand up and charge forward, and promote grassroots governance to be vibrant, orderly, energetic, and effective.",193,106,0.000000
93,newstest2017.zh-en.xml,bbc.242334,33,ta men jiang ying lai ji mo di zhong hai lv you chao 。,They're banking on a late-season rush to the Mediterranean.,"""He will soon bring a group of lonely-hearted people to the seaside for tourism.""",44,23,0.000000
94,newstest2021.zh-en.xml,jingji_guancha_bao-zh-01.10338,20,cong duan qi 、 zhong qi 、 chang qi lai kan ， hao yu sheng dui ming zhong guo gong si fu mei IPO ji xu chi le guan tai du 。,"Hao Yusheng continues to be optimistic about US IPO’s for Chinese companies, whether in the short, medium, or long term.","From the short term, medium term, and long term perspectives, good fish students' positive attitude toward Chinese companies' continued holding of U.S. IPO has persisted.",73,39,0.000000
95,wmttest2022.zh-en.xml,en_zh-TW_CLIENT-05_2020-12-20-256_doc08,1,ding dan yi duo ci yan chi song huo shi jian,The order has been delayed repeatedly.,"""Ding dan yi duo ci yan chi song huo shi jian""

This appears to be Pinyin (romanized Chinese) but the phrase as written doesn't form standard Chinese. A possible interpretation could be:

""Ordering one more time, words eat meal delivery or time""

However, without proper character separation or context, a precise translation is difficult. Could you provide the Chinese characters or clarify the intended meaning?",38,94,0.000000
96,newstest2018.zh-en.xml,cctv_news_1217,299,hu lian wang chuang xin li mian hen da cheng du shang shi shuo he wo men jing ji ge ge ling yu 、 she hui ge ge ling yu geng shen du de qu jie he ， cu jin le geng da fan wei de zhe zhong zhe zhong chuang xin 。,"of innovation on the Internet means that we should deepen our cooperation in all fields of our economy and in all fields of society, and promote such innovation in a wider range.","The innovation potential of the Internet is very large. To a certain extent, it is the deep integration and connection between the Internet and various fields of our economy and society, which promotes innovation in various fields on a larger scale.",103,48,0.000000
97,newstest2019.zh-en.xml,chinanews.com.1584,14,zao wan chu xing ti gan pian liang ， xu shi dang zeng tian yi wu 。,"People would feel cooler going out in the morning and evening, so it's necessary to add proper clothing.","Early morning and evening outings, the body feels light, sometimes should appropriately add a piece of clothing.",50,25,0.000000
98,newstest2018.zh-en.xml,alibaba_web_data_20180124,196,qi zhong ， cun tao shi a li dian shang tuo pin de zhu yao cheng zai ping tai ， bing zou tong le yi tiao zhi gong zhi xiao de hu lian wang tuo pin xin lian lu 。,"Rural Taobao, in particular, is a major platform to help eradicate poverty via e-commerce, and has opened up a new online direct supply and sales link to help eradicate poverty.","Among them, Cuntao is a major platform for Ali Dianshang's off-platform products, and has established a direct supply chain channel for Internet off-platform sales.",88,42,0.000000
99,wmttest2023.zh-en.xml,chinese.dw.com.9579,5,zai tu er qi nan bu cheng shi ka he la man ma la shen ， zai e lie de yan han tian qi tiao jian xia ， yi ge 16 sui de shao nian he yi wei 70 sui lao yu ye bei cheng gong ying jiu 。,"In the southern Turkish city of Kahramanmaras, in harsh and cold weather conditions, a 16-year-old boy and a 70-year-old woman were also successfully rescued.","In the Tuer Qinan Bu Chengshi Kahe Laman Mashen, under the harsh weather conditions of the Elie Desert, a 16-year-old boy and a 70-year-old old fisherman were successfully rescued.",95,62,0.000000
100,newstest2018.zh-en.xml,cctv_news_1117,134,ben tai xiao xi ， ming tian chu ban de ren min ri bao fa biao ping lun yuan wen zhang kai qi quan mian jian she she hui zhu yi xian dai hua guo jia xin zheng cheng ， wu lun xue xi guan che dang de,"According to our news, tomorrow, People's Daily will release a commentary titled starting a new journey of building a socialist modern country","I am a small matter, tomorrow the People's Daily will publish a commentary article by a commentator, which opens a comprehensive construction of a modern socialist country, regardless of whether we study and implement the party's...",95,46,0.000000
101,newstest2020.zh-en.xml,chinanews.com.102914,10,gong si ye cong kou wei chuang xin 、 man hua bao zhuang she ji deng fang mian jin yi bu wa jue pin pai wen hua ， yi shi ying nian qing yi dai xiao fei qun ti de chuan cheng 。,"The company also further explored its brand culture in terms of taste innovation, package animation, and other aspects to adapt its heritage to younger consumer groups.","The company further explores brand culture from aspects such as口味 innovation and cartoon packaging design, in order to meet the consumption preferences of younger generations.",95,33,0.000000
102,newstest2017.zh-en.xml,sina0812.eladies.doc-ifxuxnpy9281477,10,er yi dan li kai na ge bei kun zhu de qing jing ， ta gan jue zi ji fang song xia lai ， chong xin huo de le zi you 。,"And once he left the trapped situation, she felt relaxed and regained freedom.","Once he stepped away from that predicament, he felt himself relax, and regained his freedom.",68,24,0.000000
103,newstest2020.zh-en.xml,chinanews.com.102791,2,bao zhang fu nv he fa quan yi ， shi zun zhong he bao zhang ren quan de ti xian ， ye shi she hui wen ming jin bu de zhong yao biao zhi 。,"Safeguarding the legitimate rights and interests of women is an expression of respecting and protecting human rights, and also represents an important indicator of social civilization and progress.","The protection of women's legal rights and interests is a manifestation of respecting and protecting human rights, and is also an important indicator of social civilization and progress.",74,36,0.000000
104,newstest2019.zh-en.xml,chinanews.com.1242,12,ling shou fang mian ， mu qian bei jing zhong shi you 、 zhong shi hua jia you zhan de 92 hao he 95 hao qi you jia ge fen bie shi 7.66 yuan / sheng he 8.15 yuan / sheng 。,"In terms of retail sales, the prices of gasoline at No. 92 and No. 95 of Beijing CNPC and Sinopec gas stations are 7.66 yuan/liter and 8.15 yuan/liter respectively.","On the retail side, currently in Beijing, China National Petroleum and China Petrochemical account for 92-octane and 95-octane gasoline prices of 7.66 yuan/liter and 8.15 yuan/liter respectively.",100,60,0.000000
105,wmttest2023.zh-en.xml,other-3-zh_0328063-185,1,xiao gui,Little costly,little ghost,27,5,0.000000
106,newstest2017.zh-en.xml,rt.com.45940,4,zai zui jin ru zhu qi jian ， lang zi man xiang zai jiu dian ti gong de dian hua dai ma lie biao shang zhao dao yi se lie 。,"During his recent stay, Lanzmann tried to find Israel in the list of dial codes provided by the hotel.","During the recent stay, the man accidentally found a suspicious number on the phone number list provided by the hotel.",70,25,0.000000
107,newstest2018.zh-en.xml,independent.181088,1,gao pin zhi sheng huo ： ying yong ge lou he qiao miao she ji ， jiang bo jue gong xiao gong yu da zao wei kuan chang de jia,Living the high life: mezzanine floor and clever design tricks have transformed this small Earls Court flat into a spacious home,High-quality living: Using creative multi-level design and clever spatial planning to transform narrow and cramped public and work areas into spacious and bright homes.,72,35,0.000000
108,newstest2019.zh-en.xml,chinanews.com.1649,5,ben ci jiang shui zhu yao she ji fang zhi pin ； shi cai 、 tao ci 、 bo li zhi pin ； bu fen gang tie ji jian jin shu zhi pin ； ji dian she bei ji ling bu jian ， ru jin shu jia gong ji xie 、 fang zhi ji xie 、 gong cheng ji xie 、 shu bian dian she bei 、 dian gong qi cai 、 yi qi yi biao deng ； zi yuan xing shang pin ji chu ji jia gong pin ， ru fei jin shu kuang 、 wu ji hua xue pin 、 mu cai ji zhi zhi pin 、 bao yu shi deng 。,"This tax reduction mainly involved the textiles; stones, ceramics, glass products; some steel and base metal products; electromechanical devices and parts, such as metal processing machinery, textile machinery, engineering machinery, electric transmission and transformation equipment, electrical appliances, instruments and apparatus, etc.; resource goods and primary processed goods, such as non-metal ores, inorganic chemicals, wood and paper products, gemstone and jade, etc.","This company's main products include textile products; ceramic, pottery, and glass products; some steel and non-ferrous metal products; as well as electrical equipment and spare parts, such as metal processing machinery, textile machinery, construction machinery, power distribution equipment, electrical materials, instruments and meters, etc.; as well as resource-based products and primary processed products, such as non-ferrous metal ore, inorganic chemicals, wood and paper products, precious stones, etc.",213,100,0.000000
109,wmttest2022.zh-en.xml,social_zh_zhihu.com_67972878,19,zai liang du fang mian ， da pin pai ji guang dian shi ke yi da dao 2000 yi shang de liu ming 。,"In view of brightness, the laser TV of a big brand can achieve the lumen of more than 2000.","In terms of brightness, large-screen LCD TVs can reach a brightness of over 2000 lumens.",60,27,0.000000
110,newstest2020.zh-en.xml,chinanews.com.102864,26,fang dui zheng wei wang qian jie shao ， fang dui dui yuan quan bu lai zi wu jing bei jing zong dui  — —  zhe shi yi zhi you zhe guang rong chuan tong de bu dui ， xian hou dan fu guo kai guo da dian 、 li ci guo qing qing dian 、 li jie dang de quan guo dai biao da hui an bao ji shou du fan kong wei wen deng zhong da ren wu ， pei yu chu “ guo qi wei shi  ” “  wei guo ying xiong zhong dui ” deng yi da pi ying mo ji ti he ge ren ， xian hou you 50 duo ge dan wei he ge ren bei guo wu yuan 、 zhong yang jun wei ji wu jing bu dui shou yu rong yu cheng hao 。,"Political Commissar Wang Qian from the unit said that all members come from the People's Armed Police Beijing Corps - a group that takes pride in its glorious traditions, and that has taken on many significant tasks, including the founding ceremony of the New China, past National Day celebrations, security at Party National Congresses, anti-terrorist fighting, and stability maintenance in the capital, it has produced many personal and collective heroes, and more than 50 units and individuals have received honorary titles conferred by the State Council, the Central Military Commission of the Communist Party of China, and the People’s Armed Police Force.","Facing the opposing team's forward introduction, the opposing team members all come from the Beijing Armed Police Corps General Team — this is a unit with a glorious tradition, having successively undertaken major tasks such as the opening ceremony of the National Day, the closing ceremony of the National Day, security work for the National Congress of the Communist Party, and major tasks like counter-terrorism and maintaining stability in the capital. It has cultivated a large number of outstanding collective and individual heroic units and ""National Flag Guards"" and ""Heroes of the Nation"" teams. Over 50 units and individuals have received commendations and honors from the State Council, the Central Military Commission, and the Armed Police Forces.",244,146,0.000000
111,newstest2020.zh-en.xml,xinhua-zh-01.6608,2,qing zhu zhong hua ren min gong he guo cheng li 70 zhou nian wai guo zhuan jia zhao dai hui 27 ri wan zai ren min da hui tang ju xing ， zhong gong zhong yang zheng zhi ju chang wei 、 guo wu yuan fu zong li han zheng chu xi bing zhi ci 。,"A foreign expert reception to celebrate the 70th anniversary of the founding of the People's Republic of China was held in the Great Hall of the People on the evening of the 27th, and Han Zheng, Member of the Political Bureau of the CPC Central Committee and Vice Premier of the State Council, attended and addressed the reception.","Celebrating the 70th anniversary of the founding of the People's Republic of China, a reception for foreign experts was held on the 27th in the Great Hall of the People in the evening. Han Zheng, member of the Political Bureau of the Central Committee of the Communist Party of China and Vice Premier of the State Council, presided over the event.",115,78,0.000000
112,newstest2020.zh-en.xml,jingji_guancha_bao-zh-01.230,6,qu nian 9 yue 18 ri ， sai li si gong gao cheng ， gong si liu wen hao deng qi wei ji hua zeng chi de gao guan ren yuan yi lei ji zeng chi gong si gu fen 39.43 wan gu （ zhan gong si zong gu ben de 0.1922 % ） ， zeng chi jin e he ji 702.29 wan yuan ， ben ci zeng chi ji hua yi shi shi wan cheng 。,"On September 18 last year, Thalys announced that the company's seven senior management personnel, including Liu Wenhao, planned to increase their holding to 390300 shares (accounting for 0.1922% of the company's total share capital), so the total increase added up to 7022900 yuan, and the current shareholding plan has been fully implemented.","On September 18th last year, Sairis announced that senior management personnel including Liu Wenhao and others who were planned to increase their shareholdings have cumulatively increased their holdings in the company's shares by 394,300 shares (representing 0.1922% of the company's total share capital), with a total increase amount of 7,022,900 yuan. This shareholding increase plan has been completed.",153,95,0.000000
113,newstest2018.zh-en.xml,cctv_news_1117,107,xue xi guan che dang de shi jiu da jing shen zhong yang xuan jiang tuan dong yuan hui yi hao zai jing zhao kai ， zhong gong zhong yang zheng zhi ju chang wei 、 zhong yang shu ji chu shu ji wang hu ning chu xi hui yi bing jiang hua 。,"A mobilization meeting of the Publicity Department, CCCPC intended for studying and implementing the essence of the 19th CPC National Congress was convened on November 1th. Wang Hu’ning, member of the Standing Committee of the Political Bureau of the CPC Central Committee and Secretary of the Secretariat of the CPC Central Committee attended the meeting and delivered a keynote speech.","Study and implement the spirit of the Party's 19th National Congress. The Central Propaganda Department's mobilization conference was held in Beijing. Wang Huning, member of the Standing Committee of the Political Bureau of the Central Committee of the Communist Party of China and secretary of the Central Secretariat, presided over the meeting and delivered a speech.",106,75,0.000000
114,newstest2018.zh-en.xml,055_197067,3,dang di wang you fa bu de shi pin xian shi ， bao zha xian chang nong yan gun gun ， bing ban you xiang sheng 。,"The videos released by local netizens showed that thick smoke was billowing at the scene of the explosion, accompanied by noise.","When the video of the party official's illegally distributed footage was displayed, thick smoke rolled at the explosion scene, accompanied by the sound of firecrackers.",63,36,0.000000
115,newstest2019.zh-en.xml,chinanews.com.1509,17,shu ju fang mian ， ku li chu chang 20 fen zhong de dao 21 fen 4 ge zhu gong ， tang pu sen san fen qiu 4 zhong 3 de dao 17 fen ， du lan te 16 fen ， de li ke sen ti bu deng chang na xia 10 fen 。,"On the data front, Curry played 20 minutes with 21 points and 4 assists, Thompson had 17 points with 3 of 4 from 3-point range, Durant had 16 points, and Derrickson had 10 points as a substitute.","In terms of data, Kuli appeared 20 to 21 minutes in the first half with 4 fouls, Thompson made 3 out of 4 three-pointers for 17 points, Durant scored 16 points, and Delacenstic did not play in the second half with 10 points.",116,77,0.000000
116,newstest2018.zh-en.xml,cctv_news_1217,198,nu li ba wo men sheng yu si 、 chang yu si de zhe ge xing qiu jian cheng yi ge he mu de da jia ting ， ba shi jie ge guo ren min dui mei hao sheng huo de xiang wang bian cheng xian shi 。,We should strive to build this planet where we were born and grow into a harmonious family where our shared yearning for a good life for all the people of the world can be turned into a reality.,"We should build this planet where we are born and die, and where we live and die, into a harmonious big family, and turn the people of all countries in the world's yearning for a better life into reality.",95,49,0.000000
117,newstest2019.zh-en.xml,chinanews.com.1537,21,“ an shi jian shun xu man man kan xia lai ， gan dao zhong guo yi bu yi bu zou lai ， yue lai yue qiang da ， ling shen zai yi xiang de wo men te bie zhen fen  ” ，  liu yuan ji shuo 。,"""After browsing the pictures slowly in a chronological order, I feel that China is becoming stronger and stronger step by step. This makes us particularly excited in a foreign land"", Liu Yuanji said.","""As time goes on slowly, I feel China gradually becoming stronger step by step, and our spirits in the direction we are heading are particularly shaken,"" said Liu Yuanji.",95,41,0.000000
118,newstest2017.zh-en.xml,ifeng0812.news.49767888_0,2,dan ta men de sheng zhang su du ji qi huan man ， you shi 1 nian zhi zhang yue 1 li mi ， zhe ti shi ge ling lan sha ke neng you zhe ge wai zhang de shou ming 。,"But their growth rate is extremely slow, sometimes only about 1 cm a year, suggesting that Greenland shark may have an extra-long life.","# Translation

And the growth rate of their height, and sometimes they grow only one mile in a year, this suggests that Linglansha may have this external expansion's lifespan.",84,42,0.000000
119,newstest2021.zh-en.xml,hunan_ribao-zh.6029,5,wu gui ying shuo ， ben ci jie hui de ju ban ， dui yu guan che luo shi xi jin ping zong shu ji “ yao ba hong se zi yuan li yong hao 、 ba hong se chuan tong fa yang hao 、 ba hong se ji yin chuan cheng hao ” de zhong yao zhi shi ， jin yi bu zhua hao wo sheng hong se lv you fa zhan ， cu jin wen lv shi chang fu su ， rang “ hong se li liang ” ning ju cheng jian she fu rao mei li xing fu xin hu nan de guang fan he li ， ju you zhong yao yi yi 。,"Wu Guiying said that holding this festival will play an important role in carrying out the important instructions of General Secretary Xi Jinping to ""make good use of red resources, carry forward the red tradition, and do a good job of passing on red genes"", thereby further accelerating the development of red tourism in the province, promoting the recovery of the cultural and tourism market, and making ""Red Power"" a cohesive force to build a revitalized, rich, beautiful, and happy new Hunan.","Wu Gui Ying said that the holding of this conference is of important significance for implementing General Secretary Xi Jinping's important directive to ""make good use of red resources, carry forward red traditions well, and pass on red genes well,"" further promoting the development of red tourism in our province, accelerating the recovery of the cultural tourism market, and allowing ""red forces"" to be condensed into a broad and rational force for building a prosperous, beautiful, and happy new Hunan.",189,105,0.000000
120,newstest2017.zh-en.xml,peopledaily0812.pic.c1016-28631699,1,8 yue 11 ri ， wu jing shan dong zong dui yan tai zhi dui zu zhi te zhan ju ji shou mao zhe 34 she shi du de gao wen lai dao kun yu shan kai zhan cong lin xun lian 。,"On August 11, the Armed Police Shandong Corps Yantai detachment organized special war snipers to have jungle training at Kunyu Mountain under the high temperature of 34 degrees Celsius.","On August 11, the Wujing Shandong General Team Yantai Branch organized a special training session where members endured high temperatures exceeding 34 degrees Celsius to carry out forest search and rescue training.",93,52,0.000000
121,newstest2021.zh-en.xml,rfi-chinese.16516,12,shou zhong mei guan xi jin zhang qing shi jin yi bu sheng gao ying xiang ， li an 、 zai an ren min bi dui mei yuan hui lv 22 ri pan zhong yi du da bian ， shuang shuang die po 1 mei yuan dui ren min bi 7.0 yuan guan kou 。,"The offshore and onshore RMB exchange rates fell sharply against the US dollar on the 22nd, both falling below the mark of USD $1 to RMB 7.0 as tensions between China and the US escalated.",The tensions in Sino-US relations have further escalated. The offshore and onshore RMB exchange rates against the USD both fluctuated significantly on the 22nd. The exchange rate briefly broke through the 7.0 yuan per USD level for both.,114,59,0.000000
122,newstest2019.zh-en.xml,chinanews.com.1394,10,hui ying “ cai yuan ” chuan wen ： ming que bu cai yuan 。,"Respond to the rumor of ""layoff"" : it is clear that there will be no layoff.","Hui Ying ""Cai Yuan"" rumor: Ming definitely does not cai yuan.",46,25,0.000000
123,newsdev2017.zh-en.xml,ifeng0812.news.49767194_0,3,ha er bin shi jing fang yi fa dui gai e ji nan zi ju liu 5 tian de chu fa ， tong shi zuo chu xian zhi qi wu nian nei bu zhun ru jing zhong guo de jue ding 。,"The Harbin police meted out the penalty of 5-day detention to the Russian man in accordance with the law. At the same time, a decision of forbidding him from entering China within five years has been made.","He was sentenced to 10 days of detention by the public security bureau, and was also banned from entering China for 5 years.",86,32,0.000000
124,newstest2020.zh-en.xml,xinhua-zh-01.6565,2,9 yue 26 ri zhi 27 ri ， wei shen hua tuo zhan “ bu wang chu xin 、 lao ji shi ming ” zhu ti jiao yu cheng guo ， zhong yang jun min rong he ban 、 guo jia guo fang ke gong ju 、 quan guo gong shang lian lian he zu zhi “ guo you qi ye he you shi min ying qi ye zou jin gan nan ge ming lao qu ” diao yan huo dong ， chong wen ge ming li shi ， zhui xun hong se zu ji ， chuan cheng hong se ji yin ， kai zhan xiang guan qi ye yu gan zhou shi de xu qiu dui jie ， cu jin ge ming lao qu jia kuai fa zhan 。,"From September 26 to 27, in order to deepen and expand the educational achievements of the theme of “Remain true to our original aspiration and keep our mission firmly in mind”, the Central Military-Civilian Integration Office, the State Administration of Science and Industry for National Defense, and the All-China Federation of Industry and Commerce jointly organized the research event of “state-owned enterprises and advantageous private enterprises entering the revolutionary base areas in southern Jiangxi"" to review the history of the revolution, follow the red footprints, and pass on the red genes, thus the purpose of this activity is to interface with the needs of related enterprises and Ganzhou City and to accelerate the development of revolutionary areas.","From September 26 to 27, in order to expand the ""Never Forget Your Original Aspiration, Always Keep Your Mission in Mind"" theme education achievements, the Central Military-Civilian Fusion Office, the National Defense Science and Technology Industrial Base, and the All-China Federation of Industry and Commerce jointly organized a research activity titled ""State-Owned Enterprises and Private Enterprises Enter the Gannan Revolutionary Old Area."" The activity reviewed revolutionary history, traced red heritage, inherited red genes, conducted demand-docking with relevant enterprises and Ganzhou City, and promoted accelerated development of the revolutionary old areas.",220,132,0.000000
125,newstest2020.zh-en.xml,xinhua-zh-01.6390,13,“ shi yi ” qi jian men dian jiang tui chu bu shao huo dong ， li ru chou jiang 、 dao dian li jian deng 。,"During National Day, the shop holds many activities, such as prize drawings and discounts for visiting the shop.","During the ""Golden Week"" holiday, many restaurants and shops launched various promotional activities, such as lucky draws and point redemption offers.",66,30,0.000000
