index,dataset,doc_id,seg_id,source_text,reference_english,translated_text,input_tokens,output_tokens,cost
125,newstest2020.zh-en.xml,xinhua-zh-01.6390,13,“ shi yi ” qi jian men dian jiang tui chu bu shao huo dong ， li ru chou jiang 、 dao dian li jian deng 。,"During National Day, the shop holds many activities, such as prize drawings and discounts for visiting the shop.","During the ""National Day"" holiday, the store will launch many promotional activities, such as lucky draws and instant discounts for store visits.",50,27,0.000000
126,newstest2021.zh-en.xml,chinanews.com.229484,4,ba yan jiu ren yuan jiang quan guo 55 jia yi yuan de 667 ming huan zhe fen cheng san zu ， jin xing le lin chuang shi yan ； zhu yao dui bi dan du shi yong qiang lv kui huo jie he qi ta kang sheng su a qi mei su de zhi liao xiao guo ， fen xi shi fou you zhu yu gai shan xin guan fei yan qing du he zhong du huan zhe de bing qing 。,Brazilian researchers put 667 patients from 55 hospitals across the country into 3 groups for clinical trials to compare the effectiveness of treatment using hydroxychloroquine only and through hydroxychloroquine combined with other antibiotics (azithromycin) to see if it was helpful in improving COVID-19 patients’ mild and moderate conditions.,The researchers divided 667 patients from 55 hospitals across the country into three groups to conduct a clinical trial; they mainly compared the therapeutic effects of using hydroxychloroquine alone versus combined with other antibiotics like azithromycin to analyze whether it helps improve the conditions of patients with mild to moderate COVID-19.,127,65,0.000000
127,newstest2021.zh-en.xml,xinhua-zh-01.120197,6,“ zai jia men jiu le ， yi kan dao you tuan dui you ， ma shang ba xiao xi fen xiang gei peng you yi qi bao ming ， yi qian cong lai mei you lai guo lan xi ， fei chang qi dai zhe ci lv xing 。”， sun a yi shuo 。,"“I’ve been bored sitting at home for a long time, so when I saw a group tour, I shared the news with my friends right away, and we all signed up, and I’ve never visited Lanxi, so I’ve been looking forward to this trip, “ said Mrs. Sun.","""I’ve been stuck at home; as soon as I saw there was a group tour, I immediately shared the news with my friends so we could sign up together. I’ve never been to Lanxi before, and I’m really looking forward to this trip,"" said Auntie Sun.",85,61,0.000000
128,wmttest2023.zh-en.xml,gb-1,8,GB 18030  yi  2022,GB 18030-2022,GB 18030-2022,30,12,0.000000
129,newstest2017.zh-en.xml,nytimes.69931,22,ke xian sheng jie shi le wei he ta he ta de qi zi yao xie zhe ben shu ：“ dang shi ， shi wu yi cheng wei ling mei guo ren gan dao bu kuai de zhu yao hua ti 。”,"""This was a time when food became a central, fraught subject for the American people,"" Mr. Coe said, explaining why he and his wife wanted to write about it.","Mr. Ke explained why he and his wife wrote this book: ""At that time, food had already become the main topic that made Americans unhappy.""",68,30,0.000000
130,newstest2017.zh-en.xml,ifeng0812.news.49767662_0,8,zai sai shi bao zhang fang mian ， mu qian da hui zhao mu le 580 ming zhi yuan zhe ， zai bi sai qi jian ， zhe xie zhi yuan zhe men jiang zai ge ge sai chang wei yun dong yuan he guan zhong ti gong re qing fu wu 。,"In terms of event security, the current conference recruited 580 volunteers, during which the volunteers will provide services in the various venues for athletes and visitors.","In terms of event support, the organizing committee has currently recruited 580 volunteers. During the competition, these volunteers will provide enthusiastic service to athletes and spectators at various venues.",87,36,0.000000
131,wmttest2023.zh-en.xml,wdr-2,28,zhu she xi du zhe zhong chang jian de wei jing zhi liao de bing xing gan yan dao zhi de gan ai de xiang guan can ji tiao zheng shou ming nian shu zeng fu te bie gao —— da dao 40%。,"Untreated hepatitis C, which is predominant among infusing medicate clients, essentially expanded the number of DALYs (disease-associated mortality occasions) connected to liver cancer (up to 40%).","The survival rate, adjusted for comorbidities, for liver cancer caused by hepatitis C—a common condition treated by gastroenterology in injection drug users—is particularly low, reaching 40%.",76,37,0.000000
132,newstest2021.zh-en.xml,chinanews.com.229527,2,yu ci tong shi ， zuo luo zai bei jing cheng shi fu zhong xin de guo jia da ju yuan tai hu ju chang ye ying lai le kang yi yi lai shou chang xian xia yan chu ， zhi hui jia zheng jian xie shou guo jia da ju yuan he chang tuan ji qing chang xiang “ tai hu xing qi yin yue hui ” zhi jun ge liao liang — jun lv he chang ge qu yin yue hui 。,"At the same time, the Taihu Theatre of National Centre for the Performing Arts (NCPA), located in the sub-center of Beijing, also staged the first offline performance since the outbreak of the COVID-19; conductor Zheng Jian and the passionate National Grand Theatre Chorus presented the ""Taiko Music Week"", a concert of military choral songs.","At the same time, the NCPA Taihu Theater, located in the Beijing Municipal Administrative Center, hosted its first offline performance since the pandemic. Conductor Zheng Jian, together with the China National Centre for the Performing Arts Choir, passionately presented the ""Taihu Weekend Concert"" — A Concert of Military Choral Music.",125,64,0.000000
133,newstest2017.zh-en.xml,ifeng0812.news.49765603_0,14,da liang ji xiang hai biao ming ， huo xing yi qian hen ke neng yu mu qian de di qiu yi yang ， zhi shi jing guo ji shi yi nian de yan hua cai bian cheng da qi ceng xi bo 、 wen du jiao di 、 shui yuan ku jie deng yang zi 。,"A large number of signs also show that the Mars is likely to be the same as the current Earth, only after billions of years of evolution into the atmosphere thin, low temperature, water depletion and so on.","A large amount of evidence indicates that Mars was likely once similar to the current Earth, but it only became thin-atmosphered, cold, and water-depleted after billions of years of evolution.",88,41,0.000000
134,newstest2020.zh-en.xml,hunan_ribao-zh.186,7,fu kang she gong fu wu zhong xin xiang guan fu ze ren biao shi ，70 nian lai ， zai dang he zheng fu de zhi chi xia ， chang sha shi can ji ren shi ye bu duan fa zhan jin bu ， yue lai yue duo de can ji ren zhen zheng cheng wei she hui jing ji fa zhan de can yu zhe 、 gong xian zhe he xiang you zhe ， guan ai bang zhu can ji ren 、 guan xin zhi chi can ji ren shi ye ye zhu jian cheng wei quan she hui gong shi 。,"The relevant manager of the Fukang Social Work Service Center said that in the past 70 years, with the support of the party and the government, the cause of disabled people in Changsha has continued to develop and make progress, and more and more disabled people have truly become participants and contributors in the economy and society, while caring and helping the disabled and supporting the disabled cause have gradually become widespread social consensus.","A person in charge of the Fu Kang Social Work Service Center stated that over the past 70 years, with the support of the Party and the government, the cause of persons with disabilities in Changsha has continuously developed and progressed. More and more people with disabilities have truly become participants in, contributors to, and beneficiaries of social and economic development, and caring for and helping people with disabilities, and showing concern for and supporting the cause for persons with disabilities, have gradually become a social consensus.",143,99,0.000000
135,newstest2018.zh-en.xml,cctv_news_1117,478,ji ceng qun zhong xing zi zhi zu zhi te bie fa ren tong yi she hui xin yong dai ma zheng shu 。,"Unified Social Credit Code certificate for the special legal person, a grassroots autonomous organization in Beijing.",Uniform Social Credit Code Certificate for Grassroots Mass Autonomous Organizations.,48,12,0.000000
136,newsdev2017.zh-en.xml,ifeng0812.news.49765695_0,2,"la mo si zai li kai xiang gang qian fa biao sheng ming ， xing rong zao qian zai xiang gang yu lao peng you de hui mian qi fen you hao yu kuai , shuang fang yi si ren shen fen tan tao le ru he tui jin zhong fei zhi jian de he ping yu he zuo 。","Ramos made a statement before leaving Hong Kong, saying that he had a friendly and happy meeting with his old friends in Hong Kong, and they discussed how to advance peace and cooperation between the two countries as individuals.","Before leaving Hong Kong, Ramos issued a statement describing his recent meeting with old friends in Hong Kong as amicable and pleasant, noting that both sides discussed, in a personal capacity, how to promote peace and cooperation between China and the Philippines.",95,47,0.000000
137,wmttest2022.zh-en.xml,xinhua-zh-01.103967,12,ci ci can yu shen su de chu mei guo hua yi tuan ti wai ， hai bao kuo mei guo yin du yi 、 han yi 、 ri yi 、 ba ji si tan yi jiao yu tuan ti 。,"In addition to Asian groups in the U.S., the groups involving in the complaint also include Indian, Korean, Japanese and Pakistani education groups in the U.S.","In addition to Chinese-American educational organizations, these also include American organizations representing Indian, Korean, Japanese, and Pakistani communities.",62,25,0.000000
138,wmttest2022.zh-en.xml,ecommerce_zh_xiaohongshu.com_25328504,6,qi shi hen duo shen se xi de yi fu shi wei pang nv hai zi men de biao pei （ zhe yi dian zuo zhe shen you ti hui ）， shen yan se ye shi yan gai ni shen ti pang de hao fang fa ， gao gui dian ya de hei se duan qun ye shi wei pang nv hai de shou xuan 。,"In fact, lots of dark color clothes are standard configuration of slightly fat girls (which the author deeply agrees on), and dark colors are good methods to cover fatness; in addition, noble and elegant black short shirts are best choices for slightly fat girls.","Actually, many dark-colored clothes are the standard for plus-size girls (the author knows this feeling well). Dark colors are also a great way to conceal your weight, and a classy, elegant little black dress is the top choice for plus-size girls.",93,53,0.000000
139,newstest2021.zh-en.xml,chinanews.com.229527,15,yang shi 《 xin wen lian bo 》 zhu bo gang qiang lai dao guo jia da ju yuan de hou tai hua zhuang jian ， wei da jia jie mi le jie jie ye fu 、 lang lang deng yin yue da shi deng tai qian de “ ju dian ”， sui hou ta lai dao guo jia da ju yuan yi ceng de gong gong kong jian ， zai san tai you gu shi de jiu chi gang qin qian yu yang yang 、 zhang hao chen yi ji guo jia da ju yuan diao qin shi yu kuai zhan kai dui hua ， gang qiang yi yi wei zi shen gang qin ai hao zhe de shi jiao yu ta men tan tao le gang qin de wei hu yu bao yang 、 la he ma ni nuo fu de yin yue 、 yin yue jia men ping shi de sheng huo he yan qian de zhun bei deng hua ti ， zai dao shang de zui hou ， gang qiang hai yu zhang hao chen “ jie li ” he zuo le shu man 《 meng huan qu 》， rang wang you guan zhong men da bao yan fu 。,"During this, the CCTV presenter Gang Qiang of Xinwen Lianbo (News Broadcast) came to the NPCA backstage dressing room to reveal the ""stronghold"" of musicians such as Valery Gergiev and Lang Lang before they took to the stage, and then came to the public space on the ground floor of the NCPA to converse about their stories with Yang Yang, Zhang Haochen and NCPA tuner Yu Kuai in front of three nine-foot pianos with stories, where Gang Qiang also spoke with them about the piano maintenance, Rachmaninoff’s music, the daily life of a musician, pre-stage preparations, and other topics from the angle of a well-known piano lover; finally, at the end of the guided tour, Gang Qiang and Zhang Haochen collaborated on Robert Alexander Schumann's Traumerei, to the delight of the audience.","CCTV ""Xinwen Lianbo"" anchor Gang Qiang came to the backstage dressing room of the National Centre for the Performing Arts, unveiling the ""behind-the-scenes"" stories of musical masters like Jie Jieyefu and Lang Lang. Afterwards, he came to the first-floor public space of the National Centre for the Performing Arts, where he had a delightful conversation with Yang Yang, Zhang Haochen, and a piano tuner from the National Centre for the Performing Arts in front of three historically significant grand pianos. From the perspective of a seasoned piano enthusiast, Gang Qiang discussed topics such as piano maintenance, Rachmaninoff’s music, the daily lives of musicians, and performance preparations with them. At the end of the broadcast, Gang Qiang and Zhang Haochen collaborated on a performance of Schumann's ""Kinderszenen,"" giving the online audience a true feast for the ears.",264,182,0.000000
140,newstest2021.zh-en.xml,chinanews.com.229819,4,mei nian tian bao gao kao zhi yuan ， dou you xue sheng huo zhe jia zhang yin wei dui yu zhi yuan tian bao zhong she ji de ming ci bu liao jie ， jin er ying xiang zhi yuan tian bao 。,"Each year, when we fill out our preferred majors on the NCEE (National College Entrance Examination), there are always students and parents who don’t understand the terminology involved, which can directly affect how you select your preferred majors.","Every year when filling out college applications, there are students or parents who are affected by their lack of understanding of the terminology involved, which in turn impacts the application process.",77,34,0.000000
141,newstest2018.zh-en.xml,cctv_news_1217,286,zai shen zhen shi long gang qu fu you bao jian yuan ， yi da zao jiu you shu shi wei huai yun shi er zhou zuo you de zhun ma ma zai deng dai jie shou yi xiang zhong yao de jian cha 。,"In a Maternal and Child Health Hospital in Longgang District, Shenzhen City, in the early morning, there were dozens of pregnant women who have been pregnant for about twelve weeks waiting for an important test.","At the Shenzhen Longgang District Maternal and Child Health Hospital, dozens of expectant mothers at around twelve weeks of pregnancy have been waiting since early morning to undergo an important examination.",74,34,0.000000
142,newstest2018.zh-en.xml,sogou_web_data_20180206,166,bu jiu qian ， zhong guo guo jia neng yuan ju xuan bu ，2020 nian qian ， jiang xiang ke ti dai neng yuan ling yu tou zi 2.5 wan yi yuan ren min bi 。,"Not long ago, the National Energy Administration of China announced that by 2020, it will invest 2.5 trillion yuan in the field of alternative energy.","Not long ago, China's National Energy Administration announced that before 2020, it will invest 2.5 trillion yuan in the field of renewable energy.",72,35,0.000000
143,wmttest2022.zh-en.xml,social_zh_tieba.baidu.com_73936515,16,na me sui zhe she hui de fa zhan ， shi chang de tui guang fei yong ， bi ru shuo ： shang chang de cu xiao ren yuan 、 shang chang de chen lie fei yong 、 chan pin de zeng pin fei yong 、 guang gao fei yong deng ye zai bu duan de zeng jia 。,"With the development of the society, there are increasingly grown expenses in market promoting, such as the expenses for promoters in shopping malls, the expenses for display in shopping malls, the expenses for gifts of products and the expenses for advertisement.","With the development of society, marketing costs—such as those for in-store promotional staff, shelf display fees, product giveaways, and advertising—are also constantly increasing.",96,34,0.000000
144,wmttest2022.zh-en.xml,chinese.macao.5817,22,ao da ke ji xue yuan yuan zhang xu cheng zhong xuan du jiang zhao hui zan ci shi biao shi ， jiang zhao hui nv shi can yu yan fa de zhong da fa ming he zhuan li ， zhi jin lei ji chao guo 15 xiang yu cun chu xu ni hua 、 dao hang 、 wen jian xi tong he dian yuan guan li xiang guan ， wu bu shi yong xing gao ， shi yong guang fan ， ti sheng ren lei sheng huo bian li du 。,"When reading out the praise of Jiang Zhaohui, Xu Chengzhong, dean of the Institute of Technology of University of Macau, expressed that 15 significant inventions and patients invented with the participation of Ms. Jiang Zhaohui are related to storage virtualization, navigation, document system and power management, which are all widely applied with favorable practice, improving the convenience of life.","Xu Chengzhong, Dean of the College of Engineering at the University of Macau, read the citation for Jiang Zhaohui. He stated that the major inventions and patents co-developed by Ms. Jiang Zhaohui, now totaling more than 15, are related to storage virtualization, navigation, file systems, and power management. All of them are highly practical, widely used, and have enhanced the convenience of human life.",134,88,0.000000
145,newstest2021.zh-en.xml,chinanews.com.229794,6,yi se lie ceng duo ci yi da ji gai zu zhi wei you ， dui xu jing nei mu biao shi shi kong xi 。,"On the grounds of attacking Hezbollah, Israel has conducted several air raids on targets in Syria.",Israel has repeatedly launched airstrikes against targets within Syria under the pretext of attacking the organization.,45,18,0.000000
146,newstest2020.zh-en.xml,xinhua-zh-01.6202,13,wo men yao gong tong yong hao 《 lian he guo xian zhang 》 di liu zhang ， fa hui hao lian he guo zai wo xuan 、 tiao jie deng fang mian de zuo yong 。,"We should jointly make good use of Chapter VI of the Charter of the United Nations and give full play to the role of the United Nations in mediation, conciliation, etc.","We should jointly make good use of Chapter VI of the UN Charter and give full play to the United Nations' role in mediation, good offices, and other areas.",67,33,0.000000
147,newstest2017.zh-en.xml,ifeng0812.news.49766540_0,6,jie zhi ２０１６ nian ６ yue de １２ ge yue shi jian li ， xin xi lan lao dong nian ling ren kou zeng zhang ３.６％， da dao １５８ wan ren 。,"As of June 2016, New Zealand's working-age population rose by 3.6 percent to 1.58 million.","In the 12 months ending in June 2016, New Zealand's working-age population grew by 3.6% to reach 1.58 million.",71,39,0.000000
148,newstest2019.zh-en.xml,chinanews.com.1743,4,yu cheng 1 ri xiang mei ti biao shi ， xuan ju jie guo biao ming xian min men bu xiang rang weng zhang zhi shi sheng qian de nu li bai fei ， ta jiang ji cheng weng zhang zhi shi yi zhi ， ji xu jiu fan dui mei jun ji di ban qian ji hua he pu tian jian ji di de guan bi deng xiang ri ben zheng fu he mei guo zheng fu zuo chu nu li 。,"Tamaki told the media on October 1 that the result of election showed that the Okinawa people didn't want to waste the former governor Onaga Takeshi's efforts during his lifetime, and he would carry out Takeshi's behests to make continued efforts in opposing the plan of relocating the US military base and the closure of the Futenma base to the Japanese government and the American government.","Yu Cheng told the media on the 1st that the election results show the citizens do not want the late Governor Takeshi Onaga's efforts to go to waste, and that he will inherit Onaga's will and continue to work with the Japanese and U.S. governments regarding opposition to the plan to relocate the U.S. military base and the closure of the Futenma base.",129,82,0.000000
149,newstest2018.zh-en.xml,cctv_news_1117,116,jiang qing chu zhong guo te se she hui zhu yi jin ru xin shi dai de zhong da yi yi ， jiang qing chu wo guo she hui zhu yao mao dun bian hua de shen yuan ying xiang ， jiang qing chu liang ge yi bai nian fen dou mu biao 。,"We should make clear the significance of socialism with Chinese characteristics as it enters a new era, the far-reaching influence of the change of the society’s principal contradiction, and the Two Centenary Goals.","To clarify the great significance of socialism with Chinese characteristics entering a new era, to clarify the profound influence of the transformation of the principal contradiction in our society, and to clarify the two centennial goals.",82,40,0.000000
150,newstest2018.zh-en.xml,cctv_news_1217,253,quan guo zheng xie fu zhu xi 、 tai meng zhong yang zhu xi lin wen yi dai biao ge min zhu dang pai zhong yang he quan guo gong shang lian zhi he ci 。,"Lin Wenyi, Vice President of the CPPCC National Committee and President of the Central Committee of the Taiwan Democratic Self-Government League, delivered a congratulatory message on behalf of all democratic parties and the All-China Federation of Industry and Commerce.","Lin Wenyi, Vice Chairperson of the CPPCC National Committee and Chairperson of the Taiwan Democratic Self-Government League Central Committee, delivered a congratulatory speech on behalf of the central committees of the various democratic parties and the All-China Federation of Industry and Commerce.",60,52,0.000000
151,wmttest2023.zh-en.xml,watch-4-zh_0890690-69,3,bu zu ： jing mian rong yi hua shang 、 jin hui chen 。,Shortcomings: The mirror surface is vulnerable to dust buildup and scratches.,Cons: The mirror surface is easily scratched and attracts dust.,32,12,0.000000
152,newstest2018.zh-en.xml,012_c_1122236278,2,yu ji 12 yue gu ding zi chan tou zi lei ji zeng su wei 7.2%， yu shang yue chi ping ， di yu qu nian 。,"Cumulative growth rate of fixed asset investment in December is forecast to be at 7.2%, unchanged from the previous month, but lower than that a year ago.","The cumulative year-on-year growth rate of fixed asset investment in December was 7.2%, unchanged from the previous month and lower than last year.",53,32,0.000000
153,wmttest2023.zh-en.xml,chinanews.com.280864,2,2022 nian hui guo qiu zhi ying jie liu xue sheng liu xue guo qian 10  tu yuan ：《2022 zhong guo hai gui jiu ye diao cha bao gao 》,"The best 10 universal understudies seeking out for work in China in 2022, concurring to the ""2022 Chinese Returnee Business Study Report""","Top 10 countries and regions for international students returning to China to seek employment in 2022. Source: ""2022 China Returnee Employment Survey Report""",72,37,0.000000
154,newstest2020.zh-en.xml,international_times-zh.167,7,ai ji nei zheng bu zuo tian li chang jian ding biao shi ， dui yu ren he po huai guo jia wen ding de qi tu du hui guo duan ying ji ， jue bu shou ruan 。,The Ministry of the Interior of Egypt stated firmly yesterday that it would resolutely respond to any attempt to destabilize the country and would not show mercy.,The Egyptian Ministry of Interior stated firmly yesterday that any attempt to undermine national stability will be dealt with decisively and without leniency.,68,26,0.000000
155,wmttest2022.zh-en.xml,social_zh_facebook.com_62145771,16,xiang yao wei ni de ai che pai she shi pin de peng you ， huan ying lian xi wo men ！,Please contact us if you want to shoot a video for your car!,"If you would like to film videos for your beloved car, please feel free to contact us!",41,19,0.000000
156,newstest2019.zh-en.xml,chinanews.com.1334,7,tong shi ， zhong guo hu yu gou jian yi lian he guo wei he xin 、 nan bei he zuo wei zhu qu dao 、 nan nan he zuo wei bu chong de quan qiu fa zhan he zuo ge ju ， hu yu ge fang tong xin xie li gou jian ren lei ming yun gong tong ti 。,"At the same time, China calls for the establishment of a global development cooperation of making the United Nations as the core, North-South cooperation as the main channel and South-South cooperation as the complement, and calls on all parties to work together to build a community with shared future for mankind.","At the same time, China calls for the construction of a global development cooperation framework with the United Nations at its core, North-South cooperation as the main channel, and South-South cooperation as a supplement, and calls on all parties to work together to build a community with a shared future for mankind.",90,61,0.000000
157,wmttest2023.zh-en.xml,voa-voachinese.30674,13,mei guo guan fang dui zhe ge wu ti de miao shu da zhi ke yi gui na wei ： da xiao xiang dang yu yi liang xiao qi che ， mei you cao zong gan ， mei you xuan gua zhuang zhi ， fei xing gao du wei yi wan mi zuo you 。,"This object's official US description can be summed up roughly as follows: The flying height is around 10,000 meters, the size is comparable to a compact automobile, there is no joystick, and there is no suspension system.","The U.S. official description of this object can be summarized as follows: it is about the size of a small car, has no controls, no propulsion system, and flies at an altitude of approximately 10,000 meters.",87,50,0.000000
158,newstest2018.zh-en.xml,washpost.116866,105,hai tan du jia cheng shi ma sa te lan fu jin de bang pai di dui shi li he an quan bu dui fa sheng yi xi lie qiang zhan ， yi que ren  19  ren si wang 。,A series of shootouts involving gang rivals and security forces near the beach resort city of Mazatlan had left 19 confirmed dead.,"A series of gunfights have broken out between rival gangs and security forces near the Haitian city of Musseau, with 19 deaths confirmed.",65,30,0.000000
159,newstest2018.zh-en.xml,timemagazine.75207,6,dai jie zuo zai ni di shang —— ta mei you jia ju ， zhe li ye shi ta zuo ri chang jia ting za wu de di fang ， bi ru xi yi fu ， xi yi fu de shui shi fen hun zhuo ， dou shi cong fu jin de zhao ze di li long lai de 。,"Degei sits on the mud floor - she has no furniture - which is where she also performs her daily chores, such as washing clothes with murky water from the nearby swamp.","Dai Jie sat on the floor—she had no furniture, and this was also where she did her daily household chores, such as washing clothes; the water for washing was extremely muddy, all drawn from the nearby marshland.",84,45,0.000000
160,newstest2017.zh-en.xml,independent.142390,35,ge la fu xia ge yue jiang yu dian shi tan xian yuan shi di fu · ba ke sha er jie hun 。,"Glover has a wedding to attend next month, her own to television adventurer Steve Backshall.","Ge La Fu (Gleaf) and next month's adventurer, Shi Di Fu Ba Ke Sha Er (Steve Backshall), will get married.",44,31,0.000000
161,newsdev2017.zh-en.xml,ifeng0812.news.49766350_0,3,du te er te dui ge de bao gan yu xuan ju biao shi qiang lie bu man ， shen zhi wei xie yao zai dang xuan zong tong hou duan jue yu mei guo de guan xi 。,Duterte expressed his strong dissatisfaction with Goldberg's interference in the presidential election and even threatened to sever the relationship with the US after he is elected as president.,Duterte expressed strong dissatisfaction with the election and even threatened to sever ties with the United States after being elected president.,65,23,0.000000
162,newstest2018.zh-en.xml,smh.com.au.242750,25,dan shi cong bian yuan shen tou er lai de dong xi neng rang wo men kan qing wo men suo chu de zhe ge shi dai de jin cheng 。,But what seeps in from the fringes can be highly instructive as to the tenor of the era we're living in.,But the things that seep in from the fringes can help us see the progression of the era we live in clearly.,51,23,0.000000
163,newstest2018.zh-en.xml,cctv_news_1117,524,jin tian jie mu de zhu yao nei rong you,"In tonight's program, we cover",The main content of today's program includes:,27,10,0.000000
164,newstest2017.zh-en.xml,peopledaily0812.world.c1002-28632659,2,wen zhang cheng ， yu zhi xing cheng dui bi de shi ， mei guo da shi guan di cong wai guan lai kan ， wan quan ke yi zai xia yi bu gai bian zi yue han lei ka lei leng zhan jian die xiao shuo de dian ying zhong zuo wei an quan wu 。,"According to the article, in contrast, the appearance of the American ambassador's residence, from the appearance of view, can be used as safety house in the cold war spy novels of John le Carré.","The article states that, in contrast, the exterior of the U.S. Embassy looks exactly like the kind of place that could serve as a safe house in the next John le Carré Cold War spy film.",87,43,0.000000
165,newstest2021.zh-en.xml,chinanews.com.229660,10,bai gong guan yuan si xia cheng ， dui zhong guo cai qu de qiang ying ce lve shi wei le wan jiu te lang pu de zhi chi lv ， tong shi ye shi wei le zhuan yi bai gong yi qing ying dui shi bai de ze ren 。,White House officials’ private statements indicate that the tough position against China is to save Trump’s support rate as well as to shift the focus away from the White House’s failure in response to the pandemic.,White House officials privately claimed that the tough strategy adopted against China was intended to rescue Trump's approval ratings and also to shift the blame for the White House's failure to handle the pandemic.,77,39,0.000000
166,wmttest2022.zh-en.xml,en_zh-TW_CLIENT-05_2020-12-20-205_doc08,1,mei you ， wo mei you shou dao  call,"No, I didn’t receive the call.","No, I didn't receive a call.",28,10,0.000000
167,wmttest2022.zh-en.xml,ecommerce_zh_dangdang.com_104963909,6,【 nuo la tu shu 】 zheng ban cha li he da bo li sheng jiang ji   luo er de da er zuo pin dian cang   cha li he qiao ke li gong chang xu ji   ren rong rong yi  7-9-12 sui er tong wen xue   san si wu liu,"[Nora Books] Authentic Charlie and the Giant Glass Elevator, a classic work by Roald Dahl, sequel to Charlie and the Chocolate Factory, translated by Ren Rongrong, children’s literature for 7-9-12 years old, Grade 3, 4, 5, 6",【 Nuo La Books 】 Genuine Charlie and the Chocolate Factory Lift-Elevator (Charlie and the Great Glass Elevator) - Roald Dahl Collection - Sequel to Charlie and the Chocolate Factory - Translated by Ren Rongrong - Children's Literature for Ages 7-9-12 - 3456,84,63,0.000000
168,newstest2020.zh-en.xml,xinhua-zh-01.6520,4,“ hao hao chi ， deng qiu dong ji zhang man le biao ， chu lan cai neng mai shang hao jia qian  。 ”,"“Only when Hu sheep eat more forage, when they get fat in autumn and winter, do they sell at a good price. ""","""It's very delicious; wait until autumn and winter when they are fully grown and plump, then they can be sold for a good price.""",49,30,0.000000
169,wmttest2022.zh-en.xml,ecommerce_zh_jd.com_199854853,13,tui jian li you : shen ceng qing jie mao kong wu gou ， ruan hua lao hua jiao zhi ， ti la jin zhi ji fu ， dan hua mian bu xi wen ， rou ruan feng ying mian bu ， bao shi de tong shi ke yi gai shan fu zhi ， fang zhi xiao zhou wen de fa sheng ， shi he ren he fu zhi ， wen he bu you ni 。,"Recommendation reasons: It can deeply clean the dirt in pores, exfoliate skin, lift and tighten skin, fade facial fine lines, soften and enrich facial skin, moisturize skin while improving skin quality and preventing small wrinkles at the same time; it is mild and not greasy, suitable for any skin type.","Recommendation reason: deeply cleans pore impurities, softens aging cutin, lifts and firms the skin, diminishes facial fine lines, softens and plumps the face, improves skin texture while moisturizing, prevents the formation of fine lines, suitable for all skin types, gentle and non-greasy.",111,57,0.000000
170,newsdev2017.zh-en.xml,ifeng0812.news.49766356_0,16,jin guan zhong hua wen hua yuan yuan liu chang ， ye you zhe fei chang qiang jing de fa zhan shi tou ， dan ye bu ke fou ren ， qi dang xia de ying xiang he zuo yong yuan wei dao da ying you de gao du 。,"In spite of the fact that the Chinese culture is time-honored and has vigorous development momentum, it cannot be denied that its current influence and function are far from reaching its due height.","Although Chinese culture has a long-standing history and a very strong momentum of development, it cannot be denied that its current influence and role have not yet reached their due height.",77,35,0.000000
171,newstest2017.zh-en.xml,dailymail.co.uk.170822,37,ju liao jie ， zai wu jia ke gui hou ，Tanya  yu qi zhang fu xian zai zhu zai pu li mao si de yi chu si ren fang wu 。,"After being made homeless, it is understood that Tanya and her partner are now living in private housing in Plymouth.","It is understood that after returning to Wujike, Tanya and her husband are now living in a private residence in Primorsky.",58,26,0.000000
172,wmttest2023.zh-en.xml,luggage-4-zh_0130182-97,1,zheng ti hai xing ， bu ren shi shi fou shi zhen pi,"Overall it's ok, although I'm not sure if the leather is real","The overall quality is okay, but I can't tell if it's genuine leather.",33,19,0.000000
173,newstest2018.zh-en.xml,004_20180118a00o3b,18,wo men zong guan quan shi jie de fang di chan shi chang ， zhong guo de fang di chan shi chang you yu qi bu jiao wan ， chu le wo men zhi qian shuo de hai nan zhi wai ， shang wei chu xian guo da de fang di chan wei ji ， dan shi jiu zai shi nian qian de 2008 nian quan shi jie jin rong hai xiao de qi yuan jiu shi mei guo de fang di chan wei ji 。,"A quick review of the real estate market in the world leads to the conclusion that China’s real estate market hasn't experience major crisis except for the localized crisis in Hainan Province as we mentioned before. This is because commercialization of property is a relatively recent phenomenon in China. However, it's alarming to note that the real estate crisis in the United States triggered a global financial tsunami in 2008, just a decade ago.","Looking at the global real estate market as a whole, China's real estate market, due to its relatively late start, has yet to experience a major real estate crisis, with the exception of the aforementioned case in Hainan. However, just ten years ago in 2008, the global financial crisis was triggered precisely by the real estate crisis in the United States.",124,76,0.000000
174,newstest2019.zh-en.xml,reuters-zh.1997,15,"wan hong wei chi 2,300 yi ri yuan de nian du huo li yu gu bu bian ， shou zhu yu zhi jiang yu zao zhi yi ji fa dian ye wu 。","Itochu maintained its annual profit prediction of 230 billion yen, helped by pulp, papermaking and power generation.","Wan Hong maintains its annual profit forecast of 230 billion yen, benefiting from its pulp and paper as well as power generation businesses.",61,28,0.000000
175,wmttest2022.zh-en.xml,ecommerce_zh_dianping.com_156665854,3,yi kai shi shi peng you jie shao de yin wei xin ren ， suo yi xuan ze lai kan yi xia qi chu wo de yu suan shi 7 wan zuo ge ji ben zhuang xiu 。,"I went there because of recommendation by one of my friends, and I planned to make a basic decoration with the budget of 70 thousand yuan.","At the beginning, a friend introduced [them] to me. Because of trust, I chose to come and take a look. Initially, my budget was 70,000 for a basic renovation.",61,43,0.000000
