Unnamed: 0,Question,A,B,C,D,Answer,Subject,Subcategory
82,给定一个来自心脏病患者的大量医疗记录数据集，尝试了解这些患者是否可能存在不同的群集，我们可以针对这些群集制定单独的治疗方案。这是什么样的学习问题？,监督学习,无监督学习,(a) 和 (b) 都一样,(a) 和 (b) 都不是,B,machine_learning,computer science
9,假设多级目录结构的文件共享是通过目录条目实现的，且目录条目是指向某个节点的链接，而此节点包含某个共享文件的信息。那么，此节点中的信息包含 (1) 文件的所有者，(2) 指向该文件的链接的数量，(3) 此文件的磁盘区数量。此共享方法主要的缺点是什么？,如果所有者修改文件，其他未共享的用户将能够看到相应变更。,如果所有者重命名文件，其他用户将无法访问此文件。,如果所有者有权删除某个文件，可能会导致死链。,如果任何一位共享了文件的用户对此文件进行了增补，则其他共享的用户无法访问新的磁盘区。,C,college_computer_science,computer science
110,我们正在训练具有两个隐藏层的全连接网络来预测房价。输入是 $100$ 维的，并具有几个特征，例如平方英尺数、家庭收入中位数等。第一个隐藏层有 $1000$ 个激活。第二个隐藏层有 $10$ 个激活。输出是一个表示房价的标量。假设一个具有仿射变换的原始网络，没有批量归一化，激活函数中没有可学习的参数，这个网络有多少个参数？,111021,110010,111110,110011,A,machine_learning,computer science
70,"选择分页系统的页面大小时，需要考虑以下哪一项（或哪几项）因素？
I. 大页面的优点是其页表较小。
II. 小页面的优点是可减少内部碎片造成的浪费。
III. 通常情况下，决定磁盘访问时间的主要因素与页面长度无关，因此，使用较长的页面比较方便。",只有 I,只有 II,只有 I 和 III,I、II 和 III,D,college_computer_science,computer science
20,需要编写一种方法来在数组中搜索大于给定项的值并返回其索引。问题规范并未指出如果数组中有多个这样的值，应该返回什么。以下哪种操作最好？,该方法应假设数组中只有一个值大于给定项。,该方法应编写为返回每次出现较大值的索引。,应修改规范以指示如果有多个较大值的索引应该做什么。,应编写方法以在找到多个较大值时输出一条消息。,C,high_school_computer_science,computer science
13,AH 协议提供源身份验证和数据完整性，但不提供,完整性,隐私性,不可否认性,A 和 C,B,computer_security,computer science
61,陈述 1| 斯坦福情绪树库包含电影评论，而不是书评。陈述 2| 宾夕法尼亚树库已用于语言建模。,正确，正确,错误，错误,正确，错误,错误，正确,A,machine_learning,computer science
57,陈述 1| 线性模型的 L2 正则化往往比 L1 正则化使模型更稀疏。陈述 2|残差连接可以在 ResNets 和 Transformers 中找到。,正确，正确,错误，错误,正确，错误,错误，正确,D,machine_learning,computer science
91,以下哪项更适合进行特征选择？,Ridge,Lasso,(a) 和 (b) 都适用,(a) 和 (b) 都不适合,B,machine_learning,computer science
84,Nmap 确定的端口状态有哪些？,活动、非活动、待机,打开、半打开、关闭,打开、过滤、未过滤,活动、关闭、未使用,C,computer_security,computer science
107,下列哪项关于卷积核的说法是正确的？,将图像与 $\begin{bmatrix}1 & 0 & 0\\ 0 & 1 & 0 \\ 0 & 0 & 1 \end{bmatrix}$ 进行卷积不会改变图像,将图像与 $\begin{bmatrix}0 & 0 & 0\\ 0 & 1 & 0 \\ 0 & 0 & 0 \end{bmatrix}$ 进行卷积不会改变图像,将图像与 $\begin{bmatrix}1 & 1 & 1\\ 1 & 1 & 1 \\ 1 & 1 & 1 \end{bmatrix}$ 进行卷积不会改变图像,将图像与 $\begin{bmatrix}0 & 0 & 0\\ 0 & 0 & 0 \\ 0 & 0 & 0 \end{bmatrix}$ 进行卷积不会改变图像,B,machine_learning,computer science
80,__________ 是内存位置的连续段，用于包含一些数据，例如字符串或整数数组。,堆栈,队列,外部存储,缓冲区,D,computer_security,computer science
78,缓存内存的命中率是指在缓存中找到数据的存取（读和写）次数百分比。直写策略是指每次写操作都会更新主内存。回写策略是指在从缓存中清除行之前，对缓存中的行执行写操作不会影响主内存。而写分配策略则是指在写失效时分配并加载缓存行。那么，如果假定始终使用写分配，以下哪一项陈述是正确的？,回写的命中率往往高于直写。,直写的命中率往往高于回写。,对于回写而言，导致主内存操作的写操作占比永远不会大于直写的相应占比。,对于直写而言，导致主内存操作的写操作占比永远不会大于回写的相应占比。,C,college_computer_science,computer science
5,陈述 1| 数据的对数似然将始终通过期望最大化算法的连续迭代而增加。陈述 2| Q 学习的一个缺点是，只有当学习者事先知道其行为如何影响其环境时才能使用它。,正确，正确,错误，错误,正确，错误,错误，正确,B,machine_learning,computer science
84,下列哪项最能描述分布式拒绝服务 (D D o S) 攻击与拒绝服务 (D o S) 攻击的主要区别？,攻击目标,被攻击的计算机数量,发起攻击的计算机数量,攻击发生的时间段,C,high_school_computer_science,computer science
18,对于多项式回归，以下哪一个结构假设最能影响欠拟合和过拟合之间的权衡：,多项式次数,我们是通过矩阵求逆还是梯度下降来学习权重,高斯噪声的假设方差,使用常数项单元输入,A,machine_learning,computer science
10,陈述 1| 2D 平面中所有矩形的集合（包括非轴对齐矩形）可以粉碎一组 5 个点。陈述 2|当 k = 1 时，k-最近邻分类器的 VC 维数为无穷大。,正确，正确,错误，错误,正确，错误,错误，正确,A,machine_learning,computer science
26,当 STP 解算器对特定路径的约束查询超时时，EXE 会做什么？,假设查询是可满足的，并继续执行该路径。,假设查询不可满足，并停止执行该路径,重新启动 STP 并重试查询，重试次数有限。,移除约束的子集并重试查询。,B,computer_security,computer science
15,"对于所有字符串 x，函数 x^M 的递归定义如下。
e^M= e，且
如果 w 是字符串，且 a 是长度为 1 的字符串，那么 
(aw)^M = aw^Ma。
假设 a 是长度为 1 的字符串，而 x 和 y 则是任意字符串，那么，以下哪一项是正确的？",a^M = a,(ax)^M = (xa)^M,(xy)^M = y^Mx^M,以上都不是,D,college_computer_science,computer science
56,陈述 1| 支持向量机构建的最大边距决策边界在所有线性分类器中具有最低的泛化误差。陈述 2| 我们从具有类条件高斯分布的生成模型中获得的任何决策边界原则上都可以用 SVM 和次数小于或等于三的多项式核来重现。,正确，正确,错误，错误,正确，错误,错误，正确,D,machine_learning,computer science
0,访问矩阵保护方法的问题在于,直接保存的矩阵较大，不便管理,无法表示复杂的保护要求,无法判定某个流程能否访问某项资源,无法表示何人有权更改访问矩阵本身,A,college_computer_science,computer science
81,WPA 使用哪种加密形式？,共享密钥,LEAP,TKIP,AES,C,computer_security,computer science
35,以下哪句话关于回归的说法是错误的？,它将输入与输出联系起来。,它用于预测。,它可用于解释。,它发现因果关系,D,machine_learning,computer science
44,以下哪项关于 Python 的说法是正确的？,它支持自动垃圾收集。,它可以轻松地与 C、C++、COM、ActiveX、CORBA 和 Java 集成。,以上两者。,以上都不是。,C,high_school_computer_science,computer science
37,陈述 1| 核密度估计器相当于在原始数据集中的每个点 Xi 处执行值为 Yi = 1/n 的核回归。陈述 2| 学习决策树的深度可以大于用于创建树的训练示例的数量。,正确，正确,错误，错误,正确，错误,错误，正确,B,machine_learning,computer science
54,下列哪项只能在训练数据线性可分时使用？,线性硬边距 SVM。,线性逻辑回归。,线性软边距 SVM。,质心法。,A,machine_learning,computer science
72,以下哪一对 8 位二补码数字相加时会溢出？,11111111 和 00000001,00000001 和 10000000,11111111 和 10000001,10000001 和 10101010,D,college_computer_science,computer science
90,"数组 A 包含 256 个元素，每个元素有 4 个字节。第一个元素存储在物理地址 4,096 之处。
数组 B 包含 512 个元素，每个元素有 4 个字节。第一个元素存储在物理地址 8,192 之处。
假设只有数组 A 和数组 B 可以缓存在一个初始为空、物理编址、物理标记且直接映射的 2K 字节缓存中，且该缓存区的块大小为 8 字节。然后执行以下循环。
for (i = 0; i < 256; i++)
    A[i] = A[i] + B[2*i];
那么，在执行循环期间，如果缓存采用直写策略，将有多少字节被写入内存？",0,256,1024,2048,C,college_computer_science,computer science
14,以下哪项不是安全漏洞？,窃听,跨站点脚本,身份验证,SQL 注入,C,computer_security,computer science
94,"假设 M 是一个确定型单带图灵机，其带字符表为 {blank,0,1}，而 C 则表示对 M 的计算过程（可能是无限的），从空白带开始。以下每个问题的输入都是 M 和一个正整数 n。那么，以下哪一个（或哪几个）问题是可以确定的？
I. 计算过程 C 至少持续 n 步。
II. 计算过程 C 至少持续 n 步，且 M 在第 n 步之后的某一刻打印出一个 1。
III. 在计算过程 C 中，M 至少扫描 n 个不同的带方格。",都不是,只有 III,只有 I 和 II,只有 I 和 III,D,college_computer_science,computer science
6,分配效率,意味着不会生产劣质产品。,意味着经济产出的平均分配。,意味着最努力工作的人会得到更多。,意味着资源被用来生产社会所需的商品和服务，而且数量恰到好处。,D,high_school_macroeconomics,economics
82,使用 AD 和 AS 模型，如果增加消费支出 (C)，实际 GDP、价格水平和失业率在短期内会发生什么变化？实际 GDP     价格水平     失业率,上升     降低     降低,降低     上升     上升,上升     上升     降低,降低     降低     降低,C,high_school_macroeconomics,economics
222,如果预计未来价格上涨的速度会更慢，则,菲利普斯曲线将向右移动。,实际通货膨胀率就会上升。,实际通货膨胀率将保持稳定，除非出现供应冲击。,这些预期就会成为现实,D,high_school_macroeconomics,economics
78,下列哪一种商品可能同时提供最大的总效用和最小的边际效用？,塑料,汽车,电脑,空气,D,high_school_microeconomics,economics
281,如果当前的实际 GDP 为 5000 美元，而充分就业的实际 GDP 为 4000 美元，那么以下哪种政策组合最有可能使经济达到这一水平？,减少税收和降低贴现率,增加政府开支和增加税收,减少税收和在公开市场上出售债券,增加政府支出和提高贴现率,A,high_school_macroeconomics,economics
93,从长期看，与完全竞争相比，垄断,为消费者提供更多的产品选择。,有更多效率。,有更低的价格。,价格大于边际收入。,D,high_school_microeconomics,economics
76,"若两个变量 $x_t$ 和 $y_t$ 是协整的，则以下哪些陈述是正确的？

i) $x_t$ 和 $y_t$ 一定都是平稳的


ii) 仅 $x_t$ 和 $y_t$ 的一个线性组合是平稳的


iii) $x_t$ 和 $y_t$ 的协整方程描述两个系列之间的短期关系




iv) $y_t$ 对 $x_t$ 的回归残差必须是平稳的",仅 (ii) 和 (iv),仅 (i) 和 (iii),仅 (i)、(ii) 和 (iii),(i)、(ii)、(iii) 和 (iv),A,econometrics,economics
135,价格歧视性垄断不同于非歧视性垄断，因为歧视性垄断,需求曲线比非歧视性垄断更具弹性,赚取的收入少于非歧视性垄断赚,赚取的收入多于非歧视性垄断赚,产出将少于非歧视性垄断,C,high_school_microeconomics,economics
363,以下哪项仅包含可弥补通胀缺口的政策？,增加货币供应量；出现联邦预算赤字。,减少货币供应量；出现联邦预算赤字。,减少货币供应量；增加税收；减少政府开支。,增加货币供应量；增加税收；减少政府开支。,C,high_school_macroeconomics,economics
267,GDP 由谁每隔多长时间计算一次？,经济分析局；每个季度,经济分析局；每周,经济分析局；每月,劳工统计局；每月,A,high_school_macroeconomics,economics
302,当……时，扩张性财政政策的挤出效应相对较强。,扩张性货币政策与财政政策同时实施,投资需求曲线缺乏弹性,政府支出改善了企业的利润预期,投资需求曲线具有弹性,D,high_school_macroeconomics,economics
215,贸易顺差可能是……的结果。,宽松货币政策,外国人不喜欢该国产品,该国货币升值,收入水平相对于其他国家较低,D,high_school_macroeconomics,economics
234,美国用鲑鱼与秘鲁交换凤尾鱼。如果这些国家是基于相对机会成本进行贸易的，那么情况会怎样呢？,美国在凤尾鱼生产方面具有比较优势，秘鲁在鲑鱼生产方面具有比较优势。,美国在鲑鱼生产方面具有比较优势，秘鲁在凤尾鱼生产方面具有比较优势。,美国在凤尾鱼生产方面具有绝对优势，秘鲁在鲑鱼生产方面具有绝对优势。,美国在鲑鱼生产方面具有绝对优势，秘鲁在凤尾鱼生产方面具有绝对优势。,B,high_school_microeconomics,economics
290,以下哪项等于 1？,长期总供给曲线的弹性,支出（或开支）乘数,货币（或银行）乘数,平衡预算乘数,D,high_school_macroeconomics,economics
34,如果总供给曲线向左移动，均衡价格水平和均衡产出量会发生什么变化？假设总供给曲线向上倾斜。,均衡价格水平上升，而均衡产出量下降。,均衡价格水平下降，而均衡产出量上升。,均衡价格水平和均衡产出量均上升。,均衡价格水平和均衡产出量均下降。,A,high_school_macroeconomics,economics
247,政府购买导致利率上升，从而使实际投资减少，这通常被称为,“挤出”效应。,零政策效果。,拉弗效应。,财政失败。,A,high_school_macroeconomics,economics
81,"研究人员在以下回归模型中检验结构稳定性：

$y_t = \beta_1 + \beta_2 x_{2t} + \beta_3 x_{3t} + u_t$

对于子样本回归，200 个观测值的总样本正好分成两半。则哪个是不受限制的残差平方和？",整个样本的 RSS,第一个子样本的 RSS,第二个子样本的 RSS,第一个子样本和第二个子样本的 RSS 之和,D,econometrics,economics
50,以下哪项是滞胀的结果？,失业率下降,价格水平下降,总供给曲线向右移动,菲利普斯曲线向右移动,D,high_school_macroeconomics,economics
101,下列哪一项陈述最好地描述了 II 型错误？,它是错误地拒绝零假设的概率,它相当于检验的效力,它相当于检验的大小,它是拒绝错误零假设失败的概率,D,econometrics,economics
39,若序列 y 遵循带漂移 b 的随机游走，则对 y 变化的最优领先一步预测是什么？,y 的当前值,零,一,y 变化在样本内周期内的平均值,D,econometrics,economics
71,市场中快餐业工人的最低工资可能会导致,对快餐工人的需求增加。,快餐工人的供应减少。,快餐工人短缺。,快餐工人过剩。,D,high_school_microeconomics,economics
228,当产品质量提高时，CPI 就会,自动上涨。,自动下降。,变为负值。,高估通货膨胀率。,D,high_school_macroeconomics,economics
136,以下哪项最能描述长期的 AS 曲线？,从长期来看总是呈垂直。,总是向上倾斜，因为它遵循供给定律。,总是呈水平。,总是向下倾斜。,A,high_school_macroeconomics,economics
342,根据古典经济学分析，从长期来看，货币供应量的增加会导致,产出量成比例地增加。,滞胀。,实际利率提高。,价格水平成比例地上升。,D,high_school_macroeconomics,economics
139,你在杂货店支付的销售税通常被标记为,累进税。,递减税。,比例税。,消费税。,B,high_school_microeconomics,economics
331,如果总需求曲线向右移动，均衡价格水平和均衡产出量会发生什么变化？假设总供给曲线为古典曲线。,均衡价格水平上升，而均衡产出量下降。,均衡价格水平下降，而均衡产出量上升。,均衡价格水平和均衡产出量均上升。,均衡价格水平上升，而均衡产出量保持不变。,D,high_school_macroeconomics,economics
98,根据凯恩斯经济理论，,美国联邦储备委员会 (FED) 不应采取货币政策。,货币供应量的变化会产生重大影响。,财政政策是使总需求曲线移动的首选方法。,美国联邦储备委员会 (FED) 应允许货币供应量以恒定的速度增长。,C,high_school_macroeconomics,economics
177,如果……，部分准备金银行制度创造货币的能力就会减弱。,借款家庭将全部贷款金额转存回银行,银行持有超额准备金,银行将多余的准备金全部借给借款客户,家庭增加在银行的支票存款,B,high_school_macroeconomics,economics
333,以下哪位可以被视为失业人员？ I. 辞职另谋高就的 Mary。 II. 45 岁退休，实现了自己梦想的 John。III. 做着兼职工作但希望从事全职工作的 Diane。,仅 I,仅 II,只有 III,I 和 III,A,high_school_macroeconomics,economics
173,以下哪一种商品的需求曲线可能最有弹性？,对白色福特厢式旅行车的需求,对汽车的需求,对福特汽车的需求,对美国制造汽车的需求,A,high_school_microeconomics,economics
77,一个因变量的值在一定范围外是不可观测的，但自变量的相应值仍然是可用的，则最准确地描述为哪种变量？,删失,截断,多项变量,离散选择,A,econometrics,economics
84,一位美国人购买了一套在中国生产的娱乐系统。那么美国国民收入账户将如何处理这笔交易？,净出口和 GDP 均增加。,净出口和 GDP 均减少。,净出口与 GDP 的走向相反。,净出口减少，GDP 不变。,B,high_school_macroeconomics,economics
180,国债增加对美元市场以及美元相对于其他货币的价值有何影响？美元市场     美元价值,需求增加     升值,供给增加     升值,供给减少     贬值,需求减少     贬值,A,high_school_macroeconomics,economics
322,Ceteris paribus,是希腊语，意思是“永不改变”。,的意思是任何事情都可能随时发生变化。,是拉丁语，意思是“其他一切保持不变”。,的意思是“当处于平衡状态时”。,C,high_school_macroeconomics,economics
78,Hausman 测试将用于,确定作为同步系统一部分的方程是否被识别,确定特定变量是否需要同步框架,确定 2SLS 或 ILS 是最优的,确定结构形式方程是否可以通过简化形式的替换得到,B,econometrics,economics
66,若对包含 4 个变量的系统应用 2 个协整向量的零假设的 Johansen“跟踪”检验，则在检验中使用哪些特征值？,全部,最大的 2,最小的 2,第二大,C,econometrics,economics
255,根据凯恩斯主义分析，大萧条是由……造成的。,支出不足,边际消费倾向的急剧上升,过多投资,外国对经济的影响过大,A,high_school_macroeconomics,economics
67,如果货币供应量增加，那么货币市场会发生什么情况（假设货币需求曲线向下倾斜）？,名义利率上升。,名义利率下降。,名义利率没有变化。,货币的交易需求下降。,B,high_school_macroeconomics,economics
365,根据货币主义理论，,联邦储备委员会 (FED) 应积极采取货币政策。,货币供应量的变化不会产生重大影响。,财政政策是使总需求曲线移动的首选方法。,美国联邦储备委员会 (FED) 应允许货币供应量以恒定的速度增长。,D,high_school_macroeconomics,economics
33,下列哪一个因素可能导致相对较高的样本外预测准确度？,一个基于金融理论的模型,包含许多变量的模型,因变量最近表现出结构变化的模型,完全是统计性质的模型，没有预测判断性修正的余地,A,econometrics,economics
112,相对自由或容易进入（低或不存在进入壁垒）与以下哪项最匹配？,更多的消费者选择，更大的需求价格弹性，更多的竞争者。,更多的消费者选择，更低的需求价格弹性，更多的竞争者。,更多的消费者选择，更大的需求价格弹性，更少的竞争对手。,更少的消费者选择，更低的需求价格弹性，更少的竞争者。,A,high_school_microeconomics,economics
246,紧缩性货币政策会使名义利率、总需求、产出和价格水平发生什么变化？名义利率     总需求     产出     价格水平,下降     上升     上升     上升,下降     下降     下降     上升,上升     下降     下降     上升,上升     下降     下降     下降,D,high_school_macroeconomics,economics
224,劳动需求曲线源自,市场劳动需求曲线,劳动生产的产出的需求曲线,企业的劳动供给曲线,劳动市场的均衡工资,B,high_school_microeconomics,economics
118,如果劳动总产量正在以越来越快的速度增长，,劳动边际产量在上升。,劳动边际产量处于最小值。,劳动边际产量处于最大值。,边际成本正在上升。,A,high_school_microeconomics,economics
106,货币主义者认为，V 和 Q 是,不变的。,稳定的。,可变的。,对于理解货币如何影响经济并不重要。,B,high_school_macroeconomics,economics
167,下列哪一项代表了企业的垄断定价或市场支配力的度量，即指数的值越大，企业的市场定价能力越大？,(MC-P)/MC,(MC-P)/P,(P-MC)/P,(P-MC)/MC,C,high_school_microeconomics,economics
15,Ray 和 Dorothy 都会做饭，并且也都可以在星期六下午在花园里拔草。对于做饭的每一个小时，Ray 可以拔 50 根草，Dorothy 可以拔 100 根草。基于这些信息，,Ray 拔草，因为他在做饭方面有绝对优势。,Dorothy 拔草，因为她在做饭方面有绝对优势。,Dorothy 做饭，因为她在做饭方面有比较优势。,Ray 做饭，因为他在做饭方面有比较优势。,D,high_school_microeconomics,economics
10,"在下列哪种情况下，自助抽样法优于纯模拟？

i) 若希望实验数据的分布特性

与某些实际数据的分布特性相同


ii) 若希望确切地知道实验中

数据的分布特性


iii) 若实际数据的分布特性未知


iv) 若可用的实际数据样本非常小",仅 (ii) 和 (iv),仅 (i) 和 (iii),仅 (i)、(ii) 和 (iv),仅 (i)、(ii)、(iii) 和 (iv),B,econometrics,economics
230,假设实际 GDP 增加。我们可以毫无疑问地得出,价格上涨的结论。,就业率提高的结论。,生产力提高的结论。,价格和/或产出提高的结论。,C,high_school_macroeconomics,economics
65,房子的价格最好用哪种数字来描述？,离散,基数,序数,标称数,B,econometrics,economics
104,性别差距可能与男性/女性在以下方面的差异有关,荷尔蒙,危险行为和职业,吸烟比例,以上皆是,D,human_aging,health
138,一名以前健康的 27 岁男性发现阴茎上有三个无触痛的病变，4 周后他去看医生。他说这些病变大小没有变化。他与多个男性和女性伴侣有性行为，并且不定期使用避孕套。他不服用任何药物。社交场合他会喝两到五瓶啤酒。他偶尔吸食大麻。他的体温是 36.9°C (98.4°F)。无淋巴结病变。检查显示阴茎中轴有三个直径 10 毫米的无蒂、肉色病变。在稀释的醋酸溶液作用下，病变变白。其余检查未见异常。下列哪种后续治疗措施最合适？,口服阿昔洛韦治疗,口服多西环素治疗,青霉素肌内注射治疗,冷冻疗法,D,professional_medicine,health
88,在欧洲，哪些药物获批上市用于治疗肥胖？,奥利司他,芬特明/托吡酯,Lorcaserin,纳曲酮/安非他酮,A,nutrition,health
34,接手照顾生命只剩 6 个月或不到 6 个月的人，试图让他们待在家里，为他们提供止痛药，并终止所有延长生命的手段，这样的计划被称为,安乐死,冷冻疗法,医疗保险,临终关怀,D,human_aging,health
192,一名 33 岁的女性因为轻度恶心、尿频尿急和便秘两天而来就诊。她还在过去两周内体重减轻了 4.5 千克（10 磅）并有 3 周的阴道出血史。盆腔检查显示宫颈结节，后唇不规则且易碎，以及一个坚硬、不规则、固定的盆腔肿块，横跨骨盆。宫颈和阴道前壁活检标本检查显示分化良好的角化鳞状细胞癌。下列哪项最能描述该患者疾病的发病机制？,p53 基因失活,病毒启动子插入到细胞生长因子基因旁,特殊转导,TAX 对细胞生长因子基因的反式激活,A,professional_medicine,health
137,未得到治疗的龋齿估计全球患病率是多少？,20%,40%,60%,80%,B,nutrition,health
111,组装是病毒复制的重要后期阶段，通常需要下列哪项完成该阶段？,使用细胞核和细胞质中的细胞支架,夺取细胞的脂质和膜,病毒基因组中嵌入的总体计划,细胞和病毒蛋白之间的随机相互作用,A,virology,health
109,一位 55 岁男性因为持续两周出现的复发性广泛水泡形成而前往医生处。体检显示病变多见于弯曲部位，包括腋窝和腹股沟。水泡不容易破裂，没有口腔病变。这些水泡最有可能是下列哪种物质粘附失败引起的？,基底膜,真皮乳头,朗格汉斯细胞,黑素细胞,A,professional_medicine,health
37,一位 37 岁的艾滋病 (AIDS) 女性患者因有 1 个月的进展性腹泻和 1.8 公斤（4 磅）体重减轻来就诊。过去一周，她每天排出六次大量稀便。她目前正在接受三联抗逆转录病毒治疗。她是一名空姐，定期在美国国内航班工作。她每月飞往亚洲至少一次。她身高 163 厘米（5 英尺 4 英寸），体重 59 公斤（130 磅）；BMI 是 22 kg/m²。患者体温 37°C（98.6°F），脉搏 88 次/分钟，血压 112/64 mm Hg。腹部平坦。其余检查无异常。CD4+ T 淋巴细胞计数为 400/mm³（正常值≥500）。下列哪种是最可能的致病微生物？,隐孢子虫,巨细胞病毒,鸟-胞内分枝杆菌复合体,肠炎沙门氏菌,A,professional_medicine,health
136,关于手臂反射的评估，下列哪项是正确的？,肱二头肌反射的根值是 C5、C6,若轻拍肌腱时没有反射，则记录为缺失,肱三头肌腱在肘前窝受到撞击,手指剧烈抽搐证实下运动神经元损伤,A,clinical_knowledge,health
64,如果男性运动员在训练期间的平均耗氧率为 2 l/min，则他的能量消耗率大概是：,400 kJ/min。,200 kJ/min。,80 kJ/min。,40 kJ/min。,D,college_medicine,health
112,HIV 传播给婴儿最大单一决定因素是：,母亲的年龄,母亲的病毒载量,母亲的免疫状态,父亲的病毒载量,B,virology,health
156,关于评价人类营养中蛋白质质量的方法，以下哪种说法是正确的？,大鼠蛋白质功效比值试验 (PER) 是评估人类营养蛋白质质量的良好方法。,大鼠净蛋白利用试验 (NPU) 是评估人类营养蛋白质质量的最佳方法。,动物生长试验低估了作为人类营养的饮食蛋白质质量,发育中的大鼠是评价人类营养中蛋白质质量的良好模型。,C,nutrition,health
135,双盲研究的目的是：,实现治疗和未治疗受试者的可比性,降低抽样变异的影响,避免观察者和受试者偏倚,避免观察者偏倚以及抽样变异,B,virology,health
119,客观人格测验的一个例子是,主题统觉测验 (TAT),明尼苏达多相人格测验 (MMPI),罗夏墨迹测验,麦克亚当斯水平测验,B,human_aging,health
62,顺利跑完马拉松的关键要素是：,优势。,体能。,步幅长度。,耐力。,D,college_medicine,health
83,下列哪项被认为与多次冲刺活动中外周肌疲劳的发展有关？,无机磷酸盐的积累。,肌肉中高渗透压的发展。,过量的抗氧化物。,缺钾。,A,college_medicine,health
122,下列哪项正确？,每天每公斤体重增加 3 克以上的蛋白质摄入量会刺激肌肉生长，增加力量。,肌酸补充剂可以增加肌肉的强度和力量。,氨基酸补充剂可以增加肌肉的强度和力量。,肌肉损伤是由缩短收缩引起的。,B,college_medicine,health
182,如果一名健康女性的平均每日总能量摄入量为 9279 kJ，粪便和尿液的能量含量分别为 647 kJ 和 318 kJ。那么其平均每日可消化能量摄入量和可代谢能量摄入量分别为：,647 kJ 和 318 kJ,9279-318 kJ 和 9279-647 kJ,9279 + 318 kJ 和 9279 + 647 kJ,9279-647 kJ 和 9279- (647 + 318) kJ,D,nutrition,health
17,对同居老年人的调查表明，他们倾向于将同居视为,迈向最终婚姻的第一步,婚姻的替代品,节省开支的一种方式,他们的绝唱,B,human_aging,health
148,根据依恋理论，在心理学研究过程中，下列哪种儿童最有可能依附于一名之前不认识的男性心理学家?,在安全、稳定环境中长大的两个月大女婴。,在安全、稳定环境中长大的五个月大男婴。,由一名经常忽视他的照护者抚养的八个月大男婴。,由两名偶尔忽视她的照护者抚养的十三个月大女婴。,A,college_medicine,health
106,晚年神经质的增加可有力地预测______,死亡率,社会支持的丧失,认知能力下降,独立性,A,human_aging,health
232,严格素食母亲所生的婴儿的哪种营养素缺乏的风险会增加？,维生素 C,叶酸,维生素 B12,钙,C,nutrition,health
248,一名 72 岁的女性，过去 38 年每天吸烟 20 支，开始使用眼药水治疗青光眼。三天后，她在上楼梯时气短明显加重。下列哪种药物最有可能导致该患者出现气短？,阿拉可乐定,肾上腺素,拉坦前列素,噻吗洛尔,D,professional_medicine,health
38,投射测验一般比客观人格测验____。,可靠性更高,更直观,更有效,提供更多信息,B,human_aging,health
185,正在进行一项研究，以评估造船厂工人中的间皮瘤。一家大型造船厂提供了过去 50 年中所有员工接触石棉的记录。工人的健康保险公司提供的索赔数据记录了当前工人及退休人员的所有胸部 X 光片和间皮瘤的诊断。研究招募了被诊断为间皮瘤的造船厂工人和未被诊断为间皮瘤的造船厂工人。研究中的所有受试者都必须进行胸部 X 光检查。要选择一个进行过胸部 X 光检查的对照组，下列哪个理由最好？,解决混杂变量,证明因果关系,尽量减少评估偏倚,减少回忆偏倚,C,professional_medicine,health
85,丙酮酸脱氢酶复合物：,位于肌质中。,催化丙酮酸转化为乙酰辅酶 A。,催化丙酮酸转化为乳酸。,催化乳酸转化为丙酮酸。,B,college_medicine,health
16,DNA 转录为信使 RNA 分子的过程发生在：,核糖体上。,细胞质中。,细胞核中。,仅细胞分裂期间。,C,college_medicine,health
85,______是一组可观察到的特征的，是遗传和环境影响的总和。,基因型,表现型,基因型和表现型,既非基因型也非表现型,B,medical_genetics,health
70,提供 TMJ 位置信息的本体感受器主要集中于,TMJ 的关节囊和韧带以及翼内肌。,TMJ 的关节囊和韧带以及翼外肌。,TMJ 的关节盘以及翼内肌。,TMJ 的关节盘以及翼外肌。,B,anatomy,health
186,在从事过桥梁工作的人中，有多大比例的人认为桥梁工作比他们的职业工作更好？,不到 25%,不到 50%,超过 50%,超过 75%,C,human_aging,health
68,在左心室收缩之间，血液继续在血管中流动，因为：,心房在收缩。,血管收缩了。,右心室放松。,动脉有弹性后坐力。,D,clinical_knowledge,health
153,在过去的二十年期间，随着流行病学研究发现显示早期经历和后期健康之间的联系，学界对孕妇营养的关注度也增加。以下哪种说法是正确的：,尽管生命早期因素似乎很重要，但与心血管疾病和 2 型糖尿病风险的联系多可用成人生活方式来解释,仅有英国研究观察到早期经历和后期健康之间存在联系,流行病学证据显示，生理程序化差异仅与出生前事件相关,流行病学证据显示，生理程序化差异与出生前和出生后早期事件相关,D,nutrition,health
226,在一个完整的三羧酸循环（Krebs 循环）中形成多少 CO2 和 ATP 分子？,2CO2 和 2ATP,2CO2 和 16ATP,2CO2 和 12ATP,2CO2 和 1ATP,D,clinical_knowledge,health
210,一名 47 岁的男子在突然发生严重的枕部头痛和颈部僵硬后 12 小时来看医生。他没有其他症状，也没有严重头痛的病史。他有高血压和胃食管反流病。目前正在服用氢氯噻嗪和雷尼替丁。他能分辨人、地点和时间。体温为 36.7°C（98.1°F），脉搏为 100 次/分，血压为 160/90 mm Hg。颈部因疼痛活动范围减少。神经系统检查未见局灶性异常。下列哪项是最可能的诊断？,丛集性头痛,脑膜炎,偏头痛,蛛网膜下腔出血,D,professional_medicine,health
