dataset,doc_id,seg_id,chinese,english
newstest2019.zh-en.xml,chinanews.com.1649,5,本次降税主要涉及纺织品；石材、陶瓷、玻璃制品；部分钢铁及贱金属制品；机电设备及零部件，如金属加工机械、纺织机械、工程机械、输变电设备、电工器材、仪器仪表等；资源性商品及初级加工品，如非金属矿、无机化学品、木材及纸制品、宝玉石等。,"This tax reduction mainly involved the textiles; stones, ceramics, glass products; some steel and base metal products; electromechanical devices and parts, such as metal processing machinery, textile machinery, engineering machinery, electric transmission and transformation equipment, electrical appliances, instruments and apparatus, etc.; resource goods and primary processed goods, such as non-metal ores, inorganic chemicals, wood and paper products, gemstone and jade, etc."
wmttest2022.zh-en.xml,social_zh_zhihu.com_67972878,19,在亮度方面，大品牌激光电视可以达到2000以上的流明。,"In view of brightness, the laser TV of a big brand can achieve the lumen of more than 2000."
newstest2020.zh-en.xml,chinanews.com.102864,26,方队政委王谦介绍，方队队员全部来自武警北京总队 — — 这是一支有着光荣传统的部队，先后担负过开国大典、历次国庆庆典、历届党的全国代表大会安保及首都反恐维稳等重大任务，培育出“国旗卫士 ” “ 卫国英雄中队”等一大批英模集体和个人，先后有50多个单位和个人被国务院、中央军委及武警部队授予荣誉称号。,"Political Commissar Wang Qian from the unit said that all members come from the People's Armed Police Beijing Corps - a group that takes pride in its glorious traditions, and that has taken on many significant tasks, including the founding ceremony of the New China, past National Day celebrations, security at Party National Congresses, anti-terrorist fighting, and stability maintenance in the capital, it has produced many personal and collective heroes, and more than 50 units and individuals have received honorary titles conferred by the State Council, the Central Military Commission of the Communist Party of China, and the People’s Armed Police Force."
newstest2020.zh-en.xml,xinhua-zh-01.6608,2,庆祝中华人民共和国成立70周年外国专家招待会27日晚在人民大会堂举行，中共中央政治局常委、国务院副总理韩正出席并致辞。,"A foreign expert reception to celebrate the 70th anniversary of the founding of the People's Republic of China was held in the Great Hall of the People on the evening of the 27th, and Han Zheng, Member of the Political Bureau of the CPC Central Committee and Vice Premier of the State Council, attended and addressed the reception."
newstest2020.zh-en.xml,jingji_guancha_bao-zh-01.230,6,去年9月18日，塞力斯公告称，公司刘文豪等七位计划增持的高管人员已累计增持公司股份39.43万股（占公司总股本的0.1922 % ） ，增持金额合计702.29万元，本次增持计划已实施完成。,"On September 18 last year, Thalys announced that the company's seven senior management personnel, including Liu Wenhao, planned to increase their holding to 390300 shares (accounting for 0.1922% of the company's total share capital), so the total increase added up to 7022900 yuan, and the current shareholding plan has been fully implemented."
newstest2018.zh-en.xml,cctv_news_1117,107,学习贯彻党的十九大精神中央宣讲团动员会一号在京召开，中共中央政治局常委、中央书记处书记王沪宁出席会议并讲话。,"A mobilization meeting of the Publicity Department, CCCPC intended for studying and implementing the essence of the 19th CPC National Congress was convened on November 1th. Wang Hu’ning, member of the Standing Committee of the Political Bureau of the CPC Central Committee and Secretary of the Secretariat of the CPC Central Committee attended the meeting and delivered a keynote speech."
newstest2018.zh-en.xml,055_197067,3,当地网友发布的视频显示，爆炸现场浓烟滚滚，并伴有响声。,"The videos released by local netizens showed that thick smoke was billowing at the scene of the explosion, accompanied by noise."
newstest2019.zh-en.xml,chinanews.com.1509,17,数据方面，库里出场20分钟得到21分4个助攻，汤普森三分球4中3得到17分，杜兰特16分，德里克森替补登场拿下10分。,"On the data front, Curry played 20 minutes with 21 points and 4 assists, Thompson had 17 points with 3 of 4 from 3-point range, Durant had 16 points, and Derrickson had 10 points as a substitute."
newstest2018.zh-en.xml,cctv_news_1217,198,努力把我们生于斯、长于斯的这个星球建成一个和睦的大家庭，把世界各国人民对美好生活的向往变成现实。,We should strive to build this planet where we were born and grow into a harmonious family where our shared yearning for a good life for all the people of the world can be turned into a reality.
newstest2019.zh-en.xml,chinanews.com.1537,21,“按时间顺序慢慢看下来，感到中国一步一步走来，越来越强大，令身在异乡的我们特别振奋 ” ， 刘元吉说。,"""After browsing the pictures slowly in a chronological order, I feel that China is becoming stronger and stronger step by step. This makes us particularly excited in a foreign land"", Liu Yuanji said."
newstest2017.zh-en.xml,ifeng0812.news.49767888_0,2,但它们的生长速度极其缓慢，有时1年只长约1厘米，这提示格陵兰鲨可能有着格外长的寿命。,"But their growth rate is extremely slow, sometimes only about 1 cm a year, suggesting that Greenland shark may have an extra-long life."
newstest2021.zh-en.xml,hunan_ribao-zh.6029,5,吴桂英说，本次节会的举办，对于贯彻落实习近平总书记“要把红色资源利用好、把红色传统发扬好、把红色基因传承好”的重要指示，进一步抓好我省红色旅游发展，促进文旅市场复苏，让“红色力量”凝聚成建设富饶美丽幸福新湖南的广泛合力，具有重要意义。,"Wu Guiying said that holding this festival will play an important role in carrying out the important instructions of General Secretary Xi Jinping to ""make good use of red resources, carry forward the red tradition, and do a good job of passing on red genes"", thereby further accelerating the development of red tourism in the province, promoting the recovery of the cultural and tourism market, and making ""Red Power"" a cohesive force to build a revitalized, rich, beautiful, and happy new Hunan."
newstest2017.zh-en.xml,peopledaily0812.pic.c1016-28631699,1,8月11日，武警山东总队烟台支队组织特战狙击手冒着34摄氏度的高温来到昆嵛山开展丛林训练。,"On August 11, the Armed Police Shandong Corps Yantai detachment organized special war snipers to have jungle training at Kunyu Mountain under the high temperature of 34 degrees Celsius."
newstest2021.zh-en.xml,rfi-chinese.16516,12,受中美关系紧张情势进一步升高影响，离岸、在岸人民币对美元汇率22日盘中一度大贬，双双跌破1美元兑人民币7.0元关口。,"The offshore and onshore RMB exchange rates fell sharply against the US dollar on the 22nd, both falling below the mark of USD $1 to RMB 7.0 as tensions between China and the US escalated."
newstest2019.zh-en.xml,chinanews.com.1394,10,回应“裁员”传闻：明确不裁员。,"Respond to the rumor of ""layoff"" : it is clear that there will be no layoff."
newsdev2017.zh-en.xml,ifeng0812.news.49767194_0,3,哈尔滨市警方依法对该俄籍男子拘留5天的处罚，同时作出限制其五年内不准入境中国的决定。,"The Harbin police meted out the penalty of 5-day detention to the Russian man in accordance with the law. At the same time, a decision of forbidding him from entering China within five years has been made."
newstest2020.zh-en.xml,xinhua-zh-01.6565,2,9月26日至27日，为深化拓展“不忘初心、牢记使命”主题教育成果，中央军民融合办、国家国防科工局、全国工商联联合组织“国有企业和优势民营企业走进赣南革命老区”调研活动，重温革命历史，追寻红色足迹，传承红色基因，开展相关企业与赣州市的需求对接，促进革命老区加快发展。,"From September 26 to 27, in order to deepen and expand the educational achievements of the theme of “Remain true to our original aspiration and keep our mission firmly in mind”, the Central Military-Civilian Integration Office, the State Administration of Science and Industry for National Defense, and the All-China Federation of Industry and Commerce jointly organized the research event of “state-owned enterprises and advantageous private enterprises entering the revolutionary base areas in southern Jiangxi"" to review the history of the revolution, follow the red footprints, and pass on the red genes, thus the purpose of this activity is to interface with the needs of related enterprises and Ganzhou City and to accelerate the development of revolutionary areas."
newstest2020.zh-en.xml,xinhua-zh-01.6390,13,“十一”期间门店将推出不少活动，例如抽奖、到店立减等。,"During National Day, the shop holds many activities, such as prize drawings and discounts for visiting the shop."
newstest2021.zh-en.xml,chinanews.com.229484,4,巴研究人员将全国55家医院的667名患者分成三组，进行了临床试验；主要对比单独使用羟氯喹或结合其它抗生素阿奇霉素的治疗效果，分析是否有助于改善新冠肺炎轻度和中度患者的病情。,Brazilian researchers put 667 patients from 55 hospitals across the country into 3 groups for clinical trials to compare the effectiveness of treatment using hydroxychloroquine only and through hydroxychloroquine combined with other antibiotics (azithromycin) to see if it was helpful in improving COVID-19 patients’ mild and moderate conditions.
newstest2021.zh-en.xml,xinhua-zh-01.120197,6,“在家闷久了，一看到有团队游，马上把消息分享给朋友一起报名，以前从来没有来过兰溪，非常期待这次旅行。”，孙阿姨说。,"“I’ve been bored sitting at home for a long time, so when I saw a group tour, I shared the news with my friends right away, and we all signed up, and I’ve never visited Lanxi, so I’ve been looking forward to this trip, “ said Mrs. Sun."
wmttest2023.zh-en.xml,gb-1,8,GB 18030 一 2022,GB 18030-2022
newstest2017.zh-en.xml,nytimes.69931,22,科先生解释了为何他和他的妻子要写这本书：“当时，食物已成为令美国人感到不快的主要话题。”,"""This was a time when food became a central, fraught subject for the American people,"" Mr. Coe said, explaining why he and his wife wanted to write about it."
newstest2017.zh-en.xml,ifeng0812.news.49767662_0,8,在赛事保障方面，目前大会招募了580名志愿者，在比赛期间，这些志愿者们将在各个赛场为运动员和观众提供热情服务。,"In terms of event security, the current conference recruited 580 volunteers, during which the volunteers will provide services in the various venues for athletes and visitors."
wmttest2023.zh-en.xml,wdr-2,28,注射吸毒者中常见的未经治疗的丙型肝炎导致的肝癌的相关残疾调整寿命年数增幅特别高——达到40%。,"Untreated hepatitis C, which is predominant among infusing medicate clients, essentially expanded the number of DALYs (disease-associated mortality occasions) connected to liver cancer (up to 40%)."
newstest2021.zh-en.xml,chinanews.com.229527,2,与此同时，坐落在北京城市副中心的国家大剧院台湖剧场也迎来了抗疫以来首场线下演出，指挥家郑健携手国家大剧院合唱团激情唱响“台湖星期音乐会”之军歌嘹亮—军旅合唱歌曲音乐会。,"At the same time, the Taihu Theatre of National Centre for the Performing Arts (NCPA), located in the sub-center of Beijing, also staged the first offline performance since the outbreak of the COVID-19; conductor Zheng Jian and the passionate National Grand Theatre Chorus presented the ""Taiko Music Week"", a concert of military choral songs."
newstest2017.zh-en.xml,ifeng0812.news.49765603_0,14,大量迹象还表明，火星以前很可能与目前的地球一样，只是经过几十亿年的演化才变成大气层稀薄、温度较低、水源枯竭等样子。,"A large number of signs also show that the Mars is likely to be the same as the current Earth, only after billions of years of evolution into the atmosphere thin, low temperature, water depletion and so on."
newstest2020.zh-en.xml,hunan_ribao-zh.186,7,福康社工服务中心相关负责人表示，70年来，在党和政府的支持下，长沙市残疾人事业不断发展进步，越来越多的残疾人真正成为社会经济发展的参与者、贡献者和享有者，关爱帮助残疾人、关心支持残疾人事业也逐渐成为全社会共识。,"The relevant manager of the Fukang Social Work Service Center said that in the past 70 years, with the support of the party and the government, the cause of disabled people in Changsha has continued to develop and make progress, and more and more disabled people have truly become participants and contributors in the economy and society, while caring and helping the disabled and supporting the disabled cause have gradually become widespread social consensus."
newstest2018.zh-en.xml,cctv_news_1117,478,基层群众性自治组织特别法人统一社会信用代码证书。,"Unified Social Credit Code certificate for the special legal person, a grassroots autonomous organization in Beijing."
newsdev2017.zh-en.xml,ifeng0812.news.49765695_0,2,"拉莫斯在离开香港前发表声明，形容早前在香港与老朋友的会面气氛友好愉快,双方以私人身份探讨了如何推进中菲之间的和平与合作。","Ramos made a statement before leaving Hong Kong, saying that he had a friendly and happy meeting with his old friends in Hong Kong, and they discussed how to advance peace and cooperation between the two countries as individuals."
wmttest2022.zh-en.xml,xinhua-zh-01.103967,12,此次参与申诉的除美国华裔团体外，还包括美国印度裔、韩裔、日裔、巴基斯坦裔教育团体。,"In addition to Asian groups in the U.S., the groups involving in the complaint also include Indian, Korean, Japanese and Pakistani education groups in the U.S."
wmttest2022.zh-en.xml,ecommerce_zh_xiaohongshu.com_25328504,6,其实很多深色系的衣服是微胖女孩子们的标配（这一点作者深有体会），深颜色也是掩盖你身体胖的好方法，高贵典雅的黑色短裙也是微胖女孩的首选。,"In fact, lots of dark color clothes are standard configuration of slightly fat girls (which the author deeply agrees on), and dark colors are good methods to cover fatness; in addition, noble and elegant black short shirts are best choices for slightly fat girls."
newstest2021.zh-en.xml,chinanews.com.229527,15,央视《新闻联播》主播刚强来到国家大剧院的后台化妆间，为大家揭秘了捷杰耶夫、郎朗等音乐大师登台前的“据点”，随后他来到国家大剧院一层的公共空间，在三台有故事的九尺钢琴前与杨洋、张昊辰以及国家大剧院调琴师于快展开对话，刚强以一位资深钢琴爱好者的视角与他们探讨了钢琴的维护与保养、拉赫玛尼诺夫的音乐、音乐家们平时的生活和演前的准备等话题，在导赏的最后，刚强还与张昊辰“接力”合作了舒曼《梦幻曲》，让网友观众们大饱眼福。,"During this, the CCTV presenter Gang Qiang of Xinwen Lianbo (News Broadcast) came to the NPCA backstage dressing room to reveal the ""stronghold"" of musicians such as Valery Gergiev and Lang Lang before they took to the stage, and then came to the public space on the ground floor of the NCPA to converse about their stories with Yang Yang, Zhang Haochen and NCPA tuner Yu Kuai in front of three nine-foot pianos with stories, where Gang Qiang also spoke with them about the piano maintenance, Rachmaninoff’s music, the daily life of a musician, pre-stage preparations, and other topics from the angle of a well-known piano lover; finally, at the end of the guided tour, Gang Qiang and Zhang Haochen collaborated on Robert Alexander Schumann's Traumerei, to the delight of the audience."
newstest2021.zh-en.xml,chinanews.com.229819,4,每年填报高考志愿，都有学生或者家长因为对于志愿填报中涉及的名词不了解，进而影响志愿填报。,"Each year, when we fill out our preferred majors on the NCEE (National College Entrance Examination), there are always students and parents who don’t understand the terminology involved, which can directly affect how you select your preferred majors."
newstest2018.zh-en.xml,cctv_news_1217,286,在深圳市龙岗区妇幼保健院，一大早就有数十位怀孕十二周左右的准妈妈在等待接受一项重要的检查。,"In a Maternal and Child Health Hospital in Longgang District, Shenzhen City, in the early morning, there were dozens of pregnant women who have been pregnant for about twelve weeks waiting for an important test."
newstest2018.zh-en.xml,sogou_web_data_20180206,166,不久前，中国国家能源局宣布，2020年前，将向可替代能源领域投资2.5万亿元人民币。,"Not long ago, the National Energy Administration of China announced that by 2020, it will invest 2.5 trillion yuan in the field of alternative energy."
wmttest2022.zh-en.xml,social_zh_tieba.baidu.com_73936515,16,那么随着社会的发展，市场的推广费用，比如说：商场的促销人员、商场的陈列费用、产品的赠品费用、广告费用等也在不断的增加。,"With the development of the society, there are increasingly grown expenses in market promoting, such as the expenses for promoters in shopping malls, the expenses for display in shopping malls, the expenses for gifts of products and the expenses for advertisement."
wmttest2022.zh-en.xml,chinese.macao.5817,22,澳大科技学院院长须成忠宣读江朝晖赞辞时表示，江朝晖女士参与研发的重大发明和专利，至今累积超过15项与存储虚拟化、导航、文件系统和电源管理相关，无不实用性高，使用广泛，提升人类生活便利度。,"When reading out the praise of Jiang Zhaohui, Xu Chengzhong, dean of the Institute of Technology of University of Macau, expressed that 15 significant inventions and patients invented with the participation of Ms. Jiang Zhaohui are related to storage virtualization, navigation, document system and power management, which are all widely applied with favorable practice, improving the convenience of life."
newstest2021.zh-en.xml,chinanews.com.229794,6,以色列曾多次以打击该组织为由，对叙境内目标实施空袭。,"On the grounds of attacking Hezbollah, Israel has conducted several air raids on targets in Syria."
newstest2020.zh-en.xml,xinhua-zh-01.6202,13,我们要共同用好《联合国宪章》第六章，发挥好联合国在斡旋、调解等方面的作用。,"We should jointly make good use of Chapter VI of the Charter of the United Nations and give full play to the role of the United Nations in mediation, conciliation, etc."
newstest2017.zh-en.xml,ifeng0812.news.49766540_0,6,截至２０１６年６月的１２个月时间里，新西兰劳动年龄人口增长３.６％，达到１５８万人。,"As of June 2016, New Zealand's working-age population rose by 3.6 percent to 1.58 million."
newstest2019.zh-en.xml,chinanews.com.1743,4,玉城1日向媒体表示，选举结果表明县民们不想让翁长知事生前的努力白费，他将继承翁长知事遗志，继续就反对美军基地搬迁计划和普天间基地的关闭等向日本政府和美国政府作出努力。,"Tamaki told the media on October 1 that the result of election showed that the Okinawa people didn't want to waste the former governor Onaga Takeshi's efforts during his lifetime, and he would carry out Takeshi's behests to make continued efforts in opposing the plan of relocating the US military base and the closure of the Futenma base to the Japanese government and the American government."
newstest2018.zh-en.xml,cctv_news_1117,116,讲清楚中国特色社会主义进入新时代的重大意义，讲清楚我国社会主要矛盾变化的深远影响，讲清楚两个一百年奋斗目标。,"We should make clear the significance of socialism with Chinese characteristics as it enters a new era, the far-reaching influence of the change of the society’s principal contradiction, and the Two Centenary Goals."
newstest2018.zh-en.xml,cctv_news_1217,253,全国政协副主席、台盟中央主席林文漪代表各民主党派中央和全国工商联致贺词。,"Lin Wenyi, Vice President of the CPPCC National Committee and President of the Central Committee of the Taiwan Democratic Self-Government League, delivered a congratulatory message on behalf of all democratic parties and the All-China Federation of Industry and Commerce."
wmttest2023.zh-en.xml,watch-4-zh_0890690-69,3,不足：镜面容易划伤、进灰尘。,Shortcomings: The mirror surface is vulnerable to dust buildup and scratches.
newstest2018.zh-en.xml,012_c_1122236278,2,预计12月固定资产投资累计增速为7.2%，与上月持平，低于去年。,"Cumulative growth rate of fixed asset investment in December is forecast to be at 7.2%, unchanged from the previous month, but lower than that a year ago."
wmttest2023.zh-en.xml,chinanews.com.280864,2,2022年回国求职应届留学生留学国前10 图源：《2022中国海归就业调查报告》,"The best 10 universal understudies seeking out for work in China in 2022, concurring to the ""2022 Chinese Returnee Business Study Report"""
newstest2020.zh-en.xml,international_times-zh.167,7,埃及内政部昨天立场坚定表示，对于任何破坏国家稳定的企图都会果断迎击，绝不手软。,The Ministry of the Interior of Egypt stated firmly yesterday that it would resolutely respond to any attempt to destabilize the country and would not show mercy.
wmttest2022.zh-en.xml,social_zh_facebook.com_62145771,16,想要为你的爱车拍摄视频的朋友，欢迎联系我们！,Please contact us if you want to shoot a video for your car!
newstest2019.zh-en.xml,chinanews.com.1334,7,同时，中国呼吁构建以联合国为核心、南北合作为主渠道、南南合作为补充的全球发展合作格局，呼吁各方同心协力构建人类命运共同体。,"At the same time, China calls for the establishment of a global development cooperation of making the United Nations as the core, North-South cooperation as the main channel and South-South cooperation as the complement, and calls on all parties to work together to build a community with shared future for mankind."
wmttest2023.zh-en.xml,voa-voachinese.30674,13,美国官方对这个物体的描述大致可以归纳为：大小相当于一辆小汽车，没有操纵杆，没有悬挂装置，飞行高度为一万米左右。,"This object's official US description can be summed up roughly as follows: The flying height is around 10,000 meters, the size is comparable to a compact automobile, there is no joystick, and there is no suspension system."
newstest2018.zh-en.xml,washpost.116866,105,海滩度假城市马萨特兰附近的帮派敌对势力和安全部队发生一系列枪战，已确认 19 人死亡。,A series of shootouts involving gang rivals and security forces near the beach resort city of Mazatlan had left 19 confirmed dead.
newstest2018.zh-en.xml,timemagazine.75207,6,戴杰坐在泥地上——她没有家具，这里也是她做日常家庭杂务的地方，比如洗衣服，洗衣服的水十分浑浊，都是从附近的沼泽地里弄来的。,"Degei sits on the mud floor - she has no furniture - which is where she also performs her daily chores, such as washing clothes with murky water from the nearby swamp."
newstest2017.zh-en.xml,independent.142390,35,格拉芙下个月将与电视探险员史蒂夫·巴克沙尔结婚。,"Glover has a wedding to attend next month, her own to television adventurer Steve Backshall."
newsdev2017.zh-en.xml,ifeng0812.news.49766350_0,3,杜特尔特对戈德堡干预选举表示强烈不满，甚至威胁要在当选总统后断绝与美国的关系。,Duterte expressed his strong dissatisfaction with Goldberg's interference in the presidential election and even threatened to sever the relationship with the US after he is elected as president.
newstest2018.zh-en.xml,smh.com.au.242750,25,但是从边缘渗透而来的东西能让我们看清我们所处的这个时代的进程。,But what seeps in from the fringes can be highly instructive as to the tenor of the era we're living in.
newstest2018.zh-en.xml,cctv_news_1117,524,今天节目的主要内容有,"In tonight's program, we cover"
newstest2017.zh-en.xml,peopledaily0812.world.c1002-28632659,2,文章称，与之形成对比的是，美国大使官邸从外观来看，完全可以在下一部改编自约翰勒卡雷冷战间谍小说的电影中作为安全屋。,"According to the article, in contrast, the appearance of the American ambassador's residence, from the appearance of view, can be used as safety house in the cold war spy novels of John le Carré."
newstest2021.zh-en.xml,chinanews.com.229660,10,白宫官员私下称，对中国采取的强硬策略是为了挽救特朗普的支持率，同时也是为了转移白宫疫情应对失败的责任。,White House officials’ private statements indicate that the tough position against China is to save Trump’s support rate as well as to shift the focus away from the White House’s failure in response to the pandemic.
wmttest2022.zh-en.xml,en_zh-TW_CLIENT-05_2020-12-20-205_doc08,1,没有，我没有收到 call,"No, I didn’t receive the call."
wmttest2022.zh-en.xml,ecommerce_zh_dangdang.com_104963909,6,【诺拉图书】正版查理和大玻璃升降机 罗尔德达尔作品典藏 查理和巧克力工厂续集 任溶溶译 7-9-12岁儿童文学 三四五六,"[Nora Books] Authentic Charlie and the Giant Glass Elevator, a classic work by Roald Dahl, sequel to Charlie and the Chocolate Factory, translated by Ren Rongrong, children’s literature for 7-9-12 years old, Grade 3, 4, 5, 6"
newstest2020.zh-en.xml,xinhua-zh-01.6520,4,“好好吃，等秋冬季长满了膘，出栏才能卖上好价钱 。 ”,"“Only when Hu sheep eat more forage, when they get fat in autumn and winter, do they sell at a good price. """
wmttest2022.zh-en.xml,ecommerce_zh_jd.com_199854853,13,推荐理由:深层清洁毛孔污垢，软化老化角质，提拉紧致肌肤，淡化面部细纹，柔软丰盈面部，保湿的同时可以改善肤质，防止小皱纹的发生，适合任何肤质，温和不油腻。,"Recommendation reasons: It can deeply clean the dirt in pores, exfoliate skin, lift and tighten skin, fade facial fine lines, soften and enrich facial skin, moisturize skin while improving skin quality and preventing small wrinkles at the same time; it is mild and not greasy, suitable for any skin type."
newsdev2017.zh-en.xml,ifeng0812.news.49766356_0,16,尽管中华文化源远流长，也有着非常强劲的发展势头，但也不可否认，其当下的影响和作用远未到达应有的高度。,"In spite of the fact that the Chinese culture is time-honored and has vigorous development momentum, it cannot be denied that its current influence and function are far from reaching its due height."
newstest2017.zh-en.xml,dailymail.co.uk.170822,37,据了解，在无家可归后，Tanya 与其丈夫现在住在普利茅斯的一处私人房屋。,"After being made homeless, it is understood that Tanya and her partner are now living in private housing in Plymouth."
wmttest2023.zh-en.xml,luggage-4-zh_0130182-97,1,整体还行，不认识是否是真皮,"Overall it's ok, although I'm not sure if the leather is real"
newstest2018.zh-en.xml,004_20180118a00o3b,18,我们纵观全世界的房地产市场，中国的房地产市场由于起步较晚，除了我们之前说的海南之外，尚未出现过大的房地产危机，但是就在十年前的2008年全世界金融海啸的起源就是美国的房地产危机。,"A quick review of the real estate market in the world leads to the conclusion that China’s real estate market hasn't experience major crisis except for the localized crisis in Hainan Province as we mentioned before. This is because commercialization of property is a relatively recent phenomenon in China. However, it's alarming to note that the real estate crisis in the United States triggered a global financial tsunami in 2008, just a decade ago."
newstest2019.zh-en.xml,reuters-zh.1997,15,"丸红维持2,300亿日圆的年度获利预估不变，受助于纸浆与造纸以及发电业务。","Itochu maintained its annual profit prediction of 230 billion yen, helped by pulp, papermaking and power generation."
wmttest2022.zh-en.xml,ecommerce_zh_dianping.com_156665854,3,一开始是朋友介绍的因为信任，所以选择来看一下起初我的预算是7万做个基本装修。,"I went there because of recommendation by one of my friends, and I planned to make a basic decoration with the budget of 70 thousand yuan."
newstest2017.zh-en.xml,ifeng0812.news.49764457_0,2,为督促厂家尽快完工，中国驻圣保罗总领馆组织专人赶赴厂家，深入做工作。,"To urge the manufacturers to finish the production ASAP, the Chinese Consulate General in Sao Paulo sent specially-assigned persons to the manufacturer for in-depth work."
newstest2018.zh-en.xml,smh.com.au.242750,31,这些机器人的创造者想要她们拥有人类的触觉，并模仿真实的人体动作。,"Their creators want them to feel human to the touch, for them to mimic the movement of a real body."
newstest2017.zh-en.xml,foxnews.68215,8,女性会乐于参与此次拍摄，因为它是一个美丽的艺术品。,Women will want to be a part of this project because it's a beautiful piece of art.
newstest2017.zh-en.xml,upi.103566,13,该模型所模拟的金星演化与之前行星科学家推测的相近。,The model produced a story of Venus similar to the evolution previously hypothesized by planetary scientists.
newstest2018.zh-en.xml,alibaba_web_data_20180124,187,“电商扶贫是新一轮扶贫开发的创新举措，是实现精准扶贫、精准脱贫的重要抓手。,“Poverty relief via e-commerce is a new round of innovative measures aimed at poverty relief and development. It is an important means to achieve measures targeted at poverty relief and eradication.
newstest2021.zh-en.xml,jingji_guancha_bao-zh-01.10338,6,纳斯达克证券交易所中国区首席代表郝毓盛在由雪球主办的“2020年上市公司领袖峰会中概股分会”上表示。,"These were the words of Hao Yusheng, NASDAQ Chief Representative for the China Region, at Xueqiu’s “2020 Listed Company Leadership Summit China Concepts Stock Forum”."
newstest2021.zh-en.xml,chinanews.com.229660,9,文章称，美国政府对新冠疫情灾难性的应对，造成了总统特朗普在大选前的民调支持率较为低迷。,"As the article states, U.S. government’s disastrous response to the COVID-19 pandemic has led to President Trump’s sluggish support rate in polls prior to the election."
newsdev2017.zh-en.xml,reuters.165906,5,克劳肖表示，该名为“罗洛过山车”的游乐器械将被关闭等待调查。,"Croushore said the ride, known as Rollo Coaster, would be closed pending an investigation."
newstest2021.zh-en.xml,xinhua-zh-01.120304,9,在虚构的中原大陆，十国之中，南赵国与北燕国比邻而居。,"In this fabricated central China, among the ten kingdoms, the South Zhao Kingdom is adjacent to North Yan Kingdom."
newstest2019.zh-en.xml,chinanews.com.1471,21,降税力度要兼顾财政收入和产业发展的可承受能力。,The tax reduction should balance the financial revenue and the affordability of industrial development.
newstest2019.zh-en.xml,chinanews.com.1255,7,与城市市场不同，农民维权意识相对不强，再加上不少农村位置偏远，处于监管力量够不着的盲区，让假劣商品有了滋生土壤。,"Different from the urban markets, farmers’ awareness of rights protection is relatively weak, and many villages are in remote locations within the blind areas of inspection force can’t reach, so that the fake and inferior goods have a breeding ground."
newstest2018.zh-en.xml,sogou_web_data_20180206,114,根据彭博数据，目前盖茨身家为933亿美元，是全球第二多，在互联网泡沫爆破前，盖茨身家一度超过1000亿美元，相当于现值1480亿美元。,"According to Bloomberg, Bill Gates is currently worth US$93.3 billion, ranking second in the world. And before the bursting of the Internet bubble, he was worth over US$100 billion, equivalent to a current value of US$148 billion."
newstest2021.zh-en.xml,xinhua-zh-01.120587,6,新华社成都7月26日电 题：把优秀返乡农民工打造成乡村振兴生力军,"Xinhua News Agency, reported July 26th Headline: Outstanding returning rural migrant workers can be a force for rural revitalization - Xinhuanet"
newstest2017.zh-en.xml,dailymail.co.uk.170661,9,“杰里米·亨特现在需要采取行动了，取消强制执行，解决初级医生”担心的问题。,"""Jeremy Hunt needs to act now, lift the imposition and address junior doctors"" concerns."
newstest2019.zh-en.xml,reuters-zh.1989,7,Thomas打算明年种更多小麦，希望通过降低对有赖中国需求的作物的依赖，可以多赚一些。,Thomas plans to grow more wheats next year and hopes to earn more by reducing dependence on crops that rely on Chinese demands.
newstest2019.zh-en.xml,qq.com.223,1,[摘要]该船建成后将交付中国国家海洋局东海分局使用，中国自然资源部海洋预警监测司观测处处长陈陟表示，该船投入使用，将对于发展中国离岸海洋观测系统、推进全球海洋观测具有重大意义。,"[Abstract] Upon completion, this vessel will be delivered to the East China Sea Branch of China's State Oceanic Administration for use. Chen Zhi, the director of the Observation Division of Marine Early Warning and Monitoring Department of China's Ministry of Natural Resources, said it would be of great significance to develop China's offshore ocean observation system and promote global ocean observation after the vessel came into use."
newstest2019.zh-en.xml,reuters-zh.1982,2,陈德霖并指，倘若楼价回调，首当其冲受影响的将会是在楼市高峰期时置业的人士，但预计出现如1997年亚洲金融风暴时的楼价急跌、市民大幅削价抛售物业的机会低很多。,"Chen Delin also pointed out that if the property price fell, the first to be affected would be those who bought properties at the peak of the property market, but it was expected that there would be less opportunities to occur the situation like sharply falling property prices and the properties substantially sold by the citizens during the Asian Financial Crisis in 1997."
wmttest2022.zh-en.xml,xinhua-zh-01.103949,12,实践再次证明，党确立习近平同志党中央的核心、全党的核心地位，确立习近平新时代中国特色社会主义思想的指导地位，对新时代党和国家事业发展、对推进中华民族伟大复兴历史进程具有决定性意义。,It is proved by practice again that the establishment of the core position of the Party Central Committee of Xi Jinping and the establishment of the guiding position of Xi Jinping thought on socialism with Chinese Characteristics for a new era play decisive roles in promoting the development of the Party and the country in the new era and in propelling the historical process of the great rejuvenation of the Chinese nation.
newstest2017.zh-en.xml,dailymail.co.uk.170677,30,修改法律条款，使得能够更容易地依照《1983年人民代表法》 (Representation of the People Act 1983) 控告相关人员恐吓罪。,Change the law to make it easier to charge people with intimidation under the Representation of the People Act 1983.
newsdev2017.zh-en.xml,bbc.242503,8,他拒绝接受任何有关布莱登先生带着一把武士刀一直埋伏着等待他们出现的辩解。,He rejected any suggestion that Mr Bryden had been laying in wait for them armed with a samurai sword.
