pinyin,characters,num_characters
lo,"[""囖""]",1
long,"[""㑝"", ""㙙"", ""㚅"", ""㛞"", ""㝫"", ""㟖"", ""㡣"", ""㢅"", ""㦕"", ""㰍"", ""㳥"", ""㴳"", ""䃧"", ""䆍"", ""䏊"", ""䙪"", ""䡁"", ""䥢"", ""䪊"", ""䮾"", ""儱"", ""咙"", ""哢"", ""嚨"", ""垄"", ""垅"", ""壟"", ""壠"", ""屸"", ""嶐"", ""巃"", ""巄"", ""徿"", ""拢"", ""攏"", ""昽"", ""曨"", ""朧"", ""栊"", ""梇"", ""槞"", ""櫳"", ""泷"", ""湰"", ""滝"", ""漋"", ""瀧"", ""爖"", ""珑"", ""瓏"", ""癃"", ""眬"", ""矓"", ""砻"", ""礱"", ""礲"", ""窿"", ""竉"", ""竜"", ""笼"", ""篢"", ""篭"", ""籠"", ""聋"", ""聾"", ""胧"", ""茏"", ""蕯"", ""蘢"", ""蠪"", ""蠬"", ""襱"", ""豅"", ""贚"", ""躘"", ""鏧"", ""鑨"", ""陇"", ""隆"", ""隴"", ""霳"", ""靇"", ""驡"", ""鸗"", ""龍"", ""龒"", ""龓"", ""龙"", ""𠮽"", ""𠱚"", ""𠾐"", ""𡃡"", ""𡬕"", ""𡱯"", ""𢙱"", ""𢤱"", ""𢤲"", ""𢸭"", ""𣫣"", ""𤵸"", ""𤼃"", ""𤾭"", ""𥦌"", ""𥪢"", ""𥪻"", ""𥬆"", ""𥳌"", ""𥸉"", ""𦨩"", ""𦪽"", ""𧍰"", ""𧙥"", ""𧚂"", ""𨇘"", ""𨏠"", ""𨐇"", ""𨛓"", ""𨺚"", ""𩂽"", ""𩄺"", ""𩙘"", ""𩙠"", ""𩟭"", ""𩧪"", ""𪐖"", ""𪔳"", ""𪔷"", ""𪚑"", ""𪚓"", ""𪚘"", ""𪚝"", ""𪚠"", ""𫢒"", ""𱛓""]",134
lou,"[""㔷"", ""㟺"", ""㡞"", ""㥪"", ""㪹"", ""㲎"", ""㺏"", ""䁖"", ""䄛"", ""䅹"", ""䝏"", ""䣚"", ""䫫"", ""䮫"", ""䱾"", ""偻"", ""僂"", ""剅"", ""喽"", ""嘍"", ""塿"", ""娄"", ""婁"", ""屚"", ""嵝"", ""嶁"", ""廔"", ""慺"", ""搂"", ""摟"", ""楼"", ""樓"", ""溇"", ""漊"", ""漏"", ""熡"", ""甊"", ""瘘"", ""瘺"", ""瘻"", ""瞜"", ""篓"", ""簍"", ""耧"", ""耬"", ""艛"", ""蒌"", ""蔞"", ""蝼"", ""螻"", ""謱"", ""軁"", ""遱"", ""鏤"", ""镂"", ""陋"", ""鞻"", ""髅"", ""髏"", """", ""𠖛"", ""𠗩"", ""𠞭"", ""𠳴"", ""𡇭"", ""𡗆"", ""𡪅"", ""𡰌"", ""𢈢"", ""𣤋"", ""𣫻"", ""𤋏"", ""𤠋"", ""𤬏"", ""𥕍"", ""𦎹"", ""𦸢"", ""𧁾"", ""𧢃"", ""𧫞"", ""𧯨"", ""𧰃"", ""𧷡"", ""𨄋"", ""𨝢"", ""𨦖"", ""𨫒"", ""𨱐"", ""𨻻"", ""𩏝"", ""𩨇"", ""𪍣"", ""𪣻"", ""𫠥""]",94
lu,"[""㓐"", ""㔪"", ""㖨"", ""㛬"", ""㜙"", ""㟤"", ""㠠"", ""㢚"", ""㢳"", ""㦇"", ""㪐"", ""㪖"", ""㪭"", ""㫽"", ""㭔"", ""㯝"", ""㯟"", ""㯭"", ""㱺"", ""㼾"", ""㿖"", ""䃙"", ""䌒"", ""䍡"", ""䎑"", ""䎼"", ""䐂"", ""䘵"", ""䚄"", ""䟿"", ""䡎"", ""䡜"", ""䩮"", ""䮉"", ""䰕"", ""䱚"", ""䲐"", ""䴪"", ""侓"", ""僇"", ""剹"", ""勎"", ""勠"", ""卢"", ""卤"", ""噜"", ""嚕"", ""嚧"", ""圥"", ""坴"", ""垆"", ""塶"", ""塷"", ""壚"", ""娽"", ""峍"", ""庐"", ""廘"", ""廬"", ""彔"", ""录"", ""戮"", ""掳"", ""摝"", ""撸"", ""擄"", ""擼"", ""攎"", ""曥"", ""枦"", ""栌"", ""椂"", ""樐"", ""樚"", ""橹"", ""櫓"", ""櫨"", ""氇"", ""氌"", ""泸"", ""淕"", ""淥"", ""渌"", ""滷"", ""漉"", ""潞"", ""澛"", ""瀂"", ""瀘"", ""炉"", ""熝"", ""爐"", ""獹"", ""玈"", ""琭"", ""璐"", ""璷"", ""瓐"", ""甪"", ""盝"", ""盧"", ""睩"", ""矑"", ""硉"", ""硵"", ""碌"", ""磠"", ""祿"", ""禄"", ""稑"", ""穋"", ""箓"", ""簏"", ""簬"", ""簵"", ""簶"", ""籙"", ""籚"", ""粶"", ""纑"", ""罏"", ""胪"", ""膔"", ""臚"", ""舮"", ""舻"", ""艣"", ""艪"", ""艫"", ""芦"", ""菉"", ""蓾"", ""蔍"", ""蕗"", ""蘆"", ""虂"", ""虏"", ""虜"", ""螰"", ""蠦"", ""觮"", ""謢"", ""賂"", ""赂"", ""趢"", ""路"", ""踛"", ""蹗"", ""輅"", ""轆"", ""轤"", ""轳"", ""辂"", ""辘"", ""逯"", ""醁"", ""鈩"", ""錄"", ""録"", ""錴"", ""鏀"", ""鏕"", ""鏴"", ""鐪"", ""鑥"", ""鑪"", ""镥"", ""陆"", ""陸"", ""露"", ""顱"", ""颅"", ""騄"", ""騼"", ""髗"", ""魯"", ""魲"", ""鯥"", ""鱸"", ""鲁"", ""鲈"", ""鵦"", ""鵱"", ""鷺"", ""鸕"", ""鸬"", ""鹭"", ""鹵"", ""鹿"", ""麓"", ""黸"", ""𠀽"", ""𠿛"", ""𡀔"", ""𡉴"", ""𡳴"", ""𡴆"", ""𡷏"", ""𢊩"", ""𢋡"", ""𢟧"", ""𢫫"", ""𢯅"", ""𢲸"", ""𢵮"", ""𢾬"", ""𣆐"", ""𣞓"", ""𣥐"", ""𣩏"", ""𣱀"", ""𣼟"", ""𤝮"", ""𤟘"", ""𤢊"", ""𤣃"", ""𤨍"", ""𤬛"", ""𤮧"", ""𤺼"", ""𤻱"", ""𤽺"", ""𤿴"", ""𥀔"", ""𥀵"", ""𥈛"", ""𥉶"", ""𥒨"", ""𥚊"", ""𥛞"", ""𥛪"", ""𥣤"", ""𥫰"", ""𥲎"", ""𥶇"", ""𦋔"", ""𦌕"", ""𦌟"", ""𦗓"", ""𦪇"", ""𦸐"", ""𦼋"", ""𦽂"", ""𦽎"", ""𦾞"", ""𦾷"", ""𦿊"", ""𦿖"", ""𧀦"", ""𧆣"", ""𧇄"", ""𧌉"", ""𧌍"", ""𧐳"", ""𧨹"", ""𧫓"", ""𧽥"", ""𨁸"", ""𨇖"", ""𨌠"", ""𨏔"", ""𨽐"", ""𩄅"", ""𩅄"", ""𩌫"", ""𩍼"", ""𩓪"", ""𩛼"", ""𩣱"", ""𩯜"", ""𪉖"", ""𪉣"", ""𪍄"", ""𪑄"", ""𪒏"", ""𪖌"", ""𪾦"", ""𫘧"", ""𬬻"", ""𮉡"", ""𮬠"", ""𱏤"", ""𱸧""]",283
luan,"[""㝈"", ""㡩"", ""㱍"", ""䖂"", ""䜌"", ""乱"", ""亂"", ""卵"", ""圝"", ""圞"", ""奱"", ""娈"", ""孌"", ""孪"", ""孿"", ""峦"", ""巒"", ""挛"", ""攣"", ""曫"", ""栾"", ""欒"", ""滦"", ""灓"", ""灤"", ""癴"", ""癵"", ""羉"", ""脔"", ""臠"", ""虊"", ""釠"", ""銮"", ""鑾"", ""鵉"", ""鸞"", ""鸾"", ""龻"", """", ""𠦨"", ""𡄹"", ""𡡗"", ""𡭸"", ""𢌕"", ""𢺈"", ""𢿢"", ""𣨀"", ""𤔔"", ""𤲶"", ""𤼙"", ""𦣋"", ""𦣏"", ""𧖘"", ""𨄄"", ""𨇼"", ""𨈌"", ""𨈎"", ""𨊟"", ""𩪾"", ""𪢮"", ""𰁜"", ""𱤦""]",62
lun,"[""㖮"", ""㷍"", ""䈁"", ""䑳"", ""仑"", ""伦"", ""侖"", ""倫"", ""囵"", ""圇"", ""埨"", ""婨"", ""崘"", ""崙"", ""惀"", ""抡"", ""掄"", ""棆"", ""沦"", ""淪"", ""溣"", ""碖"", ""磮"", ""稐"", ""綸"", ""纶"", ""耣"", ""腀"", ""菕"", ""蜦"", ""論"", ""论"", ""踚"", ""輪"", ""轮"", ""錀"", ""陯"", ""鯩"", ""𠔕"", ""𠼩"", ""𡃝"", ""𤲕"", ""𤷔"", ""𦓾"", ""𧣵"", ""𧱜"", ""𪨧"", ""𫭢"", ""𬬭"", ""𱛍"", ""𲉉""]",51
luo,"[""㑩"", ""㒩"", ""㓢"", ""㞅"", ""㦬"", ""㩡"", ""㪾"", ""㰁"", ""㱻"", ""㴖"", ""㼈"", ""㽋"", ""㿚"", ""䀩"", ""䇔"", ""䈷"", ""䉓"", ""䊨"", ""䌱"", ""䌴"", ""䎊"", ""䯁"", ""倮"", ""儸"", ""剆"", ""啰"", ""囉"", ""峈"", ""摞"", ""攞"", ""曪"", ""椤"", ""欏"", ""泺"", ""洛"", ""洜"", ""漯"", ""濼"", ""犖"", ""猡"", ""玀"", ""珞"", ""瘰"", ""癳"", ""硦"", ""笿"", ""箩"", ""籮"", ""絡"", ""纙"", ""络"", ""罖"", ""罗"", ""羅"", ""脶"", ""腡"", ""臝"", ""荦"", ""萝"", ""落"", ""蓏"", ""蘿"", ""螺"", ""蠃"", ""裸"", ""覙"", ""覶"", ""覼"", ""躶"", ""逻"", ""邏"", ""鏍"", ""鑼"", ""锣"", ""镙"", ""雒"", ""頱"", ""饠"", ""駱"", ""騾"", ""驘"", ""骆"", ""骡"", ""鮥"", ""鴼"", ""鵅"", ""鸁"", ""𠉗"", ""𠏢"", ""𠜖"", ""𠶱"", ""𠻐"", ""𠻡"", ""𡁆"", ""𡆆"", ""𡤢"", ""𡿏"", ""𢅾"", ""𢺆"", ""𢺑"", ""𣂞"", ""𣎆"", ""𣛗"", ""𣜄"", ""𣜢"", ""𣧳"", ""𣨪"", ""𣵟"", ""𤄷"", ""𤔖"", ""𤔝"", ""𤗀"", ""𤨗"", ""𤽥"", ""𤽼"", ""𥡜"", ""𥯛"", ""𦆁"", ""𦣇"", ""𦣖"", ""𦣛"", ""𦿌"", ""𧄿"", ""𧈦"", ""𧟌"", ""𧭥"", ""𧷳"", ""𧹐"", ""𨇽"", ""𨏒"", ""𨟥"", ""𨬅"", ""𨰠"", ""𩂣"", ""𩉙"", ""𩊚"", ""𩌭"", ""𩍪"", ""𩎊"", ""𩮹"", ""𩵇"", ""𩼊"", ""𩽰"", ""𪇱"", ""𪈰"", ""𪌳"", ""𪎆"", ""𪑋"", ""𫌨"", ""𫗩"", ""𭹜""]",151
lv,"[""㔧"", ""㛎"", ""㠥"", ""㭚"", ""㲶"", ""㻲"", ""㾔"", ""䔞"", ""䕡"", ""䥨"", ""侣"", ""侶"", ""儢"", ""勴"", ""吕"", ""呂"", ""垏"", ""寽"", ""屡"", ""屢"", ""履"", ""嵂"", ""律"", ""慮"", ""挔"", ""捋"", ""捛"", ""旅"", ""梠"", ""榈"", ""櫖"", ""櫚"", ""氀"", ""氯"", ""滤"", ""濾"", ""焒"", ""爈"", ""率"", ""祣"", ""稆"", ""穞"", ""穭"", ""箻"", ""絽"", ""綠"", ""緑"", ""縷"", ""繂"", ""绿"", ""缕"", ""膂"", ""膐"", ""膟"", ""膢"", ""葎"", ""藘"", ""虑"", ""褛"", ""褸"", ""郘"", ""鋁"", ""鑢"", ""铝"", ""閭"", ""闾"", ""馿"", ""驢"", ""驴"", ""鷜"", ""𠜈"", ""𠣊"", ""𠷈"", ""𡀿"", ""𡡎"", ""𡾅"", ""𢅞"", ""𢈚"", ""𢙲"", ""𢟳"", ""𢣻"", ""𢯰"", ""𣀞"", ""𣭇"", ""𤁵"", ""𤗬"", ""𤝽"", ""𤾺"", ""𥖼"", ""𥡢"", ""𥭐"", ""𥰠"", ""𥶆"", ""𥶌"", ""𦆾"", ""𦊼"", ""𦛗"", ""𦝼"", ""𦭯"", ""𦳭"", ""𧃒"", ""𧈔"", ""𧍶"", ""𧓻"", ""𧜊"", ""𧭜"", ""𩄽"", ""𩥆"", ""𩲦"", ""𩳡"", ""𩴐"", ""𪈜"", ""𮣶""]",113
lve,"[""㑼"", ""㔀"", ""㗉"", ""㨼"", ""䂮"", ""䌎"", ""䛚"", ""䤣"", ""圙"", ""掠"", ""擽"", ""略"", ""畧"", ""稤"", ""鋝"", ""鋢"", ""锊"", ""𠢌"", ""𠼟"", ""𦊹"", ""𧎾"", ""𧐋"", ""𧐯"", ""𧑀"", ""𧕌"", ""𪅅""]",26
m,"[""呣""]",1
ma,"[""㐷"", ""㑻"", ""㜫"", ""㦄"", ""㨸"", ""㾺"", ""䗫"", ""䣕"", ""䣖"", ""䧞"", ""䯦"", ""䳸"", ""亇"", ""傌"", ""吗"", ""唛"", ""嗎"", ""嘛"", ""嘜"", ""妈"", ""媽"", ""嫲"", ""嬤"", ""嬷"", ""孖"", ""杩"", ""榪"", ""溤"", ""犘"", ""犸"", ""獁"", ""玛"", ""瑪"", ""痲"", ""睰"", ""码"", ""碼"", ""礣"", ""祃"", ""禡"", ""罵"", ""蔴"", ""蚂"", ""螞"", ""蟆"", ""蟇"", ""遤"", ""鎷"", ""閁"", ""馬"", ""駡"", ""马"", ""骂"", ""鬕"", ""鰢"", ""鷌"", ""麻"", ""𡻤"", ""𢉿"", ""𢋚"", ""𢳀"", ""𣨜"", ""𤳂"", ""𥀏"", ""𥉊"", ""𥉵"", ""𥧓"", ""𧪨"", ""𨰾"", ""𩀪"", ""𩊃"", ""𩔶"", ""𩔷"", ""𩨲"", ""𩶞"", ""𪐎"", ""𪒜"", ""𪓹""]",78
mai,"[""㜥"", ""㦟"", ""䁲"", ""䘑"", ""䚑"", ""䜕"", ""䥑"", ""䨪"", ""䨫"", ""䮮"", ""买"", ""佅"", ""劢"", ""勱"", ""卖"", ""嘪"", ""埋"", ""売"", ""脈"", ""脉"", ""荬"", ""蕒"", ""薶"", ""衇"", ""買"", ""賣"", ""迈"", ""邁"", ""霡"", ""霢"", ""霾"", ""鷶"", ""麥"", ""麦"", ""鿏"", ""鿺"", ""𠿆"", ""𢠼"", ""𥇯"", ""𥌚"", ""𦏢"", ""𦙻"", ""𧱘"", ""𨤢"", ""𩈗"", ""𩊍"", ""𩍃"", ""𪄳"", ""𪒪"", ""𱧴"", ""𲋶""]",51
man,"[""㒼"", ""㗈"", ""㙢"", ""㛧"", ""㡢"", ""㬅"", ""㵘"", ""䅼"", ""䊡"", ""䐽"", ""䒥"", ""䕕"", ""䛲"", ""䜱"", ""䝡"", ""䝢"", ""䟂"", ""䡬"", ""䯶"", ""䰋"", ""僈"", ""墁"", ""姏"", ""嫚"", ""屘"", ""幔"", ""悗"", ""慢"", ""慲"", ""摱"", ""曼"", ""槾"", ""樠"", ""満"", ""满"", ""滿"", ""漫"", ""澷"", ""熳"", ""獌"", ""睌"", ""瞒"", ""瞞"", ""矕"", ""縵"", ""缦"", ""蔄"", ""蔓"", ""蘰"", ""蛮"", ""螨"", ""蟎"", ""蠻"", ""襔"", ""謾"", ""谩"", ""鄤"", ""鏋"", ""鏝"", ""镘"", ""鞔"", ""顢"", ""颟"", ""饅"", ""馒"", ""鬗"", ""鬘"", ""鰻"", ""鳗"", ""𡢚"", ""𡻩"", ""𢦈"", ""𢿜"", ""𣁜"", ""𤅎"", ""𤜘"", ""𥊑"", ""𥧭"", ""𥬈"", ""𥲈"", ""𥲑"", ""𦎌"", ""𦔔"", ""𧆏"", ""𧖵"", ""𧜞"", ""𧱼"", ""𨲛"", ""𨲾"", ""𩅍"", ""𩆓"", ""𩈦"", ""𩛎"", ""𩮉"", ""𪈿"", ""𪍩"", ""𪑪"", ""𬜬""]",98
mang,"[""㝑"", ""㟌"", ""㟐"", ""㟿"", ""㡛"", ""㤶"", ""㬒"", ""㻊"", ""䁳"", ""䅒"", ""䈍"", ""䒎"", ""䓼"", ""䖟"", ""䵨"", ""吂"", ""哤"", ""壾"", ""娏"", ""尨"", ""庬"", ""忙"", ""恾"", ""杗"", ""杧"", ""氓"", ""汒"", ""浝"", ""漭"", ""牤"", ""牻"", ""狵"", ""痝"", ""盲"", ""硥"", ""硭"", ""笀"", ""芒"", ""茫"", ""茻"", ""莽"", ""莾"", ""蛖"", ""蟒"", ""蠎"", ""邙"", ""釯"", ""鋩"", ""铓"", ""駹"", ""𠈵"", ""𠮵"", ""𡅖"", ""𡘪"", ""𡩩"", ""𡩽"", ""𡵀"", ""𣙷"", ""𣯬"", ""𤛘"", ""𤰡"", ""𥁃"", ""𥆙"", ""𥐞"", ""𥝕"", ""𥤩"", ""𥭚"", ""𥮎"", ""𦎨"", ""𦜭"", ""𨛌"", ""𩅁"", ""𩒿"", ""𩙸"", ""𩛲"", ""𩪎"", ""𩭒"", ""𩷶"", ""𪁪"", ""𪚢""]",80
mao,"[""㒵"", ""㒻"", ""㚹"", ""㝟"", ""㡌"", ""㧇"", ""㧌"", ""㪞"", ""㫯"", ""㮘"", ""㲠"", ""㴘"", ""㺺"", ""㿞"", ""䀤"", ""䅦"", ""䋃"", ""䓮"", ""䡚"", ""䫉"", ""䭷"", ""乮"", ""兞"", ""冃"", ""冇"", ""冐"", ""冒"", ""卯"", ""堥"", ""夘"", ""媢"", ""峁"", ""帽"", ""愗"", ""懋"", ""戼"", ""旄"", ""昴"", ""暓"", ""枆"", ""柕"", ""楙"", ""毛"", ""毷"", ""氂"", ""泖"", ""渵"", ""牦"", ""犛"", ""猫"", ""瑁"", ""皃"", ""眊"", ""瞀"", ""矛"", ""笷"", ""罞"", ""耄"", ""芼"", ""茂"", ""茅"", ""茆"", ""萺"", ""蓩"", ""蝐"", ""蝥"", ""蟊"", ""袤"", ""覒"", ""貌"", ""貓"", ""貿"", ""贸"", ""軞"", ""鄚"", ""鄮"", ""酕"", ""鉚"", ""錨"", ""铆"", ""锚"", ""髦"", ""髳"", ""鶜"", ""𠔼"", ""𠤝"", ""𡜢"", ""𡹰"", ""𢂹"", ""𢅉"", ""𢘅"", ""𢝌"", ""𢨯"", ""𢯾"", ""𢽢"", ""𣊃"", ""𣔺"", ""𣨇"", ""𣬵"", ""𣭮"", ""𣯀"", ""𣴟"", ""𣴼"", ""𣹪"", ""𤚜"", ""𤛖"", ""𤝄"", ""𤥰"", ""𤲰"", ""𥄸"", ""𥈆"", ""𥎟"", ""𥟪"", ""𦀸"", ""𦼪"", ""𧍟"", ""𧐟"", ""𧒚"", ""𧓿"", ""𧔨"", ""𧠊"", ""𨈥"", ""𨥨"", ""𨦜"", ""𨩩"", ""𨺸"", ""𩛨"", ""𩫁"", ""𩬞"", ""𩭾"", ""𩿂"", ""𪃑"", ""𱚦"", ""𲌰""]",134
me,"[""么"", ""嚒"", ""嚜"", ""濹"", ""癦"", ""麼""]",6
mei,"[""㙁"", ""㭑"", ""㺳"", ""䀛"", ""䆀"", ""䉋"", ""䊈"", ""䍙"", ""䓺"", ""䜸"", ""䤂"", ""䰨"", ""䰪"", ""䵢"", ""凂"", ""呅"", ""坆"", ""堳"", ""塺"", ""妹"", ""娒"", ""媄"", ""媒"", ""媚"", ""媺"", ""嬍"", ""寐"", ""嵄"", ""嵋"", ""徾"", ""抺"", ""挴"", ""攗"", ""旀"", ""昧"", ""枚"", ""栂"", ""梅"", ""楣"", ""楳"", ""槑"", ""毎"", ""每"", ""沒"", ""没"", ""沬"", ""浼"", ""渼"", ""湄"", ""湈"", ""煝"", ""煤"", ""燘"", ""猸"", ""玫"", ""珻"", ""瑂"", ""痗"", ""眉"", ""眛"", ""睂"", ""睸"", ""矀"", ""祙"", ""禖"", ""穈"", ""篃"", ""美"", ""脄"", ""脢"", ""腜"", ""苺"", ""莓"", ""葿"", ""蘪"", ""蝞"", ""袂"", ""跊"", ""躾"", ""郿"", ""酶"", ""鋂"", ""鎂"", ""鎇"", ""镁"", ""镅"", ""霉"", ""韎"", ""鬽"", ""魅"", ""鶥"", ""鹛"", ""黣"", ""黴"", ""𠊉"", ""𠍨"", ""𠪃"", ""𡲭"", ""𢮇"", ""𣟸"", ""𤚤"", ""𤽃"", ""𥞊"", ""𥧴"", ""𦼻"", ""𧭵"", ""𧳬"", ""𨉭"", ""𨜘"", ""𩈐"", ""𩋿"", ""𩎟"", ""𩫍"", ""𩲈"", ""𩴈"", ""𪂜"", ""𪃏"", ""𪉏"", ""𪎦"", ""𪎭""]",120
men,"[""㥃"", ""㦖"", ""㱪"", ""㵍"", ""䊟"", ""䫒"", ""们"", ""們"", ""悶"", ""懑"", ""懣"", ""扪"", ""捫"", ""暪"", ""椚"", ""焖"", ""燜"", ""玧"", ""璊"", ""菛"", ""虋"", ""鍆"", ""钔"", ""門"", ""閅"", ""门"", ""闷"", ""𣯩"", ""𤅣"", ""𧄸"", ""𧴺"", ""𨳔"", ""𨴺"", ""𩑥"", ""𩔉"", ""𫞩""]",36
meng,"[""㙹"", ""㜴"", ""㝱"", ""㠓"", ""㩚"", ""䀄"", ""䁅"", ""䇇"", ""䉚"", ""䏵"", ""䑃"", ""䑅"", ""䒐"", ""䓝"", ""䗈"", ""䙦"", ""䙩"", ""䟥"", ""䠢"", ""䤓"", ""䥂"", ""䥰"", ""䰒"", ""䲛"", ""䴌"", ""䴿"", ""䵆"", ""儚"", ""冡"", ""勐"", ""夢"", ""夣"", ""孟"", ""幪"", ""懜"", ""懞"", ""懵"", ""掹"", ""擝"", ""曚"", ""朦"", ""梦"", ""橗"", ""檬"", ""氋"", ""溕"", ""濛"", ""猛"", ""獴"", ""瓾"", ""甍"", ""甿"", ""盟"", ""瞢"", ""矇"", ""矒"", ""礞"", ""艋"", ""艨"", ""莔"", ""萌"", ""蒙"", ""蕄"", ""蘉"", ""虻"", ""蜢"", ""蝱"", ""蠓"", ""鄳"", ""鄸"", ""錳"", ""锰"", ""霥"", ""霿"", ""靀"", ""顭"", ""饛"", ""鯍"", ""鯭"", ""鸏"", ""鹲"", ""鼆"", ""𠐁"", ""𠐧"", ""𠖆"", ""𠵼"", ""𡒯"", ""𡚔"", ""𡬆"", ""𡬌"", ""𢄐"", ""𢕙"", ""𢤘"", ""𢿂"", ""𣊔"", ""𣓝"", ""𣞑"", ""𣰥"", ""𣽭"", ""𤯻"", ""𤱴"", ""𤼁"", ""𤾬"", ""𥂂"", ""𥄁"", ""𥉕"", ""𥋝"", ""𥌯"", ""𥌱"", ""𥣛"", ""𥭮"", ""𦆟"", ""𦊽"", ""𦢧"", ""𦫰"", ""𦱋"", ""𦳶"", ""𦴔"", ""𦷹"", ""𦿏"", ""𧀆"", ""𧀧"", ""𧁊"", ""𧂛"", ""𧂡"", ""𧓨"", ""𧞑"", ""𧭊"", ""𧲍"", ""𨞫"", ""𨢊"", ""𨢠"", ""𨣘"", ""𨨸"", ""𨮒"", ""𨼿"", ""𩄖"", ""𩆽"", ""𩕱"", ""𩟞"", ""𩦺"", ""𩴲"", ""𩶡"", ""𪅇"", ""𪇓"", ""𪈆"", ""𫑡"", ""𲎈""]",148
mi,"[""㜆"", ""㜷"", ""㝥"", ""㟜"", ""㠧"", ""㣆"", ""㥝"", ""㨠"", ""㫘"", ""㳴"", ""㳽"", ""㴵"", ""㵋"", ""㵥"", ""㸏"", ""㸓"", ""䁇"", ""䈿"", ""䉲"", ""䊳"", ""䋛"", ""䌏"", ""䌐"", ""䌕"", ""䍘"", ""䕳"", ""䕷"", ""䖑"", ""䛑"", ""䛧"", ""䣾"", ""䤉"", ""䤍"", ""䥸"", ""䭧"", ""䮭"", ""䱊"", ""䴢"", ""侎"", ""冖"", ""冞"", ""冪"", ""咪"", ""嘧"", ""塓"", ""孊"", ""宓"", ""宻"", ""密"", ""峚"", ""幂"", ""幎"", ""幦"", ""弥"", ""弭"", ""彌"", ""戂"", ""擟"", ""攠"", ""敉"", ""榓"", ""樒"", ""櫁"", ""汨"", ""沕"", ""沵"", ""泌"", ""洣"", ""淧"", ""渳"", ""滵"", ""漞"", ""濔"", ""濗"", ""瀰"", ""灖"", ""熐"", ""爢"", ""猕"", ""獼"", ""瓕"", ""眫"", ""眯"", ""瞇"", ""祕"", ""祢"", ""禰"", ""秘"", ""簚"", ""米"", ""粎"", ""糜"", ""糸"", ""縻"", ""羃"", ""羋"", ""脒"", ""芈"", ""葞"", ""蒾"", ""蔝"", ""蔤"", ""藌"", ""蘼"", ""蜜"", ""袮"", ""覓"", ""覔"", ""覛"", ""觅"", ""詸"", ""謎"", ""謐"", ""谜"", ""谧"", ""迷"", ""醚"", ""醾"", ""醿"", ""釄"", ""銤"", ""镾"", ""靡"", ""鸍"", ""麊"", ""麋"", ""麛"", ""麿"", ""鼏"", ""鿹"", ""𠞧"", ""𡄣"", ""𡇒"", ""𡊭"", ""𡓭"", ""𡝠"", ""𡬍"", ""𡲼"", ""𡾱"", ""𢆯"", ""𢇲"", ""𢘺"", ""𢞞"", ""𢱮"", ""𣓔"", ""𣧲"", ""𤛬"", ""𤦀"", ""𥁑"", ""𥇆"", ""𥇎"", ""𥈕"", ""𥉴"", ""𥉿"", ""𥎖"", ""𥧧"", ""𥭫"", ""𥮜"", ""𥵨"", ""𥹄"", ""𥹫"", ""𥽰"", ""𥿫"", ""𦖬"", ""𦗕"", ""𦞟"", ""𦟂"", ""𦣥"", ""𦰴"", ""𦸡"", ""𧐎"", ""𧕵"", ""𧠟"", ""𧱻"", ""𧵬"", ""𧶡"", ""𧷦"", ""𧼊"", ""𧽨"", ""𨇻"", ""𨒲"", ""𨢎"", ""𨢥"", ""𨣯"", ""𨣾"", ""𨷬"", ""𩔢"", ""𩞇"", ""𩸹"", ""𪀿"", ""𪅮"", ""𪋗"", ""𪋢"", ""𪎔"", ""𪎗"", ""𪑸"", ""𪒄"", ""𪓬"", ""𪕈"", ""𬵨"", ""𲄀"", ""𲍐"", ""𲍰""]",203
mian,"[""㒙"", ""㝃"", ""㝰"", ""㤁"", ""㨺"", ""㮌"", ""㰃"", ""㴐"", ""㻰"", ""䀎"", ""䃇"", ""䏃"", ""䛉"", ""䤄"", ""䩄"", ""䫵"", ""䰓"", ""丏"", ""偭"", ""免"", ""冕"", ""勉"", ""勔"", ""喕"", ""娩"", ""婂"", ""媔"", ""嬵"", ""宀"", ""愐"", ""杣"", ""棉"", ""檰"", ""櫋"", ""汅"", ""沔"", ""渑"", ""湎"", ""澠"", ""眄"", ""眠"", ""矈"", ""矊"", ""矏"", ""糆"", ""絻"", ""綿"", ""緜"", ""緬"", ""绵"", ""缅"", ""腼"", ""臱"", ""芇"", ""葂"", ""蝒"", ""面"", ""靣"", ""鮸"", ""麪"", ""麫"", ""麵"", ""麺"", ""黽"", ""𡒳"", ""𡕢"", ""𡧍"", ""𡧒"", ""𡯫"", ""𢃮"", ""𢣔"", ""𣅍"", ""𣡠"", ""𣧾"", ""𥄝"", ""𥊿"", ""𥌂"", ""𥤵"", ""𥻩"", ""𦬛"", ""𦽃"", ""𧭇"", ""𧸨"", ""𨉥"", ""𨟺"", ""𨡞"", ""𩈹"", ""𩋠"", ""𩾃"", ""𪁼"", ""𱺨""]",91
miao,"[""㑤"", ""㦝"", ""䁧"", ""䖢"", ""喵"", ""妙"", ""媌"", ""嫹"", ""庙"", ""庿"", ""廟"", ""描"", ""杪"", ""淼"", ""渺"", ""玅"", ""眇"", ""瞄"", ""秒"", ""竗"", ""篎"", ""緢"", ""緲"", ""缈"", ""苗"", ""藐"", ""邈"", ""鱙"", ""鶓"", ""鹋"", ""𠋝"", ""𡡺"", ""𢚋"", ""𢤧"", ""𢷕"", ""𤾛"", ""𥭝"", ""𦳥"", ""𩳸"", ""𪃐"", ""𪃦""]",41
