Unnamed: 0,Question_ZH-CN,A_ZH-CN,B_ZH-CN,C_ZH-CN,D_ZH-CN,Answer_ZH-CN,Subject,Subcategory_ZH-CN,Question_EN-US,A_EN-US,B_EN-US,C_EN-US,D_EN-US,Answer_EN-US,Subcategory_EN-US,Question_ZH-PY,A_ZH-PY,B_ZH-PY,C_ZH-PY,D_ZH-PY,Answer_ZH-PY,Subject_ZH-PY,Subcategory_ZH-PY
3,数字图像通常由图像中每个像素的红、绿、蓝值（RGB 三元组）表示。摄影师正在处理数字图像并覆盖原始图像。以下哪项描述了数字图像的无损转换？,以可能丢失信息但图像质量只会受到轻微损失的方式压缩图像。,通过平均每个像素中的红色、绿色和蓝色量并将此新值分配给新图像中的相应像素来创建图像的灰度。每个像素的新值代表灰色的阴影，范围从白色到黑色。,通过为每个像素创建新的 RGB 三元组来创建图像的负片，其中每个值都是通过从 255 中减去原始值来计算的。图像的负片与原始图像相反；亮区显示为暗色，颜色反转。,通过获取图片一部分的像素并将其复制到图片另一部分的像素来修改图像的一部分。,C,high_school_computer_science,computer science,"Digital images are often represented by the red, green, and blue values (an RGB triplet) of each individual pixel in the image. A photographer is manipulating a digital image and overwriting the original image. Which of the following describes a lossless transformation of the digital image?",Compressing the image in a way that may lose information but will suffer only a small loss of image quality.,"Creating the gray scale of an image by averaging the amounts of red, green, and blue in each pixel and assigning this new value to the corresponding pixel in the new image. The new value of each pixel represents a shade of gray, ranging from white to black.","Creating the negative of an image by creating a new RGB triplet for each pixel in which each value is calculated by subtracting the original value from 255. The negative of an image is reversed from the original; light areas appear dark, and colors are reversed.",Modifying part of the image by taking the pixels in one part of the picture and copying them to the pixels in another part of the picture.,C,computer science,shu zi tu xiang tong chang you tu xiang zhong mei ge xiang su de hong 、 lv 、 lan zhi （RGB  san yuan zu ） biao shi 。 she ying shi zheng zai chu li shu zi tu xiang bing fu gai yuan shi tu xiang 。 yi xia na xiang miao shu le shu zi tu xiang de wu sun zhuan huan ？,yi ke neng diu shi xin xi dan tu xiang zhi liang zhi hui shou dao qing wei sun shi de fang shi ya suo tu xiang 。,tong guo ping jun mei ge xiang su zhong de hong se 、 lv se he lan se liang bing jiang ci xin zhi fen pei gei xin tu xiang zhong de xiang ying xiang su lai chuang jian tu xiang de hui du 。 mei ge xiang su de xin zhi dai biao hui se de yin ying ， fan wei cong bai se dao hei se 。,tong guo wei mei ge xiang su chuang jian xin de  RGB  san yuan zu lai chuang jian tu xiang de fu pian ， qi zhong mei ge zhi dou shi tong guo cong  255  zhong jian qu yuan shi zhi lai ji suan de 。 tu xiang de fu pian yu yuan shi tu xiang xiang fan ； liang qu xian shi wei an se ， yan se fan zhuan 。,tong guo huo qu tu pian yi bu fen de xiang su bing jiang qi fu zhi dao tu pian ling yi bu fen de xiang su lai xiu gai tu xiang de yi bu fen 。,C,high_school_computer_science,computer science
30,以下哪一项关于中断的陈述是正确的？,如果存储周期被“窃取”，就会形成中断。,中断可以代替数据通道。,中断可以指示是否已完成 I/O 操作。,算术运算无法形成中断。,C,college_computer_science,computer science,Which of the following is true of interrupts?,"They are generated when memory cycles are ""stolen"".",They are used in place of data channels.,They can indicate completion of an I/O operation.,They cannot be generated by arithmetic operations.,C,computer science,yi xia na yi xiang guan yu zhong duan de chen shu shi zheng que de ？,ru guo cun chu zhou qi bei “ qie qu ”， jiu hui xing cheng zhong duan 。,zhong duan ke yi dai ti shu ju tong dao 。,zhong duan ke yi zhi shi shi fou yi wan cheng  I/O  cao zuo 。,suan shu yun suan wu fa xing cheng zhong duan 。,C,college_computer_science,computer science
62,"考虑以下数字。
 ° 二进制 1100
 ° 十进制 11
 ° 十六进制 D
 以下哪项按从小到大的顺序列出数字？",二进制 1100、十进制 11、十六进制 D,十进制 11、二进制 1100、十六进制 D,十进制 11、十六进制 D、二进制 1100,十六进制 D、十进制 11、二进制 1100,B,high_school_computer_science,computer science,"Consider the following numbers.
   Â° Binary 1100
   Â° Decimal 11
   Â° Hexadecimal D
 Which of the following lists the numbers in order from least to greatest?","Binary 1100, Decimal 11, Hexadecimal D","Decimal 11, Binary 1100, Hexadecimal D","Decimal 11, Hexadecimal D, Binary 1100","Hexadecimal D, Decimal 11, Binary 1100",B,computer science,"kao lv yi xia shu zi 。
 °  er jin zhi  1100
 °  shi jin zhi  11
 °  shi liu jin zhi  D
  yi xia na xiang an cong xiao dao da de shun xu lie chu shu zi ？",er jin zhi  1100、 shi jin zhi  11、 shi liu jin zhi  D,shi jin zhi  11、 er jin zhi  1100、 shi liu jin zhi  D,shi jin zhi  11、 shi liu jin zhi  D、 er jin zhi  1100,shi liu jin zhi  D、 shi jin zhi  11、 er jin zhi  1100,B,high_school_computer_science,computer science
60,陈述 1| PCA 和谱聚类（例如 Andrew Ng 的）对两个不同的矩阵执行特征分解。但是，这两个矩阵的大小相同。陈述 2| 由于分类是回归的特殊情况，因此逻辑回归是线性回归的特殊情况。,正确，正确,错误，错误,正确，错误,错误，正确,B,machine_learning,computer science,"Statement 1| PCA and Spectral Clustering (such as Andrew Ngâ€™s) perform eigendecomposition on two different matrices. However, the size of these two matrices are the same. Statement 2| Since classification is a special case of regression, logistic regression is a special case of linear regression.","True, True","False, False","True, False","False, True",B,computer science,chen shu  1| PCA  he pu ju lei （ li ru  Andrew Ng  de ） dui liang ge bu tong de ju zhen zhi xing te zheng fen jie 。 dan shi ， zhe liang ge ju zhen de da xiao xiang tong 。 chen shu  2|  you yu fen lei shi hui gui de te shu qing kuang ， yin ci luo ji hui gui shi xian xing hui gui de te shu qing kuang 。,zheng que ， zheng que,cuo wu ， cuo wu,zheng que ， cuo wu,cuo wu ， zheng que,B,machine_learning,computer science
82,"关于使用 IPv4 协议通过网络节点发送的数据报，以下哪一项（或哪几项）陈述是正确的？
I. 源地址的数据报必须是通往目标地址的路径上的所有链路中最小的最大传输单元 (MTU)。
II. 在路由过程中，数据报可能会被分段。
III. 数据报只在目标地址重组。",只有 I,只有 II,只有 III,II 和 III,D,college_computer_science,computer science,"Which of the following statements about datagrams sent by a node in a network using IPv4 protocol is (are) true?
I. Datagrams at the source must be the size of the smallest maximum transmission unit (MTU) of all the links on a path to the destination.
II. Datagrams may be fragmented during routing.
III. Datagrams are reassembled only at the destination.",I only,II only,III only,II and III,D,computer science,"guan yu shi yong  IPv4  xie yi tong guo wang luo jie dian fa song de shu ju bao ， yi xia na yi xiang （ huo na ji xiang ） chen shu shi zheng que de ？
I.  yuan di zhi de shu ju bao bi xu shi tong wang mu biao di zhi de lu jing shang de suo you lian lu zhong zui xiao de zui da chuan shu dan yuan  (MTU)。
II.  zai lu you guo cheng zhong ， shu ju bao ke neng hui bei fen duan 。
III.  shu ju bao zhi zai mu biao di zhi chong zu 。",zhi you  I,zhi you  II,zhi you  III,II  he  III,D,college_computer_science,computer science
73,"两台计算机通过在局域网上发送数据包来实现相互通信。这些数据包的大小为 1,000 字节。网络每秒可传输 1,000 个数据包。CPU 执行网络协议并发出一个数据包需要 10 毫秒。那么，一台计算机向另一台计算机发送数据时的最大速率大约是","10,000 字节/秒","25,000 字节/秒","100,000 字节/秒","500,000 字节/秒",C,college_computer_science,computer science,"Two computers communicate with each other by sending data packets across a local area network. The size of these packets is 1,000 bytes. The network has the capacity to carry 1,000 packets per second. The CPU time required to execute the network protocol to send one packet is 10 milliseconds. The maximum rate at which one computer can send data to another is approximately","10,000 bytes/second","25,000 bytes/ second","100,000 bytes/ second","500,000 bytes/ second",C,computer science,"liang tai ji suan ji tong guo zai ju yu wang shang fa song shu ju bao lai shi xian xiang hu tong xin 。 zhe xie shu ju bao de da xiao wei  1,000  zi jie 。 wang luo mei miao ke chuan shu  1,000  ge shu ju bao 。CPU  zhi xing wang luo xie yi bing fa chu yi ge shu ju bao xu yao  10  hao miao 。 na me ， yi tai ji suan ji xiang ling yi tai ji suan ji fa song shu ju shi de zui da su lv da yue shi","10,000  zi jie / miao","25,000  zi jie / miao","100,000  zi jie / miao","500,000  zi jie / miao",C,college_computer_science,computer science
56,"如果表达式 E 和表达式 F 的变量存在可使这些表达式在词法上完全相同的替换，则 E 和 F 即可称为可统一的表达式。如果在以下三种表达式中，只有 w、x、y 和 z 是变量。
I. f(w,w)
II. f(x,1)
III. f(y,g(z))
那么，在以上表达式对中，哪一对（或多对）属于可统一表达式？","只有 (I, II)","只有 (I, III)","只有 (II, III)","只有 (I, II) 和 (I, III)",D,college_computer_science,computer science,"Two expressions E and F are said to be unifiable if there are substitutions for the variables of E and F that make the expressions lexically identical. In the following three expressions, only w, x, y, and z are variables.
I. f(w,w)
II. f(x,1)
III. f(y,g(z))
Which pairs of these expressions is (are) pairs of unifiable expressions?","(I, II) only","(I, III) only","(II, III) only","(I, II) and (I, III) only",D,computer science,"ru guo biao da shi  E  he biao da shi  F  de bian liang cun zai ke shi zhe xie biao da shi zai ci fa shang wan quan xiang tong de ti huan ， ze  E  he  F  ji ke cheng wei ke tong yi de biao da shi 。 ru guo zai yi xia san zhong biao da shi zhong ， zhi you  w、x、y  he  z  shi bian liang 。
I. f(w,w)
II. f(x,1)
III. f(y,g(z))
 na me ， zai yi shang biao da shi dui zhong ， na yi dui （ huo duo dui ） shu yu ke tong yi biao da shi ？","zhi you  (I, II)","zhi you  (I, III)","zhi you  (II, III)","zhi you  (I, II)  he  (I, III)",D,college_computer_science,computer science
7,陈述 1| 对于连续随机变量 x 及其概率分布函数 p(x)，对于所有 x，0 ≤ p(x) ≤ 1。陈述 2| 决策树是通过最小化信息增益来学习的。,正确，正确,错误，错误,正确，错误,错误，正确,B,machine_learning,computer science,"Statement 1| For a continuous random variable x and its probability distribution function p(x), it holds that 0 â‰¤ p(x) â‰¤ 1 for all x. Statement 2| Decision tree is learned by minimizing information gain.","True, True","False, False","True, False","False, True",B,computer science,chen shu  1|  dui yu lian xu sui ji bian liang  x  ji qi gai lv fen bu han shu  p(x)， dui yu suo you  x，0 ≤ p(x) ≤ 1。 chen shu  2|  jue ce shu shi tong guo zui xiao hua xin xi zeng yi lai xue xi de 。,zheng que ， zheng que,cuo wu ， cuo wu,zheng que ， cuo wu,cuo wu ， zheng que,B,machine_learning,computer science
89,"销售鞋类的零售商维护一个数据库，其中包含有关零售商商店中每件待售商品的以下信息的记录。

 ° 商品识别号
 ° 鞋类类型（运动鞋、靴子、凉鞋等）
 ° 售价（美元）
 ° 尺寸
 ° 颜色
 ° 可用数量

 仅使用数据库，可以确定下列哪项？",数据库中列出的哪些商品目前不在商店中,哪些颜色在男性中比女性更受欢迎,哪种鞋类在成年人中最受欢迎,特定月份售出的鞋子总数,A,high_school_computer_science,computer science,"A retailer that sells footwear maintains a single database containing records with the following information about each item for sale in the retailer's store.

   Â° Item identification number
   Â° Footwear type (sneakers, boots, sandals, etc.)
   Â° Selling price (in dollars)
   Â° Size
   Â° Color
   Â° Quantity available

 Using only the database, which of the following can be determined?",Which items listed in the database are not currently in the store,Which colors are more popular among men than women,Which type of footwear is most popular among adults,The total number of shoes sold in a particular month,A,computer science,"xiao shou xie lei de ling shou shang wei hu yi ge shu ju ku ， qi zhong bao han you guan ling shou shang shang dian zhong mei jian dai shou shang pin de yi xia xin xi de ji lu 。

 °  shang pin shi bie hao 
 °  xie lei lei xing （ yun dong xie 、 xue zi 、 liang xie deng ）
 °  shou jia （ mei yuan ）
 °  chi cun 
 °  yan se 
 °  ke yong shu liang 

  jin shi yong shu ju ku ， ke yi que ding xia lie na xiang ？",shu ju ku zhong lie chu de na xie shang pin mu qian bu zai shang dian zhong,na xie yan se zai nan xing zhong bi nv xing geng shou huan ying,na zhong xie lei zai cheng nian ren zhong zui shou huan ying,te ding yue fen shou chu de xie zi zong shu,A,high_school_computer_science,computer science
11,_ 表示既不能对训练数据进行建模，也不能推广到新数据。,拟合度高,过度拟合,欠拟合,以上皆是,C,machine_learning,computer science,_ refers to a model that can neither model the training data nor generalize to new data.,good fitting,overfitting,underfitting,all of the above,C,computer science,_  biao shi ji bu neng dui xun lian shu ju jin xing jian mo ， ye bu neng tui guang dao xin shu ju 。,ni he du gao,guo du ni he,qian ni he,yi shang jie shi,C,machine_learning,computer science
79,特定磁盘单元使用位字符串来记录其磁道的占用和空闲情况，以 O 表示空闲，以 1 表示已占用。该字符串的 32 位段的十六进制值为 D4FE2003。那么，磁盘相应部分已占用磁道的百分比（取最近值）为,12%,25%,38%,44%,D,college_computer_science,computer science,"A particular disk unit uses a bit string to record the occupancy or vacancy of its tracks, with O denoting vacant and 1 denoting occupied. A 32-bit segment of this string has the hexadecimal value D4FE2003. The percentage of occupied tracks for the corresponding part of the disk, to the nearest percent, is",12%,25%,38%,44%,D,computer science,te ding ci pan dan yuan shi yong wei zi fu chuan lai ji lu qi ci dao de zhan yong he kong xian qing kuang ， yi  O  biao shi kong xian ， yi  1  biao shi yi zhan yong 。 gai zi fu chuan de  32  wei duan de shi liu jin zhi zhi wei  D4FE2003。 na me ， ci pan xiang ying bu fen yi zhan yong ci dao de bai fen bi （ qu zui jin zhi ） wei,12%,25%,38%,44%,D,college_computer_science,computer science
82,给定一个来自心脏病患者的大量医疗记录数据集，尝试了解这些患者是否可能存在不同的群集，我们可以针对这些群集制定单独的治疗方案。这是什么样的学习问题？,监督学习,无监督学习,(a) 和 (b) 都一样,(a) 和 (b) 都不是,B,machine_learning,computer science,"Given a large dataset of medical records from patients suffering from heart disease, try to learn whether there might be different clusters of such patients for which we might tailor separate treatments. What kind of learning problem is this?",Supervised learning,Unsupervised learning,Both (a) and (b),Neither (a) nor (b),B,computer science,gei ding yi ge lai zi xin zang bing huan zhe de da liang yi liao ji lu shu ju ji ， chang shi liao jie zhe xie huan zhe shi fou ke neng cun zai bu tong de qun ji ， wo men ke yi zhen dui zhe xie qun ji zhi ding dan du de zhi liao fang an 。 zhe shi shen me yang de xue xi wen ti ？,jian du xue xi,wu jian du xue xi,(a)  he  (b)  dou yi yang,(a)  he  (b)  dou bu shi,B,machine_learning,computer science
9,假设多级目录结构的文件共享是通过目录条目实现的，且目录条目是指向某个节点的链接，而此节点包含某个共享文件的信息。那么，此节点中的信息包含 (1) 文件的所有者，(2) 指向该文件的链接的数量，(3) 此文件的磁盘区数量。此共享方法主要的缺点是什么？,如果所有者修改文件，其他未共享的用户将能够看到相应变更。,如果所有者重命名文件，其他用户将无法访问此文件。,如果所有者有权删除某个文件，可能会导致死链。,如果任何一位共享了文件的用户对此文件进行了增补，则其他共享的用户无法访问新的磁盘区。,C,college_computer_science,computer science,"Suppose sharing of tiles in a multilevel directory structure is achieved with directory entries that are links pointing to a node containing information about a shared file. Information in this node includes (1) the owner of the file, (2) a count of the number of links to the tile, and (3) the disk block numbers of the file. What is a primary drawback to this approach to sharing?","If the owner modifies the file, another user who does not share will see the changes.","If the owner renames the file, other users will not be able to access it.","If the owner is allowed to delete a file, dangling links may result.","If any user who shares the file appends to it, others who share it will not be able to access the new disk blocks.",C,computer science,jia she duo ji mu lu jie gou de wen jian gong xiang shi tong guo mu lu tiao mu shi xian de ， qie mu lu tiao mu shi zhi xiang mou ge jie dian de lian jie ， er ci jie dian bao han mou ge gong xiang wen jian de xin xi 。 na me ， ci jie dian zhong de xin xi bao han  (1)  wen jian de suo you zhe ，(2)  zhi xiang gai wen jian de lian jie de shu liang ，(3)  ci wen jian de ci pan qu shu liang 。 ci gong xiang fang fa zhu yao de que dian shi shen me ？,ru guo suo you zhe xiu gai wen jian ， qi ta wei gong xiang de yong hu jiang neng gou kan dao xiang ying bian geng 。,ru guo suo you zhe zhong ming ming wen jian ， qi ta yong hu jiang wu fa fang wen ci wen jian 。,ru guo suo you zhe you quan shan chu mou ge wen jian ， ke neng hui dao zhi si lian 。,ru guo ren he yi wei gong xiang le wen jian de yong hu dui ci wen jian jin xing le zeng bu ， ze qi ta gong xiang de yong hu wu fa fang wen xin de ci pan qu 。,C,college_computer_science,computer science
110,我们正在训练具有两个隐藏层的全连接网络来预测房价。输入是 $100$ 维的，并具有几个特征，例如平方英尺数、家庭收入中位数等。第一个隐藏层有 $1000$ 个激活。第二个隐藏层有 $10$ 个激活。输出是一个表示房价的标量。假设一个具有仿射变换的原始网络，没有批量归一化，激活函数中没有可学习的参数，这个网络有多少个参数？,111021,110010,111110,110011,A,machine_learning,computer science,"We are training fully connected network with two hidden layers to predict housing prices. Inputs are $100$-dimensional, and have several features such as the number of square feet, the median family income, etc. The first hidden layer has $1000$ activations. The second hidden layer has $10$ activations. The output is a scalar representing the house price. Assuming a vanilla network with affine transformations and with no batch normalization and no learnable parameters in the activation function, how many parameters does this network have?",111021,110010,111110,110011,A,computer science,wo men zheng zai xun lian ju you liang ge yin cang ceng de quan lian jie wang luo lai yu ce fang jia 。 shu ru shi  $100$  wei de ， bing ju you ji ge te zheng ， li ru ping fang ying chi shu 、 jia ting shou ru zhong wei shu deng 。 di yi ge yin cang ceng you  $1000$  ge ji huo 。 di er ge yin cang ceng you  $10$  ge ji huo 。 shu chu shi yi ge biao shi fang jia de biao liang 。 jia she yi ge ju you fang she bian huan de yuan shi wang luo ， mei you pi liang gui yi hua ， ji huo han shu zhong mei you ke xue xi de can shu ， zhe ge wang luo you duo shao ge can shu ？,111021,110010,111110,110011,A,machine_learning,computer science
70,"选择分页系统的页面大小时，需要考虑以下哪一项（或哪几项）因素？
I. 大页面的优点是其页表较小。
II. 小页面的优点是可减少内部碎片造成的浪费。
III. 通常情况下，决定磁盘访问时间的主要因素与页面长度无关，因此，使用较长的页面比较方便。",只有 I,只有 II,只有 I 和 III,I、II 和 III,D,college_computer_science,computer science,"Which of the following considerations applies (apply) to choosing the page size in a paging system?
I. An advantage of larger pages is that they lead to smaller page tables.
II. An advantage of smaller pages is that they lead to less waste due to internal fragmentation.
III. Normally, the dominant factor in disk access time is not dependent on page length, so longer pages can be used advantageously.",I only,II only,I and III only,"I, II, and III",D,computer science,"xuan ze fen ye xi tong de ye mian da xiao shi ， xu yao kao lv yi xia na yi xiang （ huo na ji xiang ） yin su ？
I.  da ye mian de you dian shi qi ye biao jiao xiao 。
II.  xiao ye mian de you dian shi ke jian shao nei bu sui pian zao cheng de lang fei 。
III.  tong chang qing kuang xia ， jue ding ci pan fang wen shi jian de zhu yao yin su yu ye mian chang du wu guan ， yin ci ， shi yong jiao zhang de ye mian bi jiao fang bian 。",zhi you  I,zhi you  II,zhi you  I  he  III,I、II  he  III,D,college_computer_science,computer science
20,需要编写一种方法来在数组中搜索大于给定项的值并返回其索引。问题规范并未指出如果数组中有多个这样的值，应该返回什么。以下哪种操作最好？,该方法应假设数组中只有一个值大于给定项。,该方法应编写为返回每次出现较大值的索引。,应修改规范以指示如果有多个较大值的索引应该做什么。,应编写方法以在找到多个较大值时输出一条消息。,C,high_school_computer_science,computer science,A method is to be written to search an array for a value that is larger than a given item and return its index. The problem specification does not indicate what should be returned if there are several such values in the array. Which of the following actions would be best?,The method should be written on the assumption that there is only one value in the array that is larger than the given item.,The method should be written so as to return the index of every occurrence of a larger value.,The specification should be modified to indicate what should be done if there is more than one index of larger values.,The method should be written to output a message if more than one larger value is found.,C,computer science,xu yao bian xie yi zhong fang fa lai zai shu zu zhong sou suo da yu gei ding xiang de zhi bing fan hui qi suo yin 。 wen ti gui fan bing wei zhi chu ru guo shu zu zhong you duo ge zhe yang de zhi ， ying gai fan hui shen me 。 yi xia na zhong cao zuo zui hao ？,gai fang fa ying jia she shu zu zhong zhi you yi ge zhi da yu gei ding xiang 。,gai fang fa ying bian xie wei fan hui mei ci chu xian jiao da zhi de suo yin 。,ying xiu gai gui fan yi zhi shi ru guo you duo ge jiao da zhi de suo yin ying gai zuo shen me 。,ying bian xie fang fa yi zai zhao dao duo ge jiao da zhi shi shu chu yi tiao xiao xi 。,C,high_school_computer_science,computer science
13,AH 协议提供源身份验证和数据完整性，但不提供,完整性,隐私性,不可否认性,A 和 C,B,computer_security,computer science,"The AH Protocol provides source authentication and data integrity, but not",Integrity,Privacy,Nonrepudiation,Both A & C,B,computer science,AH  xie yi ti gong yuan shen fen yan zheng he shu ju wan zheng xing ， dan bu ti gong,wan zheng xing,yin si xing,bu ke fou ren xing,A  he  C,B,computer_security,computer science
61,陈述 1| 斯坦福情绪树库包含电影评论，而不是书评。陈述 2| 宾夕法尼亚树库已用于语言建模。,正确，正确,错误，错误,正确，错误,错误，正确,A,machine_learning,computer science,"Statement 1| The Stanford Sentiment Treebank contained movie reviews, not book reviews. Statement 2| The Penn Treebank has been used for language modeling.","True, True","False, False","True, False","False, True",A,computer science,chen shu  1|  si tan fu qing xu shu ku bao han dian ying ping lun ， er bu shi shu ping 。 chen shu  2|  bin xi fa ni ya shu ku yi yong yu yu yan jian mo 。,zheng que ， zheng que,cuo wu ， cuo wu,zheng que ， cuo wu,cuo wu ， zheng que,A,machine_learning,computer science
57,陈述 1| 线性模型的 L2 正则化往往比 L1 正则化使模型更稀疏。陈述 2|残差连接可以在 ResNets 和 Transformers 中找到。,正确，正确,错误，错误,正确，错误,错误，正确,D,machine_learning,computer science,Statement 1| L2 regularization of linear models tends to make models more sparse than L1 regularization. Statement 2| Residual connections can be found in ResNets and Transformers.,"True, True","False, False","True, False","False, True",D,computer science,chen shu  1|  xian xing mo xing de  L2  zheng ze hua wang wang bi  L1  zheng ze hua shi mo xing geng xi shu 。 chen shu  2| can cha lian jie ke yi zai  ResNets  he  Transformers  zhong zhao dao 。,zheng que ， zheng que,cuo wu ， cuo wu,zheng que ， cuo wu,cuo wu ， zheng que,D,machine_learning,computer science
91,以下哪项更适合进行特征选择？,Ridge,Lasso,(a) 和 (b) 都适用,(a) 和 (b) 都不适合,B,machine_learning,computer science,Which of the following is more appropriate to do feature selection?,Ridge,Lasso,both (a) and (b),neither (a) nor (b),B,computer science,yi xia na xiang geng shi he jin xing te zheng xuan ze ？,Ridge,Lasso,(a)  he  (b)  dou shi yong,(a)  he  (b)  dou bu shi he,B,machine_learning,computer science
84,Nmap 确定的端口状态有哪些？,活动、非活动、待机,打开、半打开、关闭,打开、过滤、未过滤,活动、关闭、未使用,C,computer_security,computer science,What are the port states determined by Nmap?,"Active, inactive, standby","Open, half-open, closed ","Open, filtered, unfiltered","Active, closed, unused",C,computer science,Nmap  que ding de duan kou zhuang tai you na xie ？,huo dong 、 fei huo dong 、 dai ji,da kai 、 ban da kai 、 guan bi,da kai 、 guo lv 、 wei guo lv,huo dong 、 guan bi 、 wei shi yong,C,computer_security,computer science
107,下列哪项关于卷积核的说法是正确的？,将图像与 $\begin{bmatrix}1 & 0 & 0\\ 0 & 1 & 0 \\ 0 & 0 & 1 \end{bmatrix}$ 进行卷积不会改变图像,将图像与 $\begin{bmatrix}0 & 0 & 0\\ 0 & 1 & 0 \\ 0 & 0 & 0 \end{bmatrix}$ 进行卷积不会改变图像,将图像与 $\begin{bmatrix}1 & 1 & 1\\ 1 & 1 & 1 \\ 1 & 1 & 1 \end{bmatrix}$ 进行卷积不会改变图像,将图像与 $\begin{bmatrix}0 & 0 & 0\\ 0 & 0 & 0 \\ 0 & 0 & 0 \end{bmatrix}$ 进行卷积不会改变图像,B,machine_learning,computer science,Which of the following is true of a convolution kernel?,Convolving an image with $\begin{bmatrix}1 & 0 & 0\\ 0 & 1 & 0 \\ 0 & 0 & 1 \end{bmatrix}$ would not change the image,Convolving an image with $\begin{bmatrix}0 & 0 & 0\\ 0 & 1 & 0 \\ 0 & 0 & 0 \end{bmatrix}$ would not change the image,Convolving an image with $\begin{bmatrix}1 & 1 & 1\\ 1 & 1 & 1 \\ 1 & 1 & 1 \end{bmatrix}$ would not change the image,Convolving an image with $\begin{bmatrix}0 & 0 & 0\\ 0 & 0 & 0 \\ 0 & 0 & 0 \end{bmatrix}$ would not change the image,B,computer science,xia lie na xiang guan yu juan ji he de shuo fa shi zheng que de ？,jiang tu xiang yu  $\begin{bmatrix}1 & 0 & 0\\ 0 & 1 & 0 \\ 0 & 0 & 1 \end{bmatrix}$  jin xing juan ji bu hui gai bian tu xiang,jiang tu xiang yu  $\begin{bmatrix}0 & 0 & 0\\ 0 & 1 & 0 \\ 0 & 0 & 0 \end{bmatrix}$  jin xing juan ji bu hui gai bian tu xiang,jiang tu xiang yu  $\begin{bmatrix}1 & 1 & 1\\ 1 & 1 & 1 \\ 1 & 1 & 1 \end{bmatrix}$  jin xing juan ji bu hui gai bian tu xiang,jiang tu xiang yu  $\begin{bmatrix}0 & 0 & 0\\ 0 & 0 & 0 \\ 0 & 0 & 0 \end{bmatrix}$  jin xing juan ji bu hui gai bian tu xiang,B,machine_learning,computer science
80,__________ 是内存位置的连续段，用于包含一些数据，例如字符串或整数数组。,堆栈,队列,外部存储,缓冲区,D,computer_security,computer science,A __________ is a sequential segment of the memory location that is allocated for containing some data such as a character string or an array of integers.,stack,queue,external storage,buffer,D,computer science,__________  shi nei cun wei zhi de lian xu duan ， yong yu bao han yi xie shu ju ， li ru zi fu chuan huo zheng shu shu zu 。,dui zhan,dui lie,wai bu cun chu,huan chong qu,D,computer_security,computer science
78,缓存内存的命中率是指在缓存中找到数据的存取（读和写）次数百分比。直写策略是指每次写操作都会更新主内存。回写策略是指在从缓存中清除行之前，对缓存中的行执行写操作不会影响主内存。而写分配策略则是指在写失效时分配并加载缓存行。那么，如果假定始终使用写分配，以下哪一项陈述是正确的？,回写的命中率往往高于直写。,直写的命中率往往高于回写。,对于回写而言，导致主内存操作的写操作占比永远不会大于直写的相应占比。,对于直写而言，导致主内存操作的写操作占比永远不会大于回写的相应占比。,C,college_computer_science,computer science,"The hit ratio of a cache memory is the percentage of accesses (reads and writes) for which data are found in the cache. Write-through is a policy whereby every write operation updates main memory. Write-back is a policy whereby a write operation to a line found in the cache does not affect main memory until the line is evicted from the cache. Write-allocation is a policy whereby a cache line is allocated and loaded on a write-miss. If it is assumed that write-allocation is always used, which of the following is true?",Write-back usually results in a better hit ratio than write-through.,Write-through usually results in a better hit ratio than write-back.,The percentage of write operations resulting in a main memory operation will never be larger for write-back than for write-through.,The percentage of write operations resulting in a main memory operation will never be larger for writethrough than for write-back.,C,computer science,huan cun nei cun de ming zhong lv shi zhi zai huan cun zhong zhao dao shu ju de cun qu （ du he xie ） ci shu bai fen bi 。 zhi xie ce lve shi zhi mei ci xie cao zuo du hui geng xin zhu nei cun 。 hui xie ce lve shi zhi zai cong huan cun zhong qing chu xing zhi qian ， dui huan cun zhong de xing zhi xing xie cao zuo bu hui ying xiang zhu nei cun 。 er xie fen pei ce lve ze shi zhi zai xie shi xiao shi fen pei bing jia zai huan cun xing 。 na me ， ru guo jia ding shi zhong shi yong xie fen pei ， yi xia na yi xiang chen shu shi zheng que de ？,hui xie de ming zhong lv wang wang gao yu zhi xie 。,zhi xie de ming zhong lv wang wang gao yu hui xie 。,dui yu hui xie er yan ， dao zhi zhu nei cun cao zuo de xie cao zuo zhan bi yong yuan bu hui da yu zhi xie de xiang ying zhan bi 。,dui yu zhi xie er yan ， dao zhi zhu nei cun cao zuo de xie cao zuo zhan bi yong yuan bu hui da yu hui xie de xiang ying zhan bi 。,C,college_computer_science,computer science
