dataset,doc_id,seg_id,chinese,english,chinese_ZH-PY
newstest2019.zh-en.xml,chinanews.com.1537,21,“按时间顺序慢慢看下来，感到中国一步一步走来，越来越强大，令身在异乡的我们特别振奋 ” ， 刘元吉说。,"""After browsing the pictures slowly in a chronological order, I feel that China is becoming stronger and stronger step by step. This makes us particularly excited in a foreign land"", Liu Yuanji said.",“ an shi jian shun xu man man kan xia lai ， gan dao zhong guo yi bu yi bu zou lai ， yue lai yue qiang da ， ling shen zai yi xiang de wo men te bie zhen fen  ” ，  liu yuan ji shuo 。
newstest2017.zh-en.xml,ifeng0812.news.49767888_0,2,但它们的生长速度极其缓慢，有时1年只长约1厘米，这提示格陵兰鲨可能有着格外长的寿命。,"But their growth rate is extremely slow, sometimes only about 1 cm a year, suggesting that Greenland shark may have an extra-long life.",dan ta men de sheng zhang su du ji qi huan man ， you shi 1 nian zhi zhang yue 1 li mi ， zhe ti shi ge ling lan sha ke neng you zhe ge wai zhang de shou ming 。
newstest2021.zh-en.xml,hunan_ribao-zh.6029,5,吴桂英说，本次节会的举办，对于贯彻落实习近平总书记“要把红色资源利用好、把红色传统发扬好、把红色基因传承好”的重要指示，进一步抓好我省红色旅游发展，促进文旅市场复苏，让“红色力量”凝聚成建设富饶美丽幸福新湖南的广泛合力，具有重要意义。,"Wu Guiying said that holding this festival will play an important role in carrying out the important instructions of General Secretary Xi Jinping to ""make good use of red resources, carry forward the red tradition, and do a good job of passing on red genes"", thereby further accelerating the development of red tourism in the province, promoting the recovery of the cultural and tourism market, and making ""Red Power"" a cohesive force to build a revitalized, rich, beautiful, and happy new Hunan.",wu gui ying shuo ， ben ci jie hui de ju ban ， dui yu guan che luo shi xi jin ping zong shu ji “ yao ba hong se zi yuan li yong hao 、 ba hong se chuan tong fa yang hao 、 ba hong se ji yin chuan cheng hao ” de zhong yao zhi shi ， jin yi bu zhua hao wo sheng hong se lv you fa zhan ， cu jin wen lv shi chang fu su ， rang “ hong se li liang ” ning ju cheng jian she fu rao mei li xing fu xin hu nan de guang fan he li ， ju you zhong yao yi yi 。
newstest2017.zh-en.xml,peopledaily0812.pic.c1016-28631699,1,8月11日，武警山东总队烟台支队组织特战狙击手冒着34摄氏度的高温来到昆嵛山开展丛林训练。,"On August 11, the Armed Police Shandong Corps Yantai detachment organized special war snipers to have jungle training at Kunyu Mountain under the high temperature of 34 degrees Celsius.",8 yue 11 ri ， wu jing shan dong zong dui yan tai zhi dui zu zhi te zhan ju ji shou mao zhe 34 she shi du de gao wen lai dao kun yu shan kai zhan cong lin xun lian 。
newstest2021.zh-en.xml,rfi-chinese.16516,12,受中美关系紧张情势进一步升高影响，离岸、在岸人民币对美元汇率22日盘中一度大贬，双双跌破1美元兑人民币7.0元关口。,"The offshore and onshore RMB exchange rates fell sharply against the US dollar on the 22nd, both falling below the mark of USD $1 to RMB 7.0 as tensions between China and the US escalated.",shou zhong mei guan xi jin zhang qing shi jin yi bu sheng gao ying xiang ， li an 、 zai an ren min bi dui mei yuan hui lv 22 ri pan zhong yi du da bian ， shuang shuang die po 1 mei yuan dui ren min bi 7.0 yuan guan kou 。
newstest2019.zh-en.xml,chinanews.com.1394,10,回应“裁员”传闻：明确不裁员。,"Respond to the rumor of ""layoff"" : it is clear that there will be no layoff.",hui ying “ cai yuan ” chuan wen ： ming que bu cai yuan 。
newsdev2017.zh-en.xml,ifeng0812.news.49767194_0,3,哈尔滨市警方依法对该俄籍男子拘留5天的处罚，同时作出限制其五年内不准入境中国的决定。,"The Harbin police meted out the penalty of 5-day detention to the Russian man in accordance with the law. At the same time, a decision of forbidding him from entering China within five years has been made.",ha er bin shi jing fang yi fa dui gai e ji nan zi ju liu 5 tian de chu fa ， tong shi zuo chu xian zhi qi wu nian nei bu zhun ru jing zhong guo de jue ding 。
newstest2020.zh-en.xml,xinhua-zh-01.6565,2,9月26日至27日，为深化拓展“不忘初心、牢记使命”主题教育成果，中央军民融合办、国家国防科工局、全国工商联联合组织“国有企业和优势民营企业走进赣南革命老区”调研活动，重温革命历史，追寻红色足迹，传承红色基因，开展相关企业与赣州市的需求对接，促进革命老区加快发展。,"From September 26 to 27, in order to deepen and expand the educational achievements of the theme of “Remain true to our original aspiration and keep our mission firmly in mind”, the Central Military-Civilian Integration Office, the State Administration of Science and Industry for National Defense, and the All-China Federation of Industry and Commerce jointly organized the research event of “state-owned enterprises and advantageous private enterprises entering the revolutionary base areas in southern Jiangxi"" to review the history of the revolution, follow the red footprints, and pass on the red genes, thus the purpose of this activity is to interface with the needs of related enterprises and Ganzhou City and to accelerate the development of revolutionary areas.",9 yue 26 ri zhi 27 ri ， wei shen hua tuo zhan “ bu wang chu xin 、 lao ji shi ming ” zhu ti jiao yu cheng guo ， zhong yang jun min rong he ban 、 guo jia guo fang ke gong ju 、 quan guo gong shang lian lian he zu zhi “ guo you qi ye he you shi min ying qi ye zou jin gan nan ge ming lao qu ” diao yan huo dong ， chong wen ge ming li shi ， zhui xun hong se zu ji ， chuan cheng hong se ji yin ， kai zhan xiang guan qi ye yu gan zhou shi de xu qiu dui jie ， cu jin ge ming lao qu jia kuai fa zhan 。
newstest2020.zh-en.xml,xinhua-zh-01.6390,13,“十一”期间门店将推出不少活动，例如抽奖、到店立减等。,"During National Day, the shop holds many activities, such as prize drawings and discounts for visiting the shop.",“ shi yi ” qi jian men dian jiang tui chu bu shao huo dong ， li ru chou jiang 、 dao dian li jian deng 。
newstest2021.zh-en.xml,chinanews.com.229484,4,巴研究人员将全国55家医院的667名患者分成三组，进行了临床试验；主要对比单独使用羟氯喹或结合其它抗生素阿奇霉素的治疗效果，分析是否有助于改善新冠肺炎轻度和中度患者的病情。,Brazilian researchers put 667 patients from 55 hospitals across the country into 3 groups for clinical trials to compare the effectiveness of treatment using hydroxychloroquine only and through hydroxychloroquine combined with other antibiotics (azithromycin) to see if it was helpful in improving COVID-19 patients’ mild and moderate conditions.,ba yan jiu ren yuan jiang quan guo 55 jia yi yuan de 667 ming huan zhe fen cheng san zu ， jin xing le lin chuang shi yan ； zhu yao dui bi dan du shi yong qiang lv kui huo jie he qi ta kang sheng su a qi mei su de zhi liao xiao guo ， fen xi shi fou you zhu yu gai shan xin guan fei yan qing du he zhong du huan zhe de bing qing 。
newstest2021.zh-en.xml,xinhua-zh-01.120197,6,“在家闷久了，一看到有团队游，马上把消息分享给朋友一起报名，以前从来没有来过兰溪，非常期待这次旅行。”，孙阿姨说。,"“I’ve been bored sitting at home for a long time, so when I saw a group tour, I shared the news with my friends right away, and we all signed up, and I’ve never visited Lanxi, so I’ve been looking forward to this trip, “ said Mrs. Sun.",“ zai jia men jiu le ， yi kan dao you tuan dui you ， ma shang ba xiao xi fen xiang gei peng you yi qi bao ming ， yi qian cong lai mei you lai guo lan xi ， fei chang qi dai zhe ci lv xing 。”， sun a yi shuo 。
wmttest2023.zh-en.xml,gb-1,8,GB 18030 一 2022,GB 18030-2022,GB 18030  yi  2022
newstest2017.zh-en.xml,nytimes.69931,22,科先生解释了为何他和他的妻子要写这本书：“当时，食物已成为令美国人感到不快的主要话题。”,"""This was a time when food became a central, fraught subject for the American people,"" Mr. Coe said, explaining why he and his wife wanted to write about it.",ke xian sheng jie shi le wei he ta he ta de qi zi yao xie zhe ben shu ：“ dang shi ， shi wu yi cheng wei ling mei guo ren gan dao bu kuai de zhu yao hua ti 。”
newstest2017.zh-en.xml,ifeng0812.news.49767662_0,8,在赛事保障方面，目前大会招募了580名志愿者，在比赛期间，这些志愿者们将在各个赛场为运动员和观众提供热情服务。,"In terms of event security, the current conference recruited 580 volunteers, during which the volunteers will provide services in the various venues for athletes and visitors.",zai sai shi bao zhang fang mian ， mu qian da hui zhao mu le 580 ming zhi yuan zhe ， zai bi sai qi jian ， zhe xie zhi yuan zhe men jiang zai ge ge sai chang wei yun dong yuan he guan zhong ti gong re qing fu wu 。
wmttest2023.zh-en.xml,wdr-2,28,注射吸毒者中常见的未经治疗的丙型肝炎导致的肝癌的相关残疾调整寿命年数增幅特别高——达到40%。,"Untreated hepatitis C, which is predominant among infusing medicate clients, essentially expanded the number of DALYs (disease-associated mortality occasions) connected to liver cancer (up to 40%).",zhu she xi du zhe zhong chang jian de wei jing zhi liao de bing xing gan yan dao zhi de gan ai de xiang guan can ji tiao zheng shou ming nian shu zeng fu te bie gao —— da dao 40%。
newstest2021.zh-en.xml,chinanews.com.229527,2,与此同时，坐落在北京城市副中心的国家大剧院台湖剧场也迎来了抗疫以来首场线下演出，指挥家郑健携手国家大剧院合唱团激情唱响“台湖星期音乐会”之军歌嘹亮—军旅合唱歌曲音乐会。,"At the same time, the Taihu Theatre of National Centre for the Performing Arts (NCPA), located in the sub-center of Beijing, also staged the first offline performance since the outbreak of the COVID-19; conductor Zheng Jian and the passionate National Grand Theatre Chorus presented the ""Taiko Music Week"", a concert of military choral songs.",yu ci tong shi ， zuo luo zai bei jing cheng shi fu zhong xin de guo jia da ju yuan tai hu ju chang ye ying lai le kang yi yi lai shou chang xian xia yan chu ， zhi hui jia zheng jian xie shou guo jia da ju yuan he chang tuan ji qing chang xiang “ tai hu xing qi yin yue hui ” zhi jun ge liao liang — jun lv he chang ge qu yin yue hui 。
newstest2017.zh-en.xml,ifeng0812.news.49765603_0,14,大量迹象还表明，火星以前很可能与目前的地球一样，只是经过几十亿年的演化才变成大气层稀薄、温度较低、水源枯竭等样子。,"A large number of signs also show that the Mars is likely to be the same as the current Earth, only after billions of years of evolution into the atmosphere thin, low temperature, water depletion and so on.",da liang ji xiang hai biao ming ， huo xing yi qian hen ke neng yu mu qian de di qiu yi yang ， zhi shi jing guo ji shi yi nian de yan hua cai bian cheng da qi ceng xi bo 、 wen du jiao di 、 shui yuan ku jie deng yang zi 。
newstest2020.zh-en.xml,hunan_ribao-zh.186,7,福康社工服务中心相关负责人表示，70年来，在党和政府的支持下，长沙市残疾人事业不断发展进步，越来越多的残疾人真正成为社会经济发展的参与者、贡献者和享有者，关爱帮助残疾人、关心支持残疾人事业也逐渐成为全社会共识。,"The relevant manager of the Fukang Social Work Service Center said that in the past 70 years, with the support of the party and the government, the cause of disabled people in Changsha has continued to develop and make progress, and more and more disabled people have truly become participants and contributors in the economy and society, while caring and helping the disabled and supporting the disabled cause have gradually become widespread social consensus.",fu kang she gong fu wu zhong xin xiang guan fu ze ren biao shi ，70 nian lai ， zai dang he zheng fu de zhi chi xia ， chang sha shi can ji ren shi ye bu duan fa zhan jin bu ， yue lai yue duo de can ji ren zhen zheng cheng wei she hui jing ji fa zhan de can yu zhe 、 gong xian zhe he xiang you zhe ， guan ai bang zhu can ji ren 、 guan xin zhi chi can ji ren shi ye ye zhu jian cheng wei quan she hui gong shi 。
newstest2018.zh-en.xml,cctv_news_1117,478,基层群众性自治组织特别法人统一社会信用代码证书。,"Unified Social Credit Code certificate for the special legal person, a grassroots autonomous organization in Beijing.",ji ceng qun zhong xing zi zhi zu zhi te bie fa ren tong yi she hui xin yong dai ma zheng shu 。
newsdev2017.zh-en.xml,ifeng0812.news.49765695_0,2,"拉莫斯在离开香港前发表声明，形容早前在香港与老朋友的会面气氛友好愉快,双方以私人身份探讨了如何推进中菲之间的和平与合作。","Ramos made a statement before leaving Hong Kong, saying that he had a friendly and happy meeting with his old friends in Hong Kong, and they discussed how to advance peace and cooperation between the two countries as individuals.","la mo si zai li kai xiang gang qian fa biao sheng ming ， xing rong zao qian zai xiang gang yu lao peng you de hui mian qi fen you hao yu kuai , shuang fang yi si ren shen fen tan tao le ru he tui jin zhong fei zhi jian de he ping yu he zuo 。"
wmttest2022.zh-en.xml,xinhua-zh-01.103967,12,此次参与申诉的除美国华裔团体外，还包括美国印度裔、韩裔、日裔、巴基斯坦裔教育团体。,"In addition to Asian groups in the U.S., the groups involving in the complaint also include Indian, Korean, Japanese and Pakistani education groups in the U.S.",ci ci can yu shen su de chu mei guo hua yi tuan ti wai ， hai bao kuo mei guo yin du yi 、 han yi 、 ri yi 、 ba ji si tan yi jiao yu tuan ti 。
wmttest2022.zh-en.xml,ecommerce_zh_xiaohongshu.com_25328504,6,其实很多深色系的衣服是微胖女孩子们的标配（这一点作者深有体会），深颜色也是掩盖你身体胖的好方法，高贵典雅的黑色短裙也是微胖女孩的首选。,"In fact, lots of dark color clothes are standard configuration of slightly fat girls (which the author deeply agrees on), and dark colors are good methods to cover fatness; in addition, noble and elegant black short shirts are best choices for slightly fat girls.",qi shi hen duo shen se xi de yi fu shi wei pang nv hai zi men de biao pei （ zhe yi dian zuo zhe shen you ti hui ）， shen yan se ye shi yan gai ni shen ti pang de hao fang fa ， gao gui dian ya de hei se duan qun ye shi wei pang nv hai de shou xuan 。
newstest2021.zh-en.xml,chinanews.com.229527,15,央视《新闻联播》主播刚强来到国家大剧院的后台化妆间，为大家揭秘了捷杰耶夫、郎朗等音乐大师登台前的“据点”，随后他来到国家大剧院一层的公共空间，在三台有故事的九尺钢琴前与杨洋、张昊辰以及国家大剧院调琴师于快展开对话，刚强以一位资深钢琴爱好者的视角与他们探讨了钢琴的维护与保养、拉赫玛尼诺夫的音乐、音乐家们平时的生活和演前的准备等话题，在导赏的最后，刚强还与张昊辰“接力”合作了舒曼《梦幻曲》，让网友观众们大饱眼福。,"During this, the CCTV presenter Gang Qiang of Xinwen Lianbo (News Broadcast) came to the NPCA backstage dressing room to reveal the ""stronghold"" of musicians such as Valery Gergiev and Lang Lang before they took to the stage, and then came to the public space on the ground floor of the NCPA to converse about their stories with Yang Yang, Zhang Haochen and NCPA tuner Yu Kuai in front of three nine-foot pianos with stories, where Gang Qiang also spoke with them about the piano maintenance, Rachmaninoff’s music, the daily life of a musician, pre-stage preparations, and other topics from the angle of a well-known piano lover; finally, at the end of the guided tour, Gang Qiang and Zhang Haochen collaborated on Robert Alexander Schumann's Traumerei, to the delight of the audience.",yang shi 《 xin wen lian bo 》 zhu bo gang qiang lai dao guo jia da ju yuan de hou tai hua zhuang jian ， wei da jia jie mi le jie jie ye fu 、 lang lang deng yin yue da shi deng tai qian de “ ju dian ”， sui hou ta lai dao guo jia da ju yuan yi ceng de gong gong kong jian ， zai san tai you gu shi de jiu chi gang qin qian yu yang yang 、 zhang hao chen yi ji guo jia da ju yuan diao qin shi yu kuai zhan kai dui hua ， gang qiang yi yi wei zi shen gang qin ai hao zhe de shi jiao yu ta men tan tao le gang qin de wei hu yu bao yang 、 la he ma ni nuo fu de yin yue 、 yin yue jia men ping shi de sheng huo he yan qian de zhun bei deng hua ti ， zai dao shang de zui hou ， gang qiang hai yu zhang hao chen “ jie li ” he zuo le shu man 《 meng huan qu 》， rang wang you guan zhong men da bao yan fu 。
newstest2021.zh-en.xml,chinanews.com.229819,4,每年填报高考志愿，都有学生或者家长因为对于志愿填报中涉及的名词不了解，进而影响志愿填报。,"Each year, when we fill out our preferred majors on the NCEE (National College Entrance Examination), there are always students and parents who don’t understand the terminology involved, which can directly affect how you select your preferred majors.",mei nian tian bao gao kao zhi yuan ， dou you xue sheng huo zhe jia zhang yin wei dui yu zhi yuan tian bao zhong she ji de ming ci bu liao jie ， jin er ying xiang zhi yuan tian bao 。
newstest2018.zh-en.xml,cctv_news_1217,286,在深圳市龙岗区妇幼保健院，一大早就有数十位怀孕十二周左右的准妈妈在等待接受一项重要的检查。,"In a Maternal and Child Health Hospital in Longgang District, Shenzhen City, in the early morning, there were dozens of pregnant women who have been pregnant for about twelve weeks waiting for an important test.",zai shen zhen shi long gang qu fu you bao jian yuan ， yi da zao jiu you shu shi wei huai yun shi er zhou zuo you de zhun ma ma zai deng dai jie shou yi xiang zhong yao de jian cha 。
newstest2018.zh-en.xml,sogou_web_data_20180206,166,不久前，中国国家能源局宣布，2020年前，将向可替代能源领域投资2.5万亿元人民币。,"Not long ago, the National Energy Administration of China announced that by 2020, it will invest 2.5 trillion yuan in the field of alternative energy.",bu jiu qian ， zhong guo guo jia neng yuan ju xuan bu ，2020 nian qian ， jiang xiang ke ti dai neng yuan ling yu tou zi 2.5 wan yi yuan ren min bi 。
wmttest2022.zh-en.xml,social_zh_tieba.baidu.com_73936515,16,那么随着社会的发展，市场的推广费用，比如说：商场的促销人员、商场的陈列费用、产品的赠品费用、广告费用等也在不断的增加。,"With the development of the society, there are increasingly grown expenses in market promoting, such as the expenses for promoters in shopping malls, the expenses for display in shopping malls, the expenses for gifts of products and the expenses for advertisement.",na me sui zhe she hui de fa zhan ， shi chang de tui guang fei yong ， bi ru shuo ： shang chang de cu xiao ren yuan 、 shang chang de chen lie fei yong 、 chan pin de zeng pin fei yong 、 guang gao fei yong deng ye zai bu duan de zeng jia 。
wmttest2022.zh-en.xml,chinese.macao.5817,22,澳大科技学院院长须成忠宣读江朝晖赞辞时表示，江朝晖女士参与研发的重大发明和专利，至今累积超过15项与存储虚拟化、导航、文件系统和电源管理相关，无不实用性高，使用广泛，提升人类生活便利度。,"When reading out the praise of Jiang Zhaohui, Xu Chengzhong, dean of the Institute of Technology of University of Macau, expressed that 15 significant inventions and patients invented with the participation of Ms. Jiang Zhaohui are related to storage virtualization, navigation, document system and power management, which are all widely applied with favorable practice, improving the convenience of life.",ao da ke ji xue yuan yuan zhang xu cheng zhong xuan du jiang zhao hui zan ci shi biao shi ， jiang zhao hui nv shi can yu yan fa de zhong da fa ming he zhuan li ， zhi jin lei ji chao guo 15 xiang yu cun chu xu ni hua 、 dao hang 、 wen jian xi tong he dian yuan guan li xiang guan ， wu bu shi yong xing gao ， shi yong guang fan ， ti sheng ren lei sheng huo bian li du 。
newstest2021.zh-en.xml,chinanews.com.229794,6,以色列曾多次以打击该组织为由，对叙境内目标实施空袭。,"On the grounds of attacking Hezbollah, Israel has conducted several air raids on targets in Syria.",yi se lie ceng duo ci yi da ji gai zu zhi wei you ， dui xu jing nei mu biao shi shi kong xi 。
newstest2020.zh-en.xml,xinhua-zh-01.6202,13,我们要共同用好《联合国宪章》第六章，发挥好联合国在斡旋、调解等方面的作用。,"We should jointly make good use of Chapter VI of the Charter of the United Nations and give full play to the role of the United Nations in mediation, conciliation, etc.",wo men yao gong tong yong hao 《 lian he guo xian zhang 》 di liu zhang ， fa hui hao lian he guo zai wo xuan 、 tiao jie deng fang mian de zuo yong 。
newstest2017.zh-en.xml,ifeng0812.news.49766540_0,6,截至２０１６年６月的１２个月时间里，新西兰劳动年龄人口增长３.６％，达到１５８万人。,"As of June 2016, New Zealand's working-age population rose by 3.6 percent to 1.58 million.",jie zhi ２０１６ nian ６ yue de １２ ge yue shi jian li ， xin xi lan lao dong nian ling ren kou zeng zhang ３.６％， da dao １５８ wan ren 。
newstest2019.zh-en.xml,chinanews.com.1743,4,玉城1日向媒体表示，选举结果表明县民们不想让翁长知事生前的努力白费，他将继承翁长知事遗志，继续就反对美军基地搬迁计划和普天间基地的关闭等向日本政府和美国政府作出努力。,"Tamaki told the media on October 1 that the result of election showed that the Okinawa people didn't want to waste the former governor Onaga Takeshi's efforts during his lifetime, and he would carry out Takeshi's behests to make continued efforts in opposing the plan of relocating the US military base and the closure of the Futenma base to the Japanese government and the American government.",yu cheng 1 ri xiang mei ti biao shi ， xuan ju jie guo biao ming xian min men bu xiang rang weng zhang zhi shi sheng qian de nu li bai fei ， ta jiang ji cheng weng zhang zhi shi yi zhi ， ji xu jiu fan dui mei jun ji di ban qian ji hua he pu tian jian ji di de guan bi deng xiang ri ben zheng fu he mei guo zheng fu zuo chu nu li 。
newstest2018.zh-en.xml,cctv_news_1117,116,讲清楚中国特色社会主义进入新时代的重大意义，讲清楚我国社会主要矛盾变化的深远影响，讲清楚两个一百年奋斗目标。,"We should make clear the significance of socialism with Chinese characteristics as it enters a new era, the far-reaching influence of the change of the society’s principal contradiction, and the Two Centenary Goals.",jiang qing chu zhong guo te se she hui zhu yi jin ru xin shi dai de zhong da yi yi ， jiang qing chu wo guo she hui zhu yao mao dun bian hua de shen yuan ying xiang ， jiang qing chu liang ge yi bai nian fen dou mu biao 。
newstest2018.zh-en.xml,cctv_news_1217,253,全国政协副主席、台盟中央主席林文漪代表各民主党派中央和全国工商联致贺词。,"Lin Wenyi, Vice President of the CPPCC National Committee and President of the Central Committee of the Taiwan Democratic Self-Government League, delivered a congratulatory message on behalf of all democratic parties and the All-China Federation of Industry and Commerce.",quan guo zheng xie fu zhu xi 、 tai meng zhong yang zhu xi lin wen yi dai biao ge min zhu dang pai zhong yang he quan guo gong shang lian zhi he ci 。
wmttest2023.zh-en.xml,watch-4-zh_0890690-69,3,不足：镜面容易划伤、进灰尘。,Shortcomings: The mirror surface is vulnerable to dust buildup and scratches.,bu zu ： jing mian rong yi hua shang 、 jin hui chen 。
newstest2018.zh-en.xml,012_c_1122236278,2,预计12月固定资产投资累计增速为7.2%，与上月持平，低于去年。,"Cumulative growth rate of fixed asset investment in December is forecast to be at 7.2%, unchanged from the previous month, but lower than that a year ago.",yu ji 12 yue gu ding zi chan tou zi lei ji zeng su wei 7.2%， yu shang yue chi ping ， di yu qu nian 。
wmttest2023.zh-en.xml,chinanews.com.280864,2,2022年回国求职应届留学生留学国前10 图源：《2022中国海归就业调查报告》,"The best 10 universal understudies seeking out for work in China in 2022, concurring to the ""2022 Chinese Returnee Business Study Report""",2022 nian hui guo qiu zhi ying jie liu xue sheng liu xue guo qian 10  tu yuan ：《2022 zhong guo hai gui jiu ye diao cha bao gao 》
newstest2020.zh-en.xml,international_times-zh.167,7,埃及内政部昨天立场坚定表示，对于任何破坏国家稳定的企图都会果断迎击，绝不手软。,The Ministry of the Interior of Egypt stated firmly yesterday that it would resolutely respond to any attempt to destabilize the country and would not show mercy.,ai ji nei zheng bu zuo tian li chang jian ding biao shi ， dui yu ren he po huai guo jia wen ding de qi tu du hui guo duan ying ji ， jue bu shou ruan 。
wmttest2022.zh-en.xml,social_zh_facebook.com_62145771,16,想要为你的爱车拍摄视频的朋友，欢迎联系我们！,Please contact us if you want to shoot a video for your car!,xiang yao wei ni de ai che pai she shi pin de peng you ， huan ying lian xi wo men ！
newstest2019.zh-en.xml,chinanews.com.1334,7,同时，中国呼吁构建以联合国为核心、南北合作为主渠道、南南合作为补充的全球发展合作格局，呼吁各方同心协力构建人类命运共同体。,"At the same time, China calls for the establishment of a global development cooperation of making the United Nations as the core, North-South cooperation as the main channel and South-South cooperation as the complement, and calls on all parties to work together to build a community with shared future for mankind.",tong shi ， zhong guo hu yu gou jian yi lian he guo wei he xin 、 nan bei he zuo wei zhu qu dao 、 nan nan he zuo wei bu chong de quan qiu fa zhan he zuo ge ju ， hu yu ge fang tong xin xie li gou jian ren lei ming yun gong tong ti 。
wmttest2023.zh-en.xml,voa-voachinese.30674,13,美国官方对这个物体的描述大致可以归纳为：大小相当于一辆小汽车，没有操纵杆，没有悬挂装置，飞行高度为一万米左右。,"This object's official US description can be summed up roughly as follows: The flying height is around 10,000 meters, the size is comparable to a compact automobile, there is no joystick, and there is no suspension system.",mei guo guan fang dui zhe ge wu ti de miao shu da zhi ke yi gui na wei ： da xiao xiang dang yu yi liang xiao qi che ， mei you cao zong gan ， mei you xuan gua zhuang zhi ， fei xing gao du wei yi wan mi zuo you 。
newstest2018.zh-en.xml,washpost.116866,105,海滩度假城市马萨特兰附近的帮派敌对势力和安全部队发生一系列枪战，已确认 19 人死亡。,A series of shootouts involving gang rivals and security forces near the beach resort city of Mazatlan had left 19 confirmed dead.,hai tan du jia cheng shi ma sa te lan fu jin de bang pai di dui shi li he an quan bu dui fa sheng yi xi lie qiang zhan ， yi que ren  19  ren si wang 。
newstest2018.zh-en.xml,timemagazine.75207,6,戴杰坐在泥地上——她没有家具，这里也是她做日常家庭杂务的地方，比如洗衣服，洗衣服的水十分浑浊，都是从附近的沼泽地里弄来的。,"Degei sits on the mud floor - she has no furniture - which is where she also performs her daily chores, such as washing clothes with murky water from the nearby swamp.",dai jie zuo zai ni di shang —— ta mei you jia ju ， zhe li ye shi ta zuo ri chang jia ting za wu de di fang ， bi ru xi yi fu ， xi yi fu de shui shi fen hun zhuo ， dou shi cong fu jin de zhao ze di li long lai de 。
newstest2017.zh-en.xml,independent.142390,35,格拉芙下个月将与电视探险员史蒂夫·巴克沙尔结婚。,"Glover has a wedding to attend next month, her own to television adventurer Steve Backshall.",ge la fu xia ge yue jiang yu dian shi tan xian yuan shi di fu · ba ke sha er jie hun 。
newsdev2017.zh-en.xml,ifeng0812.news.49766350_0,3,杜特尔特对戈德堡干预选举表示强烈不满，甚至威胁要在当选总统后断绝与美国的关系。,Duterte expressed his strong dissatisfaction with Goldberg's interference in the presidential election and even threatened to sever the relationship with the US after he is elected as president.,du te er te dui ge de bao gan yu xuan ju biao shi qiang lie bu man ， shen zhi wei xie yao zai dang xuan zong tong hou duan jue yu mei guo de guan xi 。
newstest2018.zh-en.xml,smh.com.au.242750,25,但是从边缘渗透而来的东西能让我们看清我们所处的这个时代的进程。,But what seeps in from the fringes can be highly instructive as to the tenor of the era we're living in.,dan shi cong bian yuan shen tou er lai de dong xi neng rang wo men kan qing wo men suo chu de zhe ge shi dai de jin cheng 。
newstest2018.zh-en.xml,cctv_news_1117,524,今天节目的主要内容有,"In tonight's program, we cover",jin tian jie mu de zhu yao nei rong you
newstest2017.zh-en.xml,peopledaily0812.world.c1002-28632659,2,文章称，与之形成对比的是，美国大使官邸从外观来看，完全可以在下一部改编自约翰勒卡雷冷战间谍小说的电影中作为安全屋。,"According to the article, in contrast, the appearance of the American ambassador's residence, from the appearance of view, can be used as safety house in the cold war spy novels of John le Carré.",wen zhang cheng ， yu zhi xing cheng dui bi de shi ， mei guo da shi guan di cong wai guan lai kan ， wan quan ke yi zai xia yi bu gai bian zi yue han lei ka lei leng zhan jian die xiao shuo de dian ying zhong zuo wei an quan wu 。
newstest2021.zh-en.xml,chinanews.com.229660,10,白宫官员私下称，对中国采取的强硬策略是为了挽救特朗普的支持率，同时也是为了转移白宫疫情应对失败的责任。,White House officials’ private statements indicate that the tough position against China is to save Trump’s support rate as well as to shift the focus away from the White House’s failure in response to the pandemic.,bai gong guan yuan si xia cheng ， dui zhong guo cai qu de qiang ying ce lve shi wei le wan jiu te lang pu de zhi chi lv ， tong shi ye shi wei le zhuan yi bai gong yi qing ying dui shi bai de ze ren 。
wmttest2022.zh-en.xml,en_zh-TW_CLIENT-05_2020-12-20-205_doc08,1,没有，我没有收到 call,"No, I didn’t receive the call.",mei you ， wo mei you shou dao  call
wmttest2022.zh-en.xml,ecommerce_zh_dangdang.com_104963909,6,【诺拉图书】正版查理和大玻璃升降机 罗尔德达尔作品典藏 查理和巧克力工厂续集 任溶溶译 7-9-12岁儿童文学 三四五六,"[Nora Books] Authentic Charlie and the Giant Glass Elevator, a classic work by Roald Dahl, sequel to Charlie and the Chocolate Factory, translated by Ren Rongrong, children’s literature for 7-9-12 years old, Grade 3, 4, 5, 6",【 nuo la tu shu 】 zheng ban cha li he da bo li sheng jiang ji   luo er de da er zuo pin dian cang   cha li he qiao ke li gong chang xu ji   ren rong rong yi  7-9-12 sui er tong wen xue   san si wu liu
newstest2020.zh-en.xml,xinhua-zh-01.6520,4,“好好吃，等秋冬季长满了膘，出栏才能卖上好价钱 。 ”,"“Only when Hu sheep eat more forage, when they get fat in autumn and winter, do they sell at a good price. """,“ hao hao chi ， deng qiu dong ji zhang man le biao ， chu lan cai neng mai shang hao jia qian  。 ”
