dataset,doc_id,seg_id,chinese_ZH-PY
newstest2021.zh-en.xml,hunan_ribao-zh.6029,5,wu gui ying shuo ， ben ci jie hui de ju ban ， dui yu guan che luo shi xi jin ping zong shu ji “ yao ba hong se zi yuan li yong hao 、 ba hong se chuan tong fa yang hao 、 ba hong se ji yin chuan cheng hao ” de zhong yao zhi shi ， jin yi bu zhua hao wo sheng hong se lv you fa zhan ， cu jin wen lv shi chang fu su ， rang “ hong se li liang ” ning ju cheng jian she fu rao mei li xing fu xin hu nan de guang fan he li ， ju you zhong yao yi yi 。
newstest2017.zh-en.xml,peopledaily0812.pic.c1016-28631699,1,8 yue 11 ri ， wu jing shan dong zong dui yan tai zhi dui zu zhi te zhan ju ji shou mao zhe 34 she shi du de gao wen lai dao kun yu shan kai zhan cong lin xun lian 。
newstest2021.zh-en.xml,rfi-chinese.16516,12,shou zhong mei guan xi jin zhang qing shi jin yi bu sheng gao ying xiang ， li an 、 zai an ren min bi dui mei yuan hui lv 22 ri pan zhong yi du da bian ， shuang shuang die po 1 mei yuan dui ren min bi 7.0 yuan guan kou 。
newstest2019.zh-en.xml,chinanews.com.1394,10,hui ying “ cai yuan ” chuan wen ： ming que bu cai yuan 。
newsdev2017.zh-en.xml,ifeng0812.news.49767194_0,3,ha er bin shi jing fang yi fa dui gai e ji nan zi ju liu 5 tian de chu fa ， tong shi zuo chu xian zhi qi wu nian nei bu zhun ru jing zhong guo de jue ding 。
newstest2020.zh-en.xml,xinhua-zh-01.6565,2,9 yue 26 ri zhi 27 ri ， wei shen hua tuo zhan “ bu wang chu xin 、 lao ji shi ming ” zhu ti jiao yu cheng guo ， zhong yang jun min rong he ban 、 guo jia guo fang ke gong ju 、 quan guo gong shang lian lian he zu zhi “ guo you qi ye he you shi min ying qi ye zou jin gan nan ge ming lao qu ” diao yan huo dong ， chong wen ge ming li shi ， zhui xun hong se zu ji ， chuan cheng hong se ji yin ， kai zhan xiang guan qi ye yu gan zhou shi de xu qiu dui jie ， cu jin ge ming lao qu jia kuai fa zhan 。
newstest2020.zh-en.xml,xinhua-zh-01.6390,13,“ shi yi ” qi jian men dian jiang tui chu bu shao huo dong ， li ru chou jiang 、 dao dian li jian deng 。
newstest2021.zh-en.xml,chinanews.com.229484,4,ba yan jiu ren yuan jiang quan guo 55 jia yi yuan de 667 ming huan zhe fen cheng san zu ， jin xing le lin chuang shi yan ； zhu yao dui bi dan du shi yong qiang lv kui huo jie he qi ta kang sheng su a qi mei su de zhi liao xiao guo ， fen xi shi fou you zhu yu gai shan xin guan fei yan qing du he zhong du huan zhe de bing qing 。
newstest2021.zh-en.xml,xinhua-zh-01.120197,6,“ zai jia men jiu le ， yi kan dao you tuan dui you ， ma shang ba xiao xi fen xiang gei peng you yi qi bao ming ， yi qian cong lai mei you lai guo lan xi ， fei chang qi dai zhe ci lv xing 。”， sun a yi shuo 。
wmttest2023.zh-en.xml,gb-1,8,GB 18030  yi  2022
newstest2017.zh-en.xml,nytimes.69931,22,ke xian sheng jie shi le wei he ta he ta de qi zi yao xie zhe ben shu ：“ dang shi ， shi wu yi cheng wei ling mei guo ren gan dao bu kuai de zhu yao hua ti 。”
newstest2017.zh-en.xml,ifeng0812.news.49767662_0,8,zai sai shi bao zhang fang mian ， mu qian da hui zhao mu le 580 ming zhi yuan zhe ， zai bi sai qi jian ， zhe xie zhi yuan zhe men jiang zai ge ge sai chang wei yun dong yuan he guan zhong ti gong re qing fu wu 。
wmttest2023.zh-en.xml,wdr-2,28,zhu she xi du zhe zhong chang jian de wei jing zhi liao de bing xing gan yan dao zhi de gan ai de xiang guan can ji tiao zheng shou ming nian shu zeng fu te bie gao —— da dao 40%。
newstest2021.zh-en.xml,chinanews.com.229527,2,yu ci tong shi ， zuo luo zai bei jing cheng shi fu zhong xin de guo jia da ju yuan tai hu ju chang ye ying lai le kang yi yi lai shou chang xian xia yan chu ， zhi hui jia zheng jian xie shou guo jia da ju yuan he chang tuan ji qing chang xiang “ tai hu xing qi yin yue hui ” zhi jun ge liao liang — jun lv he chang ge qu yin yue hui 。
newstest2017.zh-en.xml,ifeng0812.news.49765603_0,14,da liang ji xiang hai biao ming ， huo xing yi qian hen ke neng yu mu qian de di qiu yi yang ， zhi shi jing guo ji shi yi nian de yan hua cai bian cheng da qi ceng xi bo 、 wen du jiao di 、 shui yuan ku jie deng yang zi 。
newstest2020.zh-en.xml,hunan_ribao-zh.186,7,fu kang she gong fu wu zhong xin xiang guan fu ze ren biao shi ，70 nian lai ， zai dang he zheng fu de zhi chi xia ， chang sha shi can ji ren shi ye bu duan fa zhan jin bu ， yue lai yue duo de can ji ren zhen zheng cheng wei she hui jing ji fa zhan de can yu zhe 、 gong xian zhe he xiang you zhe ， guan ai bang zhu can ji ren 、 guan xin zhi chi can ji ren shi ye ye zhu jian cheng wei quan she hui gong shi 。
newstest2018.zh-en.xml,cctv_news_1117,478,ji ceng qun zhong xing zi zhi zu zhi te bie fa ren tong yi she hui xin yong dai ma zheng shu 。
newsdev2017.zh-en.xml,ifeng0812.news.49765695_0,2,"la mo si zai li kai xiang gang qian fa biao sheng ming ， xing rong zao qian zai xiang gang yu lao peng you de hui mian qi fen you hao yu kuai , shuang fang yi si ren shen fen tan tao le ru he tui jin zhong fei zhi jian de he ping yu he zuo 。"
wmttest2022.zh-en.xml,xinhua-zh-01.103967,12,ci ci can yu shen su de chu mei guo hua yi tuan ti wai ， hai bao kuo mei guo yin du yi 、 han yi 、 ri yi 、 ba ji si tan yi jiao yu tuan ti 。
wmttest2022.zh-en.xml,ecommerce_zh_xiaohongshu.com_25328504,6,qi shi hen duo shen se xi de yi fu shi wei pang nv hai zi men de biao pei （ zhe yi dian zuo zhe shen you ti hui ）， shen yan se ye shi yan gai ni shen ti pang de hao fang fa ， gao gui dian ya de hei se duan qun ye shi wei pang nv hai de shou xuan 。
newstest2021.zh-en.xml,chinanews.com.229527,15,yang shi 《 xin wen lian bo 》 zhu bo gang qiang lai dao guo jia da ju yuan de hou tai hua zhuang jian ， wei da jia jie mi le jie jie ye fu 、 lang lang deng yin yue da shi deng tai qian de “ ju dian ”， sui hou ta lai dao guo jia da ju yuan yi ceng de gong gong kong jian ， zai san tai you gu shi de jiu chi gang qin qian yu yang yang 、 zhang hao chen yi ji guo jia da ju yuan diao qin shi yu kuai zhan kai dui hua ， gang qiang yi yi wei zi shen gang qin ai hao zhe de shi jiao yu ta men tan tao le gang qin de wei hu yu bao yang 、 la he ma ni nuo fu de yin yue 、 yin yue jia men ping shi de sheng huo he yan qian de zhun bei deng hua ti ， zai dao shang de zui hou ， gang qiang hai yu zhang hao chen “ jie li ” he zuo le shu man 《 meng huan qu 》， rang wang you guan zhong men da bao yan fu 。
newstest2021.zh-en.xml,chinanews.com.229819,4,mei nian tian bao gao kao zhi yuan ， dou you xue sheng huo zhe jia zhang yin wei dui yu zhi yuan tian bao zhong she ji de ming ci bu liao jie ， jin er ying xiang zhi yuan tian bao 。
newstest2018.zh-en.xml,cctv_news_1217,286,zai shen zhen shi long gang qu fu you bao jian yuan ， yi da zao jiu you shu shi wei huai yun shi er zhou zuo you de zhun ma ma zai deng dai jie shou yi xiang zhong yao de jian cha 。
newstest2018.zh-en.xml,sogou_web_data_20180206,166,bu jiu qian ， zhong guo guo jia neng yuan ju xuan bu ，2020 nian qian ， jiang xiang ke ti dai neng yuan ling yu tou zi 2.5 wan yi yuan ren min bi 。
wmttest2022.zh-en.xml,social_zh_tieba.baidu.com_73936515,16,na me sui zhe she hui de fa zhan ， shi chang de tui guang fei yong ， bi ru shuo ： shang chang de cu xiao ren yuan 、 shang chang de chen lie fei yong 、 chan pin de zeng pin fei yong 、 guang gao fei yong deng ye zai bu duan de zeng jia 。
wmttest2022.zh-en.xml,chinese.macao.5817,22,ao da ke ji xue yuan yuan zhang xu cheng zhong xuan du jiang zhao hui zan ci shi biao shi ， jiang zhao hui nv shi can yu yan fa de zhong da fa ming he zhuan li ， zhi jin lei ji chao guo 15 xiang yu cun chu xu ni hua 、 dao hang 、 wen jian xi tong he dian yuan guan li xiang guan ， wu bu shi yong xing gao ， shi yong guang fan ， ti sheng ren lei sheng huo bian li du 。
newstest2021.zh-en.xml,chinanews.com.229794,6,yi se lie ceng duo ci yi da ji gai zu zhi wei you ， dui xu jing nei mu biao shi shi kong xi 。
newstest2020.zh-en.xml,xinhua-zh-01.6202,13,wo men yao gong tong yong hao 《 lian he guo xian zhang 》 di liu zhang ， fa hui hao lian he guo zai wo xuan 、 tiao jie deng fang mian de zuo yong 。
newstest2017.zh-en.xml,ifeng0812.news.49766540_0,6,jie zhi ２０１６ nian ６ yue de １２ ge yue shi jian li ， xin xi lan lao dong nian ling ren kou zeng zhang ３.６％， da dao １５８ wan ren 。
newstest2019.zh-en.xml,chinanews.com.1743,4,yu cheng 1 ri xiang mei ti biao shi ， xuan ju jie guo biao ming xian min men bu xiang rang weng zhang zhi shi sheng qian de nu li bai fei ， ta jiang ji cheng weng zhang zhi shi yi zhi ， ji xu jiu fan dui mei jun ji di ban qian ji hua he pu tian jian ji di de guan bi deng xiang ri ben zheng fu he mei guo zheng fu zuo chu nu li 。
newstest2018.zh-en.xml,cctv_news_1117,116,jiang qing chu zhong guo te se she hui zhu yi jin ru xin shi dai de zhong da yi yi ， jiang qing chu wo guo she hui zhu yao mao dun bian hua de shen yuan ying xiang ， jiang qing chu liang ge yi bai nian fen dou mu biao 。
newstest2018.zh-en.xml,cctv_news_1217,253,quan guo zheng xie fu zhu xi 、 tai meng zhong yang zhu xi lin wen yi dai biao ge min zhu dang pai zhong yang he quan guo gong shang lian zhi he ci 。
wmttest2023.zh-en.xml,watch-4-zh_0890690-69,3,bu zu ： jing mian rong yi hua shang 、 jin hui chen 。
newstest2018.zh-en.xml,012_c_1122236278,2,yu ji 12 yue gu ding zi chan tou zi lei ji zeng su wei 7.2%， yu shang yue chi ping ， di yu qu nian 。
wmttest2023.zh-en.xml,chinanews.com.280864,2,2022 nian hui guo qiu zhi ying jie liu xue sheng liu xue guo qian 10  tu yuan ：《2022 zhong guo hai gui jiu ye diao cha bao gao 》
newstest2020.zh-en.xml,international_times-zh.167,7,ai ji nei zheng bu zuo tian li chang jian ding biao shi ， dui yu ren he po huai guo jia wen ding de qi tu du hui guo duan ying ji ， jue bu shou ruan 。
wmttest2022.zh-en.xml,social_zh_facebook.com_62145771,16,xiang yao wei ni de ai che pai she shi pin de peng you ， huan ying lian xi wo men ！
newstest2019.zh-en.xml,chinanews.com.1334,7,tong shi ， zhong guo hu yu gou jian yi lian he guo wei he xin 、 nan bei he zuo wei zhu qu dao 、 nan nan he zuo wei bu chong de quan qiu fa zhan he zuo ge ju ， hu yu ge fang tong xin xie li gou jian ren lei ming yun gong tong ti 。
wmttest2023.zh-en.xml,voa-voachinese.30674,13,mei guo guan fang dui zhe ge wu ti de miao shu da zhi ke yi gui na wei ： da xiao xiang dang yu yi liang xiao qi che ， mei you cao zong gan ， mei you xuan gua zhuang zhi ， fei xing gao du wei yi wan mi zuo you 。
newstest2018.zh-en.xml,washpost.116866,105,hai tan du jia cheng shi ma sa te lan fu jin de bang pai di dui shi li he an quan bu dui fa sheng yi xi lie qiang zhan ， yi que ren  19  ren si wang 。
newstest2018.zh-en.xml,timemagazine.75207,6,dai jie zuo zai ni di shang —— ta mei you jia ju ， zhe li ye shi ta zuo ri chang jia ting za wu de di fang ， bi ru xi yi fu ， xi yi fu de shui shi fen hun zhuo ， dou shi cong fu jin de zhao ze di li long lai de 。
newstest2017.zh-en.xml,independent.142390,35,ge la fu xia ge yue jiang yu dian shi tan xian yuan shi di fu · ba ke sha er jie hun 。
newsdev2017.zh-en.xml,ifeng0812.news.49766350_0,3,du te er te dui ge de bao gan yu xuan ju biao shi qiang lie bu man ， shen zhi wei xie yao zai dang xuan zong tong hou duan jue yu mei guo de guan xi 。
newstest2018.zh-en.xml,smh.com.au.242750,25,dan shi cong bian yuan shen tou er lai de dong xi neng rang wo men kan qing wo men suo chu de zhe ge shi dai de jin cheng 。
newstest2018.zh-en.xml,cctv_news_1117,524,jin tian jie mu de zhu yao nei rong you
newstest2017.zh-en.xml,peopledaily0812.world.c1002-28632659,2,wen zhang cheng ， yu zhi xing cheng dui bi de shi ， mei guo da shi guan di cong wai guan lai kan ， wan quan ke yi zai xia yi bu gai bian zi yue han lei ka lei leng zhan jian die xiao shuo de dian ying zhong zuo wei an quan wu 。
newstest2021.zh-en.xml,chinanews.com.229660,10,bai gong guan yuan si xia cheng ， dui zhong guo cai qu de qiang ying ce lve shi wei le wan jiu te lang pu de zhi chi lv ， tong shi ye shi wei le zhuan yi bai gong yi qing ying dui shi bai de ze ren 。
wmttest2022.zh-en.xml,en_zh-TW_CLIENT-05_2020-12-20-205_doc08,1,mei you ， wo mei you shou dao  call
wmttest2022.zh-en.xml,ecommerce_zh_dangdang.com_104963909,6,【 nuo la tu shu 】 zheng ban cha li he da bo li sheng jiang ji   luo er de da er zuo pin dian cang   cha li he qiao ke li gong chang xu ji   ren rong rong yi  7-9-12 sui er tong wen xue   san si wu liu
newstest2020.zh-en.xml,xinhua-zh-01.6520,4,“ hao hao chi ， deng qiu dong ji zhang man le biao ， chu lan cai neng mai shang hao jia qian  。 ”
wmttest2022.zh-en.xml,ecommerce_zh_jd.com_199854853,13,tui jian li you : shen ceng qing jie mao kong wu gou ， ruan hua lao hua jiao zhi ， ti la jin zhi ji fu ， dan hua mian bu xi wen ， rou ruan feng ying mian bu ， bao shi de tong shi ke yi gai shan fu zhi ， fang zhi xiao zhou wen de fa sheng ， shi he ren he fu zhi ， wen he bu you ni 。
newsdev2017.zh-en.xml,ifeng0812.news.49766356_0,16,jin guan zhong hua wen hua yuan yuan liu chang ， ye you zhe fei chang qiang jing de fa zhan shi tou ， dan ye bu ke fou ren ， qi dang xia de ying xiang he zuo yong yuan wei dao da ying you de gao du 。
newstest2017.zh-en.xml,dailymail.co.uk.170822,37,ju liao jie ， zai wu jia ke gui hou ，Tanya  yu qi zhang fu xian zai zhu zai pu li mao si de yi chu si ren fang wu 。
wmttest2023.zh-en.xml,luggage-4-zh_0130182-97,1,zheng ti hai xing ， bu ren shi shi fou shi zhen pi
newstest2018.zh-en.xml,004_20180118a00o3b,18,wo men zong guan quan shi jie de fang di chan shi chang ， zhong guo de fang di chan shi chang you yu qi bu jiao wan ， chu le wo men zhi qian shuo de hai nan zhi wai ， shang wei chu xian guo da de fang di chan wei ji ， dan shi jiu zai shi nian qian de 2008 nian quan shi jie jin rong hai xiao de qi yuan jiu shi mei guo de fang di chan wei ji 。
newstest2019.zh-en.xml,reuters-zh.1997,15,"wan hong wei chi 2,300 yi ri yuan de nian du huo li yu gu bu bian ， shou zhu yu zhi jiang yu zao zhi yi ji fa dian ye wu 。"
wmttest2022.zh-en.xml,ecommerce_zh_dianping.com_156665854,3,yi kai shi shi peng you jie shao de yin wei xin ren ， suo yi xuan ze lai kan yi xia qi chu wo de yu suan shi 7 wan zuo ge ji ben zhuang xiu 。
newstest2017.zh-en.xml,ifeng0812.news.49764457_0,2,wei du cu chang jia jin kuai wan gong ， zhong guo zhu sheng bao luo zong ling guan zu zhi zhuan ren gan fu chang jia ， shen ru zuo gong zuo 。
newstest2018.zh-en.xml,smh.com.au.242750,31,zhe xie ji qi ren de chuang zao zhe xiang yao ta men yong you ren lei de chu jue ， bing mo fang zhen shi de ren ti dong zuo 。
newstest2017.zh-en.xml,foxnews.68215,8,nv xing hui le yu can yu ci ci pai she ， yin wei ta shi yi ge mei li de yi shu pin 。
newstest2017.zh-en.xml,upi.103566,13,gai mo xing suo mo ni de jin xing yan hua yu zhi qian xing xing ke xue jia tui ce de xiang jin 。
newstest2018.zh-en.xml,alibaba_web_data_20180124,187,“ dian shang fu pin shi xin yi lun fu pin kai fa de chuang xin ju cuo ， shi shi xian jing zhun fu pin 、 jing zhun tuo pin de zhong yao zhua shou 。
newstest2021.zh-en.xml,jingji_guancha_bao-zh-01.10338,6,na si da ke zheng quan jiao yi suo zhong guo qu shou xi dai biao hao yu sheng zai you xue qiu zhu ban de “2020 nian shang shi gong si ling xiu feng hui zhong gai gu fen hui ” shang biao shi 。
newstest2021.zh-en.xml,chinanews.com.229660,9,wen zhang cheng ， mei guo zheng fu dui xin guan yi qing zai nan xing de ying dui ， zao cheng le zong tong te lang pu zai da xuan qian de min diao zhi chi lv jiao wei di mi 。
newsdev2017.zh-en.xml,reuters.165906,5,ke lao xiao biao shi ， gai ming wei “ luo luo guo shan che ” de you yue qi xie jiang bei guan bi deng dai diao cha 。
newstest2021.zh-en.xml,xinhua-zh-01.120304,9,zai xu gou de zhong yuan da lu ， shi guo zhi zhong ， nan zhao guo yu bei yan guo bi lin er ju 。
newstest2019.zh-en.xml,chinanews.com.1471,21,jiang shui li du yao jian gu cai zheng shou ru he chan ye fa zhan de ke cheng shou neng li 。
newstest2019.zh-en.xml,chinanews.com.1255,7,yu cheng shi shi chang bu tong ， nong min wei quan yi shi xiang dui bu qiang ， zai jia shang bu shao nong cun wei zhi pian yuan ， chu yu jian guan li liang gou bu zhe de mang qu ， rang jia lie shang pin you le zi sheng tu rang 。
newstest2018.zh-en.xml,sogou_web_data_20180206,114,gen ju peng bo shu ju ， mu qian gai ci shen jia wei 933 yi mei yuan ， shi quan qiu di er duo ， zai hu lian wang pao mo bao po qian ， gai ci shen jia yi du chao guo 1000 yi mei yuan ， xiang dang yu xian zhi 1480 yi mei yuan 。
newstest2021.zh-en.xml,xinhua-zh-01.120587,6,xin hua she cheng du 7 yue 26 ri dian   ti ： ba you xiu fan xiang nong min gong da zao cheng xiang cun zhen xing sheng li jun
newstest2017.zh-en.xml,dailymail.co.uk.170661,9,“ jie li mi · heng te xian zai xu yao cai qu xing dong le ， qu xiao qiang zhi zhi xing ， jie jue chu ji yi sheng ” dan xin de wen ti 。
newstest2019.zh-en.xml,reuters-zh.1989,7,Thomas da suan ming nian zhong geng duo xiao mai ， xi wang tong guo jiang di dui you lai zhong guo xu qiu de zuo wu de yi lai ， ke yi duo zhuan yi xie 。
newstest2019.zh-en.xml,qq.com.223,1,[ zhai yao ] gai chuan jian cheng hou jiang jiao fu zhong guo guo jia hai yang ju dong hai fen ju shi yong ， zhong guo zi ran zi yuan bu hai yang yu jing jian ce si guan ce chu chu zhang chen zhi biao shi ， gai chuan tou ru shi yong ， jiang dui yu fa zhan zhong guo li an hai yang guan ce xi tong 、 tui jin quan qiu hai yang guan ce ju you zhong da yi yi 。
newstest2019.zh-en.xml,reuters-zh.1982,2,chen de lin bing zhi ， tang ruo lou jia hui diao ， shou dang qi chong shou ying xiang de jiang hui shi zai lou shi gao feng qi shi zhi ye de ren shi ， dan yu ji chu xian ru 1997 nian ya zhou jin rong feng bao shi de lou jia ji die 、 shi min da fu xue jia pao shou wu ye de ji hui di hen duo 。
wmttest2022.zh-en.xml,xinhua-zh-01.103949,12,shi jian zai ci zheng ming ， dang que li xi jin ping tong zhi dang zhong yang de he xin 、 quan dang de he xin di wei ， que li xi jin ping xin shi dai zhong guo te se she hui zhu yi si xiang de zhi dao di wei ， dui xin shi dai dang he guo jia shi ye fa zhan 、 dui tui jin zhong hua min zu wei da fu xing li shi jin cheng ju you jue ding xing yi yi 。
newstest2017.zh-en.xml,dailymail.co.uk.170677,30,xiu gai fa lv tiao kuan ， shi de neng gou geng rong yi di yi zhao 《1983 nian ren min dai biao fa 》 (Representation of the People Act 1983)  kong gao xiang guan ren yuan kong he zui 。
newsdev2017.zh-en.xml,bbc.242503,8,ta ju jue jie shou ren he you guan bu lai deng xian sheng dai zhe yi ba wu shi dao yi zhi mai fu zhe deng dai ta men chu xian de bian jie 。
newstest2017.zh-en.xml,dailymail.co.uk.170717,23,wo men dui shuo chu zhe yang de hua bing jiang zhi zhi bo chu qu gan dao wu bi bao qian 。
newstest2018.zh-en.xml,cctv_news_1217,479,jie xia lai guan zhu guo ji fang mian de xiao xi 。
newsdev2017.zh-en.xml,peopledaily0812.energy.c71661-28631514,11,dan jin 20 nian lai ， ying guo de he dian fa zhan you suo ting zhi ， xian you de 15 ge he dian zhan da duo shu yi da dao she ji shou ming 。
newstest2017.zh-en.xml,ifeng0812.news.49767990_0,3,ri ben wai wu sheng guan yuan jiu ci biao shi ， zai fei zhou dang di zhao kai hui yi you zhu yu yin qi fei zhou he ou zhou ge guo dui ri ben de guan zhu 。
newstest2018.zh-en.xml,004_3810009,3,heng liang mei yuan dui liu zhong zhu yao huo bi de mei yuan zhi shu dang tian xia die 0.10%， zai hui shi wei shi die zhi 96.479。
newstest2017.zh-en.xml,nytimes.69931,15,ta men dou yong yi zhong yuan liao he yi zhong neng gou jiao zai yuan liao shang de pian yi jiao tou zhi cheng 。
newstest2017.zh-en.xml,ifeng0812.news.49767078_0,2,"zhe liang tiao zhi liu hang dao cai qu she hui rong zi fang shi jin xing gai zao jian she , shou fei yi huo sheng zheng fu xiang guan bu men pi zhun 。"
newstest2018.zh-en.xml,thelocal.51916,5,gai yuan zhu zu zhi jin yun ying yi nian ， bing ju jue ping lun yi da li jian cha guan an bu luo ji ao · ka er tuo xi ao de ju ti zhi kong zhu ti 。
newstest2021.zh-en.xml,chinanews.com.229662,8,“ xian zai bu shi zi man de shi hou ”， fu qi shuo ，“ wo men de gong zuo mei you wan cheng ， bi xu jia jin nu li ， ye bi xu dui wei lai de bu que ding xing bao chi jing ti 。”
wmttest2022.zh-en.xml,social_zh_douban.com_210174796,1,di shi qi tiao   guo jia dui zhu ce xiao fang gong cheng shi zi ge shi xing zhu ce zhi ye guan li zhi du 。
newsdev2017.zh-en.xml,ifeng0812.news.49766465_0,7,dong jiao ao lai zheng ti gui hua 40 wan fang ， ji hua ru zhu 240 yu zhong guo ji shi shang pin pai ， mu qian yi jing ru zhu 100 duo jia 。
newstest2018.zh-en.xml,cctv_news_1117,260,ba nan shui bei diao gong cheng da zao cheng qing shui zou lang 、 lv se zou lang ， rang gong cheng chang qi zao fu ren min 、 zao fu she hui 。
newstest2019.zh-en.xml,chinanews.com.1466,3,“ kang zhan lao bing men shi zhong guo kang zhan de jian zheng zhe ， shi ai guo zhu yi zhen shi 、 sheng dong 、 xian ming de jiao cai  。 ”
wmttest2023.zh-en.xml,wireless-1-zh_0387548-218,1,you shi yi lai ti yan zui cha de yi ci gou wu
newstest2018.zh-en.xml,cctv_news_1117,110,geng hao ba guang da gan bu qun zhong de si xiang he xing dong tong yi dao dang de shi jiu da jing shen shang lai 。
newstest2021.zh-en.xml,xinhua-zh-01.120559,9,shou ci cheng li gong gong wei sheng fang yi zhuan wei hui ， dui yu dang qian kang ji xin guan fei yan yi qing lai shuo xian de you wei zhong yao 。
newstest2020.zh-en.xml,xinhua-zh-01.6202,4,di yi ， kao tuan jie chu li liang 。
newsdev2017.zh-en.xml,nytimes.69903,18,ta shuo ：“ shi wo bao chi jian qiang he qing xing de bu fen yuan yin shi ， wo zhi dao jiu zai na li you xie hai zi zheng zai chu gui （ gong kai cheng ren xing qu xiang ） de guo cheng zhong 。”
wmttest2023.zh-en.xml,pc-1-zh_0144298-170,10,di san tian shang wu wo you da ， wen huo fa chu qu le ma ？
newstest2019.zh-en.xml,chinanews.com.1558,9,ta shuo ， yan jiu ren yuan “ jin xing shu ci chang shi ， dan chu hu yi liao de shi ， bing wei hua fei tai duo li qi  ” 。
newsdev2017.zh-en.xml,ifeng0812.news.49767667_0,1,tong shi ， xian chang liao jie shang hu dui jin rong fu wu 、 ye wu deng fang mian de yi jian he jian yi ， nu li wan shan ti gao fu wu zhi liang ， geng hao di wei qun zhong fu wu 。
newstest2018.zh-en.xml,cctv_news_1117,212,wo jiu gen zhe ta yi qi lai le ， wo men ke yi shuo
newsdev2017.zh-en.xml,bbc.242433,3,zai fei ji duo de qi shou mei ao yun hui jiang pai hou ， huan qing chang mian fei tong xun chang 。
wmttest2023.zh-en.xml,automotive-4-zh_0900322-78,2,bao zhuang mei you ren he biao shi ， zhi jie gei gong huo shang zhi dian shuo ， hui da mei biao shi shi zheng pin ， ru huai yi ke yong bian jiao liao you ji dao qiang sheng gong si yan huo ， hai liu xia che pai hao yi ji dian hua hao ma ， cheng nuo hui fa duan xin tong zhi ba wo de xin xi shu ru qiang sheng guan wang bao xiu ka ， dao xian zai ye mo shou dao duan xin a ？
newstest2020.zh-en.xml,xinhua-zh-01.6565,3,zhong yang jun min rong he ban chang wu fu zhu ren jin zhuang long ， zhong yang tong zhan bu fu bu zhang 、 quan guo gong shang lian dang zu shu ji 、 chang wu fu zhu xi xu le jiang ， guo jia guo fang ke gong ju ju zhang zhang ke jian ， jiang xi sheng wei fu shu ji 、 gan zhou shi wei shu ji li bing jun deng can jia le diao yan 。
newstest2018.zh-en.xml,sogou_web_data_20180206,223,yi sou yu chuan 20 ri wan zai xiang gang fu jin hai yu yu yi sou huo chuan xiang zhuang hou chen mo ， jing guo jin yi tian sou jiu ， reng you 7 ming chuan yuan shi zong 。
wmttest2022.zh-en.xml,chinese.macao.5817,26,ci wai ， ta ren wei ao da de guan li tuan dui yong you yuan jian zhuo shi ， bu jin zai xue shu shang wei xue sheng ti gong ke yan wo tu ， tong shi wei she hui shu song le xu duo yong you ze ren xin de ren cai 。
newstest2017.zh-en.xml,foxnews.68215,5,er wo men ze mian xiang nv xing 。
newsdev2017.zh-en.xml,ifeng0812.news.49766465_0,6,shang ye fang mian ， jiang ning bei fen cheng qi da shang quan ， fen bie shi dong shan 、 jiu long hu 、 bai jia hu 、 da xue cheng 、 san shan 、 cha lu kou he he ding qiao ， er zhe qi da shang quan jun li cheng bang bu yuan 。
newstest2018.zh-en.xml,msnbc.53726,7,zai bei tang na de · te lang pu zong tong ren ming zhi qian ， pu lu te shi e ke la he ma zhou zong jian cha zhang ， chang qi yi lai fan dui huan jing fa gui de yan ge hua 。
newstest2021.zh-en.xml,xinhua-zh-01.120151,3,jin tian （7 yue 26 ri ）， jiang yu jiang zai ci guang lin jing cheng ， zui gao qi wen ye hui jiang zhi 29℃， ti xing gong zhong wai chu zhu yi xie dai yu ju ， zhu yi jiao tong an quan 。
newstest2021.zh-en.xml,chinanews.com.229625,19,ha mi shi zhong guo tai yang neng zi yuan tiao jian zui hao de di qu zhi yi 。
newstest2017.zh-en.xml,sina0812.news.doc-ifxuxnai9992792,8,“ hai nan zuo wei guo ji lv you dao ， zheng zai zhu bu zhong shi xi yin guo ji you ke ， wo men xi wang ti gao zi shen neng li lai pi pei guo ji lv you dao de di wei 。”
newstest2018.zh-en.xml,004_154275258_759567,1,ji jiang yu 8 yue 4 ri shang ying de dian ying 《 san sheng san shi shi li tao hua 》 zuo ri zai jing ju xing “ ba huang si hai wei ni er lai ” fa bu hui ，“ bai ye fu fu ” yang yang 、 liu yi fei tong tai xian shen 。
wmttest2022.zh-en.xml,voa-voachinese.14555,23,er zhe jiu shi wo men shi bai de yuan yin 。
newstest2019.zh-en.xml,reuters-zh.1997,3,wan hong ze biao shi ， mao yi zhan chong ji qi xia mei guo gu wu bu men gao hong  ，  qi yi zan ting zai nong ye fang mian de jin rong jiao yi 。
newstest2018.zh-en.xml,cctv_news_1217,37,zhong guo jiang gao ju he ping 、 fa zhan 、 he zuo 、 gong ying de qi zhi ， shi zhong bu yu zou he ping fa zhan dao lu ， ji ji tui jin quan qiu huo ban guan xi jian she 。
newstest2018.zh-en.xml,005_3808782,2,ban sui zhe qi ye da mian ji fu chan ， gang jia kai shi qu yu hui luo 。
wmttest2023.zh-en.xml,kitchen-2-zh_0586668-117,1,di bu ping
